Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,120.389115,[ 9 61] ; [345  97],[48.3984375 21.6015625] ; [305.6015625 136.3984375],1
d4,1,0.0,75.169615,[37 33] ; [404  38],[60.29296875  9.70703125] ; [380.70703125  61.29296875],1
d3,1,1e-06,23.407952,[42 28] ; [373  69],[56.73828125 13.26171875] ; [358.26171875  83.73828125],1
d2,1,4e-06,21.269761,[23 47] ; [274 167],[40.68493151 29.31506849] ; [256.31506849 184.68493151],1
u1,1,1.1e-05,19.354959,[ 4 66] ; [137 305],[19.27734375 50.72265625] ; [121.72265625 320.27734375],1
a4,1,3.8e-05,16.954722,[22 48] ; [255 186],[37.94520548 32.05479452] ; [239.05479452 201.94520548],1
a2,1,9e-05,15.335094,[12 58] ; [184 258],[26.796875 43.203125] ; [169.203125 272.796875],1
a3,1,0.005733,7.632264,[46 23] ; [358  83],[54.65882353 14.34117647] ; [349.34117647  91.65882353],0
b1,1,0.018087,5.587712,[35 35] ; [156 286],[26.11328125 43.88671875] ; [164.88671875 277.11328125],0
r3,1,0.041519,4.154718,[62  7] ; [420  19],[65.46850394  3.53149606] ; [416.53149606  22.46850394],0
s8,1,0.057661,3.603424,[23 45] ; [202 236],[30.23715415 37.76284585] ; [194.76284585 243.23715415],0
s6,1,0.06674,3.361425,[39 28] ; [300 132],[45.51703407 21.48296593] ; [293.48296593 138.51703407],0
n4,1,0.095214,2.783927,[51 19] ; [359  82],[56.16438356 13.83561644] ; [353.83561644  87.16438356],0
p1,1,0.106059,2.611979,[10 59] ; [ 37 402],[ 6.38385827 62.61614173] ; [ 40.61614173 398.38385827],0
p5,1,0.112469,2.519185,[12 56] ; [ 48 390],[ 8.06324111 59.93675889] ; [ 51.93675889 386.06324111],0
p8,1,0.168232,1.898626,[42 25] ; [233 201],[36.77644711 30.22355289] ; [238.22355289 195.77644711],0
n1,1,0.169947,1.883409,[7 6] ; [34 65],[4.75892857 8.24107143] ; [36.24107143 62.75892857],0
p2,1,0.171304,1.87149,[54 15] ; [373  67],[57.88408644 11.11591356] ; [369.11591356  70.88408644],0
p12,1,0.225667,1.467966,[ 9 59] ; [ 38 401],[ 6.30374753 61.69625247] ; [ 40.69625247 398.30374753],0
s4,1,0.237353,1.396246,[14 55] ; [ 64 370],[10.69980119 58.30019881] ; [ 67.30019881 366.69980119],0
u2,1,0.251038,1.317519,[11 13] ; [49 34],[13.45794393 10.54205607] ; [46.54205607 36.45794393],0
n2,1,0.254255,1.299774,[12  2] ; [72 29],[10.22608696  3.77391304] ; [73.77391304 27.22608696],0
r2,1,0.267184,1.231148,[65  5] ; [415  18],[66.79920477  3.20079523] ; [413.20079523  19.79920477],0
v2,1,0.32685,0.96134,[39 30] ; [264 157],[42.66734694 26.33265306] ; [260.33265306 160.66734694],0
v3,1,0.351623,0.867592,[31 38] ; [165 258],[27.48780488 41.51219512] ; [168.51219512 254.48780488],0
p7,1,0.438897,0.599164,[41 28] ; [275 153],[43.87122736 25.12877264] ; [272.12877264 155.87122736],0
s1,1,0.456083,0.55549,[ 3 65] ; [ 12 423],[ 2.027833 65.972167] ; [ 12.972167 422.027833],0
b3,1,0.456841,0.553624,[16 22] ; [ 98 175],[13.92926045 24.07073955] ; [100.07073955 172.92926045],0
b2,1,0.456841,0.553624,[16 22] ; [ 98 175],[13.92926045 24.07073955] ; [100.07073955 172.92926045],0
s7,1,0.471221,0.519112,[35 30] ; [205 213],[32.29813665 32.70186335] ; [207.70186335 210.29813665],0
b4,1,0.500473,0.453933,[44 26] ; [259 183],[41.42578125 28.57421875] ; [261.57421875 180.42578125],0
p4,1,0.552817,0.352295,[42 26] ; [288 152],[44.17322835 23.82677165] ; [285.82677165 154.17322835],0
p6,1,0.560135,0.339471,[28 41] ; [161 275],[25.82376238 43.17623762] ; [163.17623762 272.82376238],0
r4,1,0.561988,0.336274,[65  5] ; [401  41],[63.7109375  6.2890625] ; [402.2890625  39.7109375],0
p9,1,0.562596,0.33523,[57 11] ; [376  59],[58.53677932  9.46322068] ; [374.46322068  60.53677932],0
p3,1,0.572406,0.318674,[33 36] ; [226 213],[35.17913386 33.82086614] ; [223.82086614 215.17913386],0
s5,1,0.637248,0.222359,[25 42] ; [145 277],[23.29243354 43.70756646] ; [146.70756646 275.29243354],0
s3,1,0.637491,0.222038,[39 29] ; [234 197],[37.20240481 30.79759519] ; [235.79759519 195.20240481],0
r1,1,0.657222,0.196915,[61  9] ; [372  65],[59.78303748 10.21696252] ; [373.21696252  63.78303748],0
v1,1,0.691674,0.157279,[37 31] ; [245 185],[38.5060241 29.4939759] ; [243.4939759 186.5060241],0
n6,1,0.717555,0.130847,[60 10] ; [368  70],[58.97637795 11.02362205] ; [369.02362205  68.97637795],0
n5,1,0.737213,0.112591,[54 16] ; [329 108],[52.87968442 17.12031558] ; [330.12031558 106.87968442],0
a8,1,0.74111,0.109153,[ 9 57] ; [ 59 329],[ 9.88546256 56.11453744] ; [ 58.11453744 329.88546256],0
v4,1,0.744397,0.106299,[66  4] ; [416  21],[66.54832347  3.45167653] ; [415.45167653  21.54832347],0
a6,1,0.783944,0.075176,[57 13] ; [365  76],[57.80821918 12.19178082] ; [364.19178082  76.80821918],0
b5,1,0.79956,0.064473,[45 25] ; [291 151],[45.9375 24.0625] ; [290.0625 151.9375],0
n3,1,0.853613,0.034044,[10  4] ; [69 31],[9.70175439 4.29824561] ; [69.29824561 30.70175439],0
u3,1,0.854227,0.033756,[16  8] ; [53 29],[15.62264151  8.37735849] ; [53.37735849 28.62264151],0
u4,1,0.857866,0.032074,[ 2 68] ; [ 11 430],[ 1.78082192 68.21917808] ; [ 11.21917808 429.78082192],0
p10,1,0.876633,0.024099,[57 11] ; [363  74],[56.55445545 11.44554455] ; [363.44554455  73.55445545],0
p11,1,0.898124,0.016392,[54 16] ; [344  98],[54.4140625 15.5859375] ; [343.5859375  98.4140625],0
s2,1,0.92306,0.009328,[35 32] ; [225 211],[34.63220676 32.36779324] ; [225.36779324 210.63220676],0
a1,1,0.984391,0.000383,[ 4 66] ; [ 25 417],[ 3.96484375 66.03515625] ; [ 25.03515625 416.96484375],0
