Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.006791,7.327331,[31  8] ; [23 22],[25.07142857 13.92857143] ; [28.92857143 16.07142857],0
s1,1,0.027031,4.888856,[ 1 37] ; [ 8 37],[ 4.12048193 33.87951807] ; [ 4.87951807 40.12048193],0
s2,1,0.027568,4.854862,[33  7] ; [28 18],[28.37209302 11.62790698] ; [32.62790698 13.37209302],0
s8,1,0.028938,4.771286,[30 10] ; [24 22],[25.11627907 14.88372093] ; [28.88372093 17.11627907],0
s4,1,0.030064,4.705635,[13 27] ; [ 6 40],[ 8.8372093 31.1627907] ; [10.1627907 35.8372093],0
v2,1,0.035728,4.410031,[26 14] ; [19 26],[21.17647059 18.82352941] ; [23.82352941 21.17647059],0
p7,1,0.040706,4.188224,[24 16] ; [17 28],[19.29411765 20.70588235] ; [21.70588235 23.29411765],0
a8,1,0.041912,4.138773,[ 8 25] ; [ 3 38],[ 4.90540541 28.09459459] ; [ 6.09459459 34.90540541],0
s6,1,0.044528,4.036418,[36  3] ; [35 11],[32.57647059  6.42352941] ; [38.42352941  7.57647059],0
v3,1,0.051666,3.786562,[18 21] ; [11 32],[13.79268293 25.20731707] ; [15.20731707 27.79268293],0
p9,1,0.073461,3.203937,[34  5] ; [32 13],[30.64285714  8.35714286] ; [35.35714286  9.64285714],0
r4,1,0.073775,3.196957,[38  2] ; [38  8],[35.34883721  4.65116279] ; [40.65116279  5.34883721],0
n3,1,0.092842,2.824387,[12  4] ; [10 11],[9.51351351 6.48648649] ; [12.48648649  8.51351351],0
p6,1,0.119141,2.428571,[20 20] ; [15 30],[16.47058824 23.52941176] ; [18.52941176 26.47058824],0
d3,1,0.127064,2.328019,[31  9] ; [28 17],[27.76470588 12.23529412] ; [31.23529412 13.76470588],0
a1,1,0.128602,2.309303,[ 1 39] ; [ 5 41],[ 2.79069767 37.20930233] ; [ 3.20930233 42.79069767],0
