Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,3e-06,21.611927,[68  4] ; [5 6],[63.3253012  8.6746988] ; [9.6746988 1.3253012],1
r4,1,1e-05,19.450863,[62 10] ; [3 8],[56.38554217 15.61445783] ; [8.61445783 2.38554217],1
v4,1,1.8e-05,18.388777,[68  3] ; [6 5],[64.07317073  6.92682927] ; [9.92682927 1.07317073],1
n6,1,0.002539,9.112242,[52 19] ; [3 8],[47.62195122 23.37804878] ; [7.37804878 3.62195122],0
a5,1,0.012951,6.175752,[42 30] ; [2 9],[38.1686747 33.8313253] ; [5.8313253 5.1686747],0
r1,1,0.013112,6.153876,[53 19] ; [4 7],[49.44578313 22.55421687] ; [7.55421687 3.44578313],0
a7,1,0.027555,4.855702,[45 27] ; [3 8],[41.63855422 30.36144578] ; [6.36144578 4.63855422],0
d1,1,0.037503,4.327402,[30 42] ; [ 1 10],[26.89156627 45.10843373] ; [4.10843373 6.89156627],0
d5,1,0.052977,3.744642,[48 24] ; [4 7],[45.10843373 26.89156627] ; [6.89156627 4.10843373],0
n2,1,0.074791,3.174603,[16  4] ; [2 3],[14.4  5.6] ; [3.6 1.4],0
d4,1,0.101077,2.688472,[50 21] ; [5 6],[47.62195122 23.37804878] ; [7.37804878 3.62195122],0
p11,1,0.121616,2.39638,[44 28] ; [4 7],[41.63855422 30.36144578] ; [6.36144578 4.63855422],0
s7,1,0.16648,1.914355,[24 47] ; [1 8],[22.1875 48.8125] ; [2.8125 6.1875],0
d3,1,0.172141,1.864197,[42 30] ; [4 7],[39.90361446 32.09638554] ; [6.09638554 4.90361446],0
s4,1,0.202479,1.624401,[ 9 62] ; [3 8],[10.3902439 60.6097561] ; [1.6097561 9.3902439],0
s8,1,0.204141,1.612498,[19 52] ; [ 1 10],[17.31707317 53.68292683] ; [2.68292683 8.31707317],0
d2,1,0.215047,1.537119,[34 38] ; [3 8],[32.09638554 39.90361446] ; [4.90361446 6.09638554],0
v2,1,0.21761,1.520065,[33 37] ; [3 8],[31.11111111 38.88888889] ; [4.88888889 6.11111111],0
n4,1,0.281976,1.157541,[45 27] ; [5 6],[43.37349398 28.62650602] ; [6.62650602 4.37349398],0
b1,1,0.363598,0.825427,[42 30] ; [8 3],[43.37349398 28.62650602] ; [6.62650602 4.37349398],0
a3,1,0.399219,0.710677,[36 36] ; [4 7],[34.69879518 37.30120482] ; [5.30120482 5.69879518],0
v1,1,0.409156,0.681251,[29 43] ; [3 8],[27.75903614 44.24096386] ; [4.24096386 6.75903614],0
b4,1,0.422123,0.644396,[42 30] ; [5 6],[40.77108434 31.22891566] ; [6.22891566 4.77108434],0
n5,1,0.422123,0.644396,[42 30] ; [5 6],[40.77108434 31.22891566] ; [6.22891566 4.77108434],0
p5,1,0.422298,0.64391,[ 3 69] ; [1 9],[ 3.51219512 68.48780488] ; [0.48780488 9.51219512],0
p2,1,0.426427,0.632536,[54 18] ; [7 4],[52.91566265 19.08433735] ; [8.08433735 2.91566265],0
a8,1,0.481636,0.495156,[ 7 58] ; [2 9],[ 7.69736842 57.30263158] ; [1.30263158 9.69736842],0
p6,1,0.511625,0.430743,[25 46] ; [5 6],[25.97560976 45.02439024] ; [4.02439024 6.97560976],0
a6,1,0.531131,0.392226,[40 32] ; [5 6],[39.03614458 32.96385542] ; [5.96385542 5.03614458],0
n3,1,0.561545,0.337037,[14  7] ; [4 1],[14.53846154  6.46153846] ; [3.46153846 1.53846154],0
a4,1,0.606345,0.265532,[18 53] ; [2 9],[17.31707317 53.68292683] ; [2.68292683 8.31707317],0
u3,1,0.630904,0.230837,[19 17] ; [3 4],[18.41860465 17.58139535] ; [3.58139535 3.41860465],0
p10,1,0.668045,0.183898,[24 47] ; [3 8],[23.37804878 47.62195122] ; [3.62195122 7.37804878],0
b5,1,0.678569,0.171742,[44 28] ; [6 5],[43.37349398 28.62650602] ; [6.62650602 4.37349398],0
s2,1,0.745045,0.105742,[29 43] ; [5 6],[29.4939759 42.5060241] ; [4.5060241 6.4939759],0
s6,1,0.745917,0.104994,[35 36] ; [6 5],[35.5 35.5] ; [5.5 5.5],0
p8,1,0.804447,0.061304,[39 33] ; [5 5],[38.63414634 33.36585366] ; [5.36585366 4.63414634],0
s1,1,0.808173,0.058944,[ 5 66] ; [ 1 10],[ 5.19512195 65.80487805] ; [ 0.80487805 10.19512195],0
p3,1,0.812701,0.056142,[30 42] ; [5 6],[30.36144578 41.63855422] ; [4.63855422 6.36144578],0
u2,1,0.839128,0.041213,[18 16] ; [4 3],[18.24390244 15.75609756] ; [3.75609756 3.24390244],0
p4,1,0.845281,0.038081,[37 35] ; [6 5],[37.30120482 34.69879518] ; [5.69879518 5.30120482],0
n1,1,0.932294,0.007218,[ 8 11] ; [2 3],[ 7.91666667 11.08333333] ; [2.08333333 2.91666667],0
v3,1,0.972193,0.001215,[20 52] ; [3 8],[19.95180723 52.04819277] ; [3.04819277 7.95180723],0
s5,1,0.97533,0.000956,[13 57] ; [2 9],[12.96296296 57.03703704] ; [2.03703704 8.96296296],0
s3,1,0.981263,0.000552,[39 33] ; [6 5],[39.03614458 32.96385542] ; [5.96385542 5.03614458],0
