Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,103.724018,[ 68 223] ; [251 151],[133.95238095 157.04761905] ; [185.04761905 216.95238095],1
p6,1,0.0,61.240817,[ 40 249] ; [166 234],[ 86.40638607 202.59361393] ; [119.59361393 280.40638607],1
p2,1,0.0,56.469654,[193  99] ; [361  43],[232.42528736  59.57471264] ; [321.57471264  82.42528736],1
p3,1,0.0,49.234862,[ 80 210] ; [220 185],[125.17985612 164.82014388] ; [174.82014388 230.17985612],1
p4,1,0.0,40.855128,[112 180] ; [254 150],[153.55172414 138.44827586] ; [212.44827586 191.55172414],1
r4,1,0.0,32.590763,[222  70] ; [372  34],[248.49283668  43.50716332] ; [345.50716332  60.49283668],1
p10,1,0.0,28.253108,[185 103] ; [330  72],[214.95652174  73.04347826] ; [300.04347826 101.95652174],1
v4,1,0.0,26.588194,[249  43] ; [386  15],[267.56132756  24.43867244] ; [367.43867244  33.56132756],1
p11,1,1.1e-05,19.370111,[193  99] ; [328  78],[217.95415473  74.04584527] ; [303.04584527 102.95415473],1
r3,1,1.4e-05,18.85502,[254  36] ; [390  15],[268.71942446  21.28057554] ; [375.28057554  29.71942446],1
p9,1,9.2e-05,15.2869,[203  81] ; [338  65],[223.64483261  60.35516739] ; [317.35516739  85.64483261],1
v1,1,0.000208,13.7619,[118 164] ; [224 174],[141.82941176 140.17058824] ; [200.17058824 197.82941176],1
r1,1,0.000212,13.718156,[204  87] ; [330  72],[224.23376623  66.76623377] ; [309.76623377  92.23376623],1
s8,1,0.000509,12.081064,[ 89 202] ; [176 228],[110.95683453 180.04316547] ; [154.04316547 249.95683453],1
s7,1,0.000601,11.773845,[ 91 185] ; [179 208],[112.39819005 163.60180995] ; [157.60180995 229.39819005],1
s6,1,0.000906,11.010938,[144 147] ; [248 151],[165.32173913 125.67826087] ; [226.67826087 172.32173913],1
s3,1,0.001117,10.623233,[120 168] ; [216 182],[141.06122449 146.93877551] ; [194.93877551 203.06122449],0
s5,1,0.001183,10.516316,[ 50 230] ; [115 286],[ 67.84140969 212.15859031] ; [ 97.15859031 303.84140969],0
n6,1,0.001263,10.395451,[214  77] ; [336  66],[230.95238095  60.04761905] ; [319.04761905  82.95238095],0
r2,1,0.002122,9.441045,[258  33] ; [378  20],[268.61538462  22.38461538] ; [367.38461538  30.61538462],0
v2,1,0.002357,9.248732,[135 141] ; [240 155],[154.24739195 121.75260805] ; [220.75260805 174.24739195],0
a8,1,0.002945,8.841455,[ 28 243] ; [ 69 296],[ 41.33176101 229.66823899] ; [ 55.66823899 309.33176101],0
s2,1,0.003401,8.578565,[103 186] ; [189 215],[121.77200577 167.22799423] ; [170.22799423 233.77200577],0
d3,1,0.011855,6.332491,[174 118] ; [278 126],[189.63218391 102.36781609] ; [262.36781609 141.63218391],0
a3,1,0.013102,6.155346,[186 104] ; [294 109],[200.86580087  89.13419913] ; [279.13419913 123.86580087],0
a5,1,0.013392,6.116606,[192 100] ; [302 104],[206.65902579  85.34097421] ; [287.34097421 118.65902579],0
n5,1,0.032624,4.565428,[194  97] ; [298 104],[206.5974026  84.4025974] ; [285.4025974 116.5974026],0
n4,1,0.033284,4.531127,[207  85] ; [315  89],[219.  73.] ; [303. 101.],0
v3,1,0.039704,4.2305,[ 90 186] ; [160 236],[102.67857143 173.32142857] ; [147.32142857 248.67857143],0
n3,1,0.040912,4.179662,[60 35] ; [59 17],[66.11111111 28.88888889] ; [52.88888889 23.11111111],0
u1,1,0.069125,3.303671,[ 37 255] ; [ 72 334],[ 45.59885387 246.40114613] ; [ 63.40114613 342.59885387],0
a2,1,0.102911,2.659846,[ 58 234] ; [102 304],[ 66.93409742 225.06590258] ; [ 93.06590258 312.93409742],0
p1,1,0.108942,2.569497,[ 24 267] ; [ 21 382],[ 18.86887608 272.13112392] ; [ 26.13112392 376.86887608],0
d1,1,0.111166,2.53757,[152 140] ; [236 170],[162.31518625 129.68481375] ; [225.68481375 180.31518625],0
d5,1,0.111935,2.526693,[221  71] ; [326  78],[229.48850575  62.51149425] ; [317.51149425  86.48850575],0
a7,1,0.135342,2.230135,[196  95] ; [294 111],[204.87068966  86.12931034] ; [285.12931034 119.87068966],0
d4,1,0.138033,2.199746,[225  66] ; [330  73],[232.71613833  58.28386167] ; [322.28386167  80.71613833],0
p12,1,0.223147,1.48402,[ 20 271] ; [ 19 384],[ 16.35302594 274.64697406] ; [ 22.64697406 380.35302594],0
u4,1,0.242497,1.366021,[  7 285] ; [  5 401],[  5.02005731 286.97994269] ; [  6.97994269 399.02005731],0
n1,1,0.260057,1.268452,[40 58] ; [24 50],[36.46511628 61.53488372] ; [27.53488372 46.46511628],0
b4,1,0.265739,1.23861,[177 115] ; [229 177],[169.84527221 122.15472779] ; [236.15472779 169.84527221],0
n2,1,0.271333,1.209996,[66 32] ; [57 19],[69.27586207 28.72413793] ; [53.72413793 22.27586207],0
a6,1,0.395143,0.723056,[192 100] ; [278 126],[197.18390805  94.81609195] ; [272.81609195 131.18390805],0
u2,1,0.459461,0.547207,[54 51] ; [61 47],[56.69014085 48.30985915] ; [58.30985915 49.69014085],0
u3,1,0.491228,0.473836,[57 49] ; [54 56],[54.47222222 51.52777778] ; [56.52777778 53.47222222],0
b2,1,0.502383,0.449899,[ 66 100] ; [ 92 160],[ 62.74641148 103.25358852] ; [ 95.25358852 156.74641148],0
b3,1,0.502383,0.449899,[ 66 100] ; [ 92 160],[ 62.74641148 103.25358852] ; [ 95.25358852 156.74641148],0
s1,1,0.592546,0.286386,[ 10 279] ; [ 11 389],[  8.808418 280.191582] ; [ 12.191582 387.808418],0
b1,1,0.623609,0.240828,[114 178] ; [166 240],[117.13467049 174.86532951] ; [162.86532951 243.13467049],0
a4,1,0.685023,0.164526,[124 166] ; [179 225],[126.61383285 163.38616715] ; [176.38616715 227.61383285],0
b5,1,0.708963,0.139315,[175 117] ; [249 157],[177.37535817 114.62464183] ; [246.62464183 159.37535817],0
a1,1,0.781942,0.076612,[ 15 277] ; [ 19 387],[ 14.2234957 277.7765043] ; [ 19.7765043 386.2234957],0
d2,1,0.961622,0.002315,[136 152] ; [192 213],[136.31168831 151.68831169] ; [191.68831169 213.31168831],0
