Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,74.679191,[395  12] ; [50 23],[377.32291667  29.67708333] ; [67.67708333  5.32291667],1
r2,1,0.0,34.119362,[394  10] ; [56 13],[384.3551797  19.6448203] ; [65.6448203  3.3551797],1
a5,1,3.8e-05,16.968476,[328  78] ; [43 30],[314.45929019  91.54070981] ; [56.54070981 16.45929019],1
u1,1,3.8e-05,16.967545,[106 301] ; [ 3 70],[ 92.42291667 314.57708333] ; [16.57708333 56.42291667],1
a2,1,0.000227,13.596615,[124 283] ; [ 7 66],[111.07708333 295.92291667] ; [19.92291667 53.07708333],1
d1,1,0.001071,10.70022,[266 141] ; [33 40],[253.52708333 153.47291667] ; [45.47291667 27.52708333],0
a4,1,0.002626,9.050863,[204 199] ; [23 50],[192.18697479 210.81302521] ; [34.81302521 38.18697479],0
d5,1,0.002908,8.864371,[349  55] ; [53 20],[340.47798742  63.52201258] ; [61.52201258 11.47798742],0
r3,1,0.012223,6.27824,[392  13] ; [66  7],[388.05439331  16.94560669] ; [69.94560669  3.05439331],0
d2,1,0.016506,5.748105,[222 182] ; [29 44],[212.5870021 191.4129979] ; [38.4129979 34.5870021],0
s7,1,0.01739,5.656592,[262 129] ; [36 33],[253.3 137.7] ; [44.7 24.3],0
a3,1,0.019252,5.478449,[312  92] ; [47 26],[304.05870021  99.94129979] ; [54.94129979 18.05870021],0
s8,1,0.019357,5.469,[242 162] ; [33 40],[232.91404612 171.08595388] ; [42.08595388 30.91404612],0
b3,1,0.042633,4.109879,[102 159] ; [12 38],[ 95.67202572 165.32797428] ; [18.32797428 31.67202572],0
b2,1,0.042633,4.109879,[102 159] ; [12 38],[ 95.67202572 165.32797428] ; [18.32797428 31.67202572],0
a8,1,0.049483,3.858894,[ 68 298] ; [ 6 62],[ 62.40552995 303.59447005] ; [11.59447005 56.40552995],0
a1,1,0.055497,3.667077,[ 21 386] ; [ 8 65],[ 24.58958333 382.41041667] ; [ 4.41041667 68.58958333],0
p8,1,0.063458,3.444611,[224 174] ; [32 40],[216.78297872 181.21702128] ; [39.21702128 32.78297872],0
v4,1,0.065578,3.390383,[395  11] ; [67  5],[392.41004184  13.58995816] ; [69.58995816  2.41004184],0
d3,1,0.073506,3.202947,[291 113] ; [45 28],[284.57861635 119.42138365] ; [51.42138365 21.57861635],0
a7,1,0.079128,3.082722,[296 109] ; [46 27],[289.76987448 115.23012552] ; [52.23012552 20.76987448],0
u3,1,0.092355,2.832842,[63 32] ; [12 13],[59.375 35.625] ; [15.625  9.375],0
p4,1,0.131624,2.273245,[279 124] ; [44 29],[273.46428571 129.53571429] ; [49.53571429 23.46428571],0
s5,1,0.140366,2.17394,[175 220] ; [24 45],[169.40732759 225.59267241] ; [29.59267241 39.40732759],0
a6,1,0.153483,2.037291,[272 131] ; [43 30],[266.69117647 136.30882353] ; [48.30882353 24.69117647],0
n6,1,0.173258,1.854522,[370  35] ; [63 10],[366.87238494  38.12761506] ; [66.12761506  6.87238494],0
n5,1,0.219214,1.509507,[364  42] ; [61 11],[360.9832636  45.0167364] ; [64.0167364  7.9832636],0
p1,1,0.251794,1.313325,[ 39 365] ; [ 4 69],[ 36.41928721 367.58071279] ; [ 6.58071279 66.41928721],0
s2,1,0.26461,1.244477,[270 133] ; [44 29],[265.84453782 137.15546218] ; [48.15546218 24.84453782],0
p7,1,0.30396,1.05674,[268 125] ; [44 27],[264.25862069 128.74137931] ; [47.74137931 23.25862069],0
v3,1,0.328279,0.955675,[174 219] ; [27 44],[170.24353448 222.75646552] ; [30.75646552 40.24353448],0
u4,1,0.349285,0.876052,[ 14 393] ; [ 1 72],[ 12.71875 394.28125] ; [ 2.28125 70.71875],0
d4,1,0.351997,0.866243,[343  60] ; [59 14],[340.3487395  62.6512605] ; [61.6512605 11.3487395],0
n3,1,0.39668,0.718368,[50 21] ; [16  4],[51.49450549 19.50549451] ; [14.50549451  5.49450549],0
p11,1,0.406981,0.687604,[329  78] ; [62 11],[331.53541667  75.46458333] ; [59.46458333 13.53541667],0
p6,1,0.415546,0.662877,[179 222] ; [28 43],[175.86228814 225.13771186] ; [31.13771186 39.86228814],0
p3,1,0.452041,0.565528,[224 180] ; [37 36],[221.05660377 182.94339623] ; [39.94339623 33.05660377],0
v2,1,0.472376,0.516412,[232 162] ; [38 32],[229.26724138 164.73275862] ; [40.73275862 29.26724138],0
s3,1,0.492872,0.47025,[283 115] ; [49 24],[280.54352442 117.45647558] ; [51.45647558 21.54352442],0
v1,1,0.531961,0.390644,[237 160] ; [39 31],[234.62955032 162.37044968] ; [41.37044968 28.62955032],0
u2,1,0.56208,0.336116,[58 36] ; [17  8],[59.24369748 34.75630252] ; [15.75630252  9.24369748],0
p5,1,0.644669,0.212687,[ 64 339] ; [13 59],[ 65.32842105 337.67157895] ; [11.67157895 60.32842105],0
b5,1,0.66001,0.193511,[251 156] ; [47 26],[252.67916667 154.32083333] ; [45.32083333 27.67916667],0
n2,1,0.733563,0.115866,[55 17] ; [16  4],[55.56521739 16.43478261] ; [15.43478261  4.56521739],0
s1,1,0.741814,0.108538,[ 20 379] ; [ 3 70],[ 19.44279661 379.55720339] ; [ 3.55720339 69.44279661],0
p10,1,0.771131,0.08462,[345  57] ; [60 11],[344.20718816  57.79281184] ; [60.79281184 10.20718816],0
s4,1,0.777288,0.080007,[ 71 328] ; [14 59],[ 71.85381356 327.14618644] ; [13.14618644 59.85381356],0
b1,1,0.815887,0.054214,[162 245] ; [28 45],[161.10416667 245.89583333] ; [28.89583333 44.10416667],0
p12,1,0.816355,0.053933,[ 48 355] ; [ 8 65],[ 47.41176471 355.58823529] ; [ 8.58823529 64.41176471],0
b4,1,0.865138,0.028845,[241 166] ; [44 29],[241.65625 165.34375] ; [43.34375 29.65625],0
p2,1,0.873532,0.025336,[346  58] ; [62 11],[345.55974843  58.44025157] ; [62.44025157 10.55974843],0
p9,1,0.899144,0.016064,[355  46] ; [65  8],[355.3164557  45.6835443] ; [64.6835443  8.3164557],0
n1,1,0.906713,0.013732,[33 38] ; [ 9 11],[32.76923077 38.23076923] ; [ 9.23076923 10.76923077],0
