Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2.8e-05,17.561425,[31 16] ; [22 57],[19.76984127 27.23015873] ; [33.23015873 45.76984127],1
p8,1,0.000401,12.528271,[29 18] ; [23 55],[19.552 27.448] ; [32.448 45.552],1
p7,1,0.001587,9.97523,[32 14] ; [30 45],[23.57024793 22.42975207] ; [38.42975207 36.57024793],0
p6,1,0.001626,9.930151,[16 29] ; [ 9 68],[ 9.22131148 35.77868852] ; [15.77868852 61.22131148],0
p2,1,0.004586,8.035764,[40  7] ; [49 31],[32.93700787 14.06299213] ; [56.06299213 23.93700787],0
a5,1,0.021645,5.274096,[37 10] ; [47 33],[31.08661417 15.91338583] ; [52.91338583 27.08661417],0
b1,1,0.025995,4.956368,[29 18] ; [33 47],[22.94488189 24.05511811] ; [39.05511811 40.94488189],0
s8,1,0.026558,4.919347,[20 27] ; [19 61],[14.43307087 32.56692913] ; [24.56692913 55.43307087],0
r4,1,0.029872,4.716628,[45  2] ; [66 14],[41.07874016  5.92125984] ; [69.92125984 10.07874016],0
s4,1,0.045313,4.00697,[10 37] ; [ 7 73],[ 6.29133858 40.70866142] ; [10.70866142 69.29133858],0
p1,1,0.05471,3.690911,[ 5 42] ; [ 2 77],[ 2.61111111 44.38888889] ; [ 4.38888889 74.61111111],0
v2,1,0.093691,2.809787,[26 18] ; [31 41],[21.62068966 22.37931034] ; [35.37931034 36.62068966],0
s1,1,0.12571,2.344694,[ 1 46] ; [ 7 70],[ 3.03225806 43.96774194] ; [ 4.96774194 72.03225806],0
a8,1,0.136889,2.212586,[ 2 40] ; [10 64],[ 4.34482759 37.65517241] ; [ 7.65517241 66.34482759],0
n3,1,0.178596,1.809265,[6 1] ; [20 14],[4.43902439 2.56097561] ; [21.56097561 12.43902439],0
v4,1,0.184965,1.757274,[44  3] ; [67 11],[41.736  5.264] ; [69.264  8.736],0
n5,1,0.198035,1.656806,[15 31] ; [35 44],[18.4 27.6] ; [31.6 47.4],0
v1,1,0.205851,1.600367,[24 22] ; [32 47],[20.608 25.392] ; [35.392 43.608],0
p10,1,0.210238,1.569785,[31 16] ; [42 35],[27.66935484 19.33064516] ; [45.33064516 31.66935484],0
s6,1,0.212378,1.55514,[28 19] ; [38 41],[24.61904762 22.38095238] ; [41.38095238 37.61904762],0
s5,1,0.216734,1.525868,[11 33] ; [12 64],[ 8.43333333 35.56666667] ; [14.56666667 61.43333333],0
p11,1,0.225331,1.470096,[31 16] ; [44 36],[27.75590551 19.24409449] ; [47.24409449 32.75590551],0
r3,1,0.238359,1.390275,[45  2] ; [71  8],[43.26984127  3.73015873] ; [72.73015873  6.26984127],0
b4,1,0.24122,1.373451,[25 22] ; [51 29],[28.12598425 18.87401575] ; [47.87401575 32.12598425],0
v3,1,0.2561,1.289715,[16 28] ; [19 53],[13.27586207 30.72413793] ; [21.72413793 50.27586207],0
n1,1,0.259512,1.271356,[1 6] ; [13 23],[2.27906977 4.72093023] ; [11.72093023 24.27906977],0
p5,1,0.291249,1.113839,[ 3 44] ; [ 2 76],[ 1.88 45.12] ; [ 3.12 74.88],0
b3,1,0.313143,1.017372,[10 20] ; [ 9 31],[ 8.14285714 21.85714286] ; [10.85714286 29.14285714],0
b2,1,0.313143,1.017372,[10 20] ; [ 9 31],[ 8.14285714 21.85714286] ; [10.85714286 29.14285714],0
u3,1,0.34514,0.891247,[11  3] ; [18 10],[9.66666667 4.33333333] ; [19.33333333  8.66666667],0
d2,1,0.347114,0.883978,[20 27] ; [27 52],[17.53174603 29.46825397] ; [29.46825397 49.53174603],0
a2,1,0.366828,0.814382,[10 37] ; [12 68],[ 8.14173228 38.85826772] ; [13.85826772 66.14173228],0
