Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,49.855732,[17 38] ; [193  51],[38.62876254 16.37123746] ; [171.37123746  72.62876254],1
n4,1,0.0,26.718233,[26 29] ; [198  47],[41.06666667 13.93333333] ; [182.93333333  62.06666667],1
r4,1,5.1e-05,16.422761,[39 16] ; [223  22],[48.03333333  6.96666667] ; [213.96666667  31.03333333],1
p9,1,7.8e-05,15.606531,[33 21] ; [205  37],[43.41891892 10.58108108] ; [194.58108108  47.41891892],1
p11,1,0.000131,14.623039,[29 26] ; [191  54],[40.33333333 14.66666667] ; [179.66666667  65.33333333],1
v4,1,0.00052,12.04255,[44 10] ; [233  12],[50.02675585  3.97324415] ; [226.97324415  18.02675585],1
p2,1,0.000582,11.832141,[34 20] ; [205  40],[43.1638796 10.8361204] ; [195.8361204  49.1638796],1
p10,1,0.001334,10.295283,[33 21] ; [199  46],[41.89966555 12.10033445] ; [190.10033445  54.89966555],0
p4,1,0.002505,9.13718,[23 32] ; [156  88],[32.9264214 22.0735786] ; [146.0735786  97.9264214],0
p8,1,0.004443,8.093162,[17 37] ; [129 115],[26.45637584 27.54362416] ; [119.54362416 124.45637584],0
p6,1,0.005381,7.746887,[11 40] ; [104 141],[19.81418919 31.18581081] ; [ 95.18581081 149.81418919],0
a5,1,0.008253,6.977643,[39 16] ; [210  35],[45.65  9.35] ; [203.35  41.65],0
r3,1,0.009832,6.665143,[47  8] ; [232  12],[51.32107023  3.67892977] ; [227.67892977  16.32107023],0
u1,1,0.017377,5.65793,[ 7 48] ; [ 69 176],[13.93333333 41.06666667] ; [ 62.06666667 182.93333333],0
s7,1,0.028911,4.772933,[16 34] ; [116 121],[22.99651568 27.00348432] ; [109.00348432 127.99651568],0
r1,1,0.041751,4.145254,[39 15] ; [205  39],[44.2147651  9.7852349] ; [199.7852349  44.2147651],0
b1,1,0.059303,3.556762,[28 27] ; [ 91 154],[21.81666667 33.18333333] ; [ 97.18333333 147.81666667],0
a8,1,0.063802,3.435685,[ 2 48] ; [ 30 196],[ 5.79710145 44.20289855] ; [ 26.20289855 199.79710145],0
p7,1,0.092582,2.828896,[25 27] ; [147  95],[30.42176871 21.57823129] ; [141.57823129 100.42176871],0
