Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,33.184071,[117  10] ; [49 34],[100.39047619  26.60952381] ; [65.60952381 17.39047619],1
r4,1,0.0,29.425955,[110  18] ; [43 40],[92.81516588 35.18483412] ; [60.18483412 22.81516588],1
p2,1,0.0,28.670197,[99 28] ; [34 48],[80.81818182 46.18181818] ; [52.18181818 29.81818182],1
p10,1,2e-06,22.342652,[90 37] ; [31 51],[73.52631579 53.47368421] ; [47.47368421 34.52631579],1
n6,1,3e-06,21.530096,[103  25] ; [41 41],[87.77142857 40.22857143] ; [56.22857143 25.77142857],1
p9,1,7e-06,20.180889,[97 29] ; [36 42],[82.14705882 43.85294118] ; [50.85294118 27.14705882],1
b1,1,8e-06,19.999135,[36 92] ; [49 34],[51.56398104 76.43601896] ; [33.43601896 49.56398104],1
v4,1,2.8e-05,17.534562,[115  11] ; [57 26],[103.6937799  22.3062201] ; [68.3062201 14.6937799],1
s6,1,4.8e-05,16.512029,[71 54] ; [23 59],[56.76328502 68.23671498] ; [37.23671498 44.76328502],1
a1,1,0.001315,10.321206,[  2 126] ; [10 73],[  7.27962085 120.72037915] ; [ 4.72037915 78.27962085],0
u3,1,0.010536,6.541954,[29 22] ; [ 9 23],[23.34939759 27.65060241] ; [14.65060241 17.34939759],0
s7,1,0.020795,5.343852,[43 81] ; [15 62],[35.78109453 88.21890547] ; [22.21890547 54.78109453],0
s8,1,0.021379,5.295635,[36 91] ; [12 70],[29.16746411 97.83253589] ; [18.83253589 63.16746411],0
r1,1,0.02377,5.11137,[87 41] ; [43 39],[79.23809524 48.76190476] ; [50.76190476 31.23809524],0
p8,1,0.025288,5.004056,[46 81] ; [18 65],[38.7047619 88.2952381] ; [25.2952381 57.7047619],0
p7,1,0.030614,4.674506,[52 69] ; [23 59],[44.7044335 76.2955665] ; [30.2955665 51.7044335],0
n2,1,0.042094,4.131409,[32  9] ; [24 18],[27.6626506 13.3373494] ; [28.3373494 13.6626506],0
u2,1,0.06819,3.326061,[28 23] ; [11 21],[23.96385542 27.03614458] ; [15.03614458 16.96385542],0
s2,1,0.096968,2.754719,[46 81] ; [21 62],[40.51904762 86.48095238] ; [26.48095238 56.51904762],0
d2,1,0.099208,2.718231,[45 82] ; [38 43],[50.67788462 76.32211538] ; [32.32211538 48.67788462],0
p12,1,0.106496,2.605463,[  7 118] ; [ 1 82],[  4.80769231 120.19230769] ; [ 3.19230769 79.80769231],0
b3,1,0.115514,2.477111,[20 53] ; [19 27],[23.92436975 49.07563025] ; [15.07563025 30.92436975],0
b2,1,0.115514,2.477111,[20 53] ; [19 27],[23.92436975 49.07563025] ; [15.07563025 30.92436975],0
s5,1,0.118207,2.440921,[32 95] ; [13 68],[27.47596154 99.52403846] ; [17.52403846 63.47596154],0
p5,1,0.141779,2.158547,[  9 118] ; [ 2 80],[  6.68421053 120.31578947] ; [ 4.31578947 77.68421053],0
