Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,30.768599,[64 42] ; [ 8 47],[47.40372671 58.59627329] ; [24.59627329 30.40372671],1
b1,1,0.445458,0.582182,[54 52] ; [25 31],[51.69135802 54.30864198] ; [27.30864198 28.69135802],0
v1,1,0.449316,0.572376,[45 58] ; [21 35],[42.75471698 60.24528302] ; [23.24528302 32.75471698],0
p4,1,0.452664,0.563972,[37 67] ; [16 38],[34.88607595 69.11392405] ; [18.11392405 35.88607595],0
n2,1,0.463648,0.537074,[32  9] ; [11  5],[30.92982456 10.07017544] ; [12.07017544  3.92982456],0
s3,1,0.621527,0.243728,[51 54] ; [24 30],[49.52830189 55.47169811] ; [25.47169811 28.52830189],0
n6,1,0.677237,0.173252,[80 25] ; [41 15],[78.91304348 26.08695652] ; [42.08695652 13.91304348],0
r3,1,0.68265,0.167158,[95 11] ; [49  7],[94.22222222 11.77777778] ; [49.77777778  6.22222222],0
a8,1,0.759099,0.094043,[ 9 91] ; [ 4 49],[ 8.49673203 91.50326797] ; [ 4.50326797 48.49673203],0
n3,1,0.833097,0.044408,[25 13] ; [11  5],[25.33333333 12.66666667] ; [10.66666667  5.33333333],0
n1,1,0.852416,0.03461,[16 23] ; [7 9],[16.30909091 22.69090909] ; [6.69090909 9.30909091],0
p6,1,0.881178,0.022343,[24 81] ; [12 43],[23.625 81.375] ; [12.375 42.625],0
s4,1,0.933952,0.006868,[21 83] ; [11 45],[20.8 83.2] ; [11.2 44.8],0
u3,1,0.955375,0.003131,[16  9] ; [22 12],[16.10169492  8.89830508] ; [21.89830508 12.10169492],0
r4,1,0.981352,0.000546,[91 15] ; [48  8],[90.95061728 15.04938272] ; [48.04938272  7.95061728],0
