Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a2,1,0.006265,7.472426,[4 3] ; [ 2 20],[1.44827586 5.55172414] ; [ 4.55172414 17.44827586],0
s2,1,0.007835,7.070707,[4 2] ; [ 3 19],[1.5 4.5] ; [ 5.5 16.5],0
v3,1,0.007835,7.070707,[4 3] ; [ 2 19],[1.5 5.5] ; [ 4.5 16.5],0
v2,1,0.038807,4.269295,[6 1] ; [ 9 13],[3.62068966 3.37931034] ; [11.37931034 10.62068966],0
p6,1,0.110612,2.545455,[3 4] ; [ 3 18],[1.5 5.5] ; [ 4.5 16.5],0
s7,1,0.115078,2.483069,[3 2] ; [ 5 16],[1.53846154 3.46153846] ; [ 6.46153846 14.53846154],0
s6,1,0.142781,2.147727,[4 2] ; [ 7 14],[2.44444444 3.55555556] ; [ 8.55555556 12.44444444],0
p3,1,0.147569,2.097198,[4 3] ; [ 6 16],[2.4137931 4.5862069] ; [ 7.5862069 14.4137931],0
b2,1,0.189717,1.71981,[1 5] ; [8 9],[2.34782609 3.65217391] ; [ 6.65217391 10.34782609],0
b3,1,0.189717,1.71981,[1 5] ; [8 9],[2.34782609 3.65217391] ; [ 6.65217391 10.34782609],0
p4,1,0.229078,1.446576,[4 3] ; [ 7 15],[2.65517241 4.34482759] ; [ 8.34482759 13.65517241],0
a7,1,0.23099,1.434756,[5 2] ; [10 12],[3.62068966 3.37931034] ; [11.37931034 10.62068966],0
r2,1,0.234955,1.410612,[4 3] ; [16  4],[5.18518519 1.81481481] ; [14.81481481  5.18518519],0
p2,1,0.263978,1.247772,[4 3] ; [ 7 14],[2.75 4.25] ; [ 8.25 12.75],0
a5,1,0.271455,1.20938,[6 1] ; [14  8],[4.82758621 2.17241379] ; [15.17241379  6.82758621],0
a6,1,0.320742,0.98592,[5 2] ; [11 11],[3.86206897 3.13793103] ; [12.13793103  9.86206897],0
r1,1,0.330931,0.945251,[4 3] ; [ 8 14],[2.89655172 4.10344828] ; [ 9.10344828 12.89655172],0
p10,1,0.356981,0.848485,[2 4] ; [12 10],[3. 3.] ; [11. 11.],0
s4,1,0.362232,0.830141,[2 5] ; [ 3 19],[1.20689655 5.79310345] ; [ 3.79310345 18.20689655],0
s8,1,0.362232,0.830141,[2 5] ; [ 3 19],[1.20689655 5.79310345] ; [ 3.79310345 18.20689655],0
n4,1,0.366018,0.817138,[6 1] ; [15  7],[5.06896552 1.93103448] ; [15.93103448  6.06896552],0
d4,1,0.375728,0.784632,[6 1] ; [21  1],[6.51724138 0.48275862] ; [20.48275862  1.51724138],0
d5,1,0.375728,0.784632,[6 1] ; [21  1],[6.51724138 0.48275862] ; [20.48275862  1.51724138],0
s1,1,0.375728,0.784632,[1 6] ; [ 1 21],[0.48275862 6.51724138] ; [ 1.51724138 20.48275862],0
p8,1,0.392742,0.730435,[2 5] ; [ 3 18],[1.25 5.75] ; [ 3.75 17.25],0
n2,1,0.416448,0.660317,[2 1] ; [4 6],[1.38461538 1.61538462] ; [4.61538462 5.38461538],0
b1,1,0.42956,0.624013,[5 2] ; [12 10],[4.10344828 2.89655172] ; [12.89655172  9.10344828],0
s5,1,0.430412,0.621711,[1 5] ; [ 7 14],[1.77777778 4.22222222] ; [ 6.22222222 14.77777778],0
b4,1,0.437589,0.602597,[4 3] ; [16  6],[4.82758621 2.17241379] ; [15.17241379  6.82758621],0
s3,1,0.468084,0.526496,[4 2] ; [11 11],[3.21428571 2.78571429] ; [11.78571429 10.21428571],0
p9,1,0.468084,0.526496,[2 4] ; [11 11],[2.78571429 3.21428571] ; [10.21428571 11.78571429],0
a4,1,0.502716,0.449198,[5 2] ; [12  9],[4.25 2.75] ; [12.75  8.25],0
n1,1,0.611541,0.257937,[1 2] ; [5 5],[1.38461538 1.61538462] ; [4.61538462 5.38461538],0
b5,1,0.741854,0.108503,[4 3] ; [11 11],[3.62068966 3.37931034] ; [11.37931034 10.62068966],0
r4,1,0.757782,0.095107,[3 4] ; [ 8 14],[2.65517241 4.34482759] ; [ 8.34482759 13.65517241],0
n6,1,0.826824,0.047863,[4 3] ; [11 10],[3.75 3.25] ; [11.25  9.75],0
a8,1,0.850857,0.035354,[1 5] ; [ 3 19],[0.85714286 5.14285714] ; [ 3.14285714 18.85714286],0
r3,1,0.871524,0.026154,[5 2] ; [15  7],[4.82758621 2.17241379] ; [15.17241379  6.82758621],0
n5,1,0.927375,0.008308,[4 3] ; [13  9],[4.10344828 2.89655172] ; [12.89655172  9.10344828],0
p11,1,0.927375,0.008308,[4 3] ; [13  9],[4.10344828 2.89655172] ; [12.89655172  9.10344828],0
p7,1,0.946614,0.004484,[2 5] ; [ 6 16],[1.93103448 5.06896552] ; [ 6.06896552 15.93103448],0
