Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,4.7e-05,16.576863,[ 7 33] ; [9 2],[12.54901961 27.45098039] ; [3.45098039 7.54901961],1
s6,1,5.7e-05,16.213969,[10 31] ; [10  1],[15.76923077 25.23076923] ; [4.23076923 6.76923077],1
s8,1,0.005275,7.782705,[ 6 35] ; [6 5],[ 9.46153846 31.53846154] ; [2.53846154 8.46153846],0
p4,1,0.00852,6.920843,[12 29] ; [8 3],[15.76923077 25.23076923] ; [4.23076923 6.76923077],0
p10,1,0.014007,6.037259,[16 24] ; [9 2],[19.60784314 20.39215686] ; [5.39215686 5.60784314],0
p3,1,0.020017,5.4104,[ 8 33] ; [6 5],[11.03846154 29.96153846] ; [2.96153846 8.03846154],0
p6,1,0.033229,4.533932,[ 4 36] ; [4 7],[ 6.2745098 33.7254902] ; [1.7254902 9.2745098],0
s7,1,0.065572,3.390524,[ 5 31] ; [4 6],[ 7.04347826 28.95652174] ; [1.95652174 8.04347826],0
p7,1,0.106852,2.600175,[15 26] ; [7 4],[17.34615385 23.65384615] ; [4.65384615 6.34615385],0
u3,1,0.128695,2.30818,[ 4 21] ; [3 4],[ 5.46875 19.53125] ; [1.53125 5.46875],0
d3,1,0.144456,2.12984,[16 25] ; [7 4],[18.13461538 22.86538462] ; [4.86538462 6.13461538],0
v2,1,0.192871,1.695546,[ 7 32] ; [4 7],[ 8.58 30.42] ; [2.42 8.58],0
r3,1,0.196972,1.664681,[25 16] ; [9 2],[26.80769231 14.19230769] ; [7.19230769 3.80769231],0
p11,1,0.202193,1.626464,[21 20] ; [8 3],[22.86538462 18.13461538] ; [6.13461538 4.86538462],0
v3,1,0.218436,1.514614,[ 5 36] ; [3 8],[ 6.30769231 34.69230769] ; [1.69230769 9.30769231],0
d5,1,0.244751,1.353016,[23 18] ; [4 7],[21.28846154 19.71153846] ; [5.71153846 5.28846154],0
n4,1,0.25567,1.292051,[22 19] ; [8 3],[23.65384615 17.34615385] ; [6.34615385 4.65384615],0
a4,1,0.269918,1.217162,[10 31] ; [ 1 10],[ 8.67307692 32.32692308] ; [2.32692308 8.67307692],0
b4,1,0.309536,1.032656,[29 12] ; [6 5],[27.59615385 13.40384615] ; [7.40384615 3.59615385],0
p2,1,0.31822,0.99625,[23 18] ; [8 3],[24.44230769 16.55769231] ; [6.55769231 4.44230769],0
d4,1,0.31822,0.99625,[23 18] ; [8 3],[24.44230769 16.55769231] ; [6.55769231 4.44230769],0
b5,1,0.31822,0.99625,[23 18] ; [8 3],[24.44230769 16.55769231] ; [6.55769231 4.44230769],0
s4,1,0.325185,0.967978,[ 6 35] ; [3 8],[ 7.09615385 33.90384615] ; [1.90384615 9.09615385],0
p8,1,0.335573,0.927273,[12 28] ; [5 6],[13.33333333 26.66666667] ; [3.66666667 7.33333333],0
a6,1,0.354858,0.85601,[16 25] ; [6 5],[17.34615385 23.65384615] ; [4.65384615 6.34615385],0
b3,1,0.356859,0.848916,[ 8 17] ; [1 6],[ 7.03125 17.96875] ; [1.96875 5.03125],0
b2,1,0.356859,0.848916,[ 8 17] ; [1 6],[ 7.03125 17.96875] ; [1.96875 5.03125],0
a7,1,0.381214,0.766783,[21 20] ; [4 7],[19.71153846 21.28846154] ; [5.28846154 5.71153846],0
n6,1,0.390329,0.737916,[24 17] ; [8 3],[25.23076923 15.76923077] ; [6.76923077 4.23076923],0
r4,1,0.42663,0.631979,[10 31] ; [4 7],[11.03846154 29.96153846] ; [2.96153846 8.03846154],0
s5,1,0.437347,0.603233,[ 4 37] ; [2 9],[ 4.73076923 36.26923077] ; [1.26923077 9.73076923],0
b1,1,0.437917,0.601735,[24 17] ; [5 6],[22.86538462 18.13461538] ; [6.13461538 4.86538462],0
d2,1,0.461679,0.54182,[12 29] ; [2 9],[11.03846154 29.96153846] ; [2.96153846 8.03846154],0
n1,1,0.553516,0.351056,[ 5 12] ; [1 1],[ 5.36842105 11.63157895] ; [0.63157895 1.36842105],0
p9,1,0.563455,0.333757,[21 18] ; [7 4],[21.84 17.16] ; [6.16 4.84],0
d1,1,0.575739,0.313174,[ 8 33] ; [3 8],[ 8.67307692 32.32692308] ; [2.32692308 8.67307692],0
s1,1,0.594644,0.28315,[ 2 39] ; [ 1 10],[ 2.36538462 38.63461538] ; [ 0.63461538 10.36538462],0
a1,1,0.594644,0.28315,[ 2 39] ; [ 1 10],[ 2.36538462 38.63461538] ; [ 0.63461538 10.36538462],0
p12,1,0.594644,0.28315,[ 2 39] ; [ 1 10],[ 2.36538462 38.63461538] ; [ 0.63461538 10.36538462],0
v4,1,0.653153,0.201949,[23 18] ; [7 4],[23.65384615 17.34615385] ; [6.34615385 4.65384615],0
n3,1,0.683406,0.166317,[11  6] ; [1 1],[10.73684211  6.26315789] ; [1.26315789 0.73684211],0
u2,1,0.80955,0.058084,[13 12] ; [4 3],[13.28125 11.71875] ; [3.71875 3.28125],0
a5,1,0.81195,0.056601,[17 24] ; [5 6],[17.34615385 23.65384615] ; [4.65384615 6.34615385],0
a3,1,0.826831,0.047859,[16 24] ; [4 7],[15.68627451 24.31372549] ; [4.31372549 6.68627451],0
a8,1,0.835193,0.043283,[ 8 30] ; [2 9],[ 7.75510204 30.24489796] ; [2.24489796 8.75510204],0
p1,1,0.844576,0.038433,[ 3 38] ; [ 1 10],[ 3.15384615 37.84615385] ; [ 0.84615385 10.15384615],0
r1,1,0.890827,0.01884,[14 27] ; [4 7],[14.19230769 26.80769231] ; [3.80769231 7.19230769],0
p5,1,0.92845,0.008063,[ 4 36] ; [ 1 10],[ 3.92156863 36.07843137] ; [1.07843137 9.92156863],0
n2,1,0.937193,0.006209,[9 8] ; [1 1],[8.94736842 8.05263158] ; [1.05263158 0.94736842],0
n5,1,0.989181,0.000184,[26 15] ; [7 4],[26.01923077 14.98076923] ; [6.98076923 4.01923077],0
