Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,2.1e-05,18.091712,[31 83] ; [78 68],[47.79230769 66.20769231] ; [61.20769231 84.79230769],1
a7,1,0.000406,12.505501,[55 59] ; [102  44],[68.83846154 45.16153846] ; [88.16153846 57.83846154],1
r3,1,0.00063,11.685431,[87 27] ; [132  12],[96.76744186 17.23255814] ; [122.23255814  21.76744186],1
d5,1,0.003471,8.541499,[46 69] ; [85 61],[57.72030651 57.27969349] ; [73.27969349 72.72030651],0
r4,1,0.005002,7.878614,[76 40] ; [118  28],[85.89312977 30.10687023] ; [108.10687023  37.89312977],0
a3,1,0.00648,7.411777,[49 65] ; [87 58],[59.86100386 54.13899614] ; [76.13899614 68.86100386],0
r1,1,0.008131,7.004498,[64 50] ; [105  41],[74.1 39.9] ; [94.9 51.1],0
p9,1,0.020671,5.354341,[72 40] ; [110  32],[80.2519685 31.7480315] ; [101.7480315  40.2519685],0
u2,1,0.031709,4.614137,[27 40] ; [34 23],[32.95967742 34.04032258] ; [28.04032258 28.95967742],0
v2,1,0.065335,3.396494,[34 73] ; [61 80],[40.98790323 66.01209677] ; [54.01209677 86.98790323],0
b4,1,0.091244,2.852282,[57 59] ; [87 59],[63.75572519 52.24427481] ; [80.24427481 65.75572519],0
b5,1,0.093615,2.811088,[62 54] ; [93 53],[68.6259542 47.3740458] ; [86.3740458 59.6259542],0
n3,1,0.095669,2.776299,[35 11] ; [25 17],[31.36363636 14.63636364] ; [28.63636364 13.36363636],0
s6,1,0.103526,2.650365,[55 59] ; [83 59],[61.453125 52.546875] ; [76.546875 65.453125],0
p11,1,0.107075,2.596866,[70 46] ; [102  44],[76.15267176 39.84732824] ; [95.84732824 50.15267176],0
u3,1,0.117146,2.455074,[27 40] ; [31 26],[31.33870968 35.66129032] ; [26.66129032 30.33870968],0
p1,1,0.132519,2.262745,[ 10 105] ; [  6 138],[  7.1042471 107.8957529] ; [  8.8957529 135.1042471],0
b2,1,0.152366,2.048402,[15 46] ; [28 50],[18.8705036 42.1294964] ; [24.1294964 53.8705036],0
b3,1,0.152366,2.048402,[15 46] ; [28 50],[18.8705036 42.1294964] ; [24.1294964 53.8705036],0
a4,1,0.161558,1.95958,[22 92] ; [ 39 107],[26.74615385 87.25384615] ; [ 34.25384615 111.74615385],0
n5,1,0.167452,1.90561,[81 34] ; [89 54],[75.7751938 39.2248062] ; [94.2248062 48.7751938],0
p10,1,0.184476,1.761193,[69 41] ; [101  42],[73.91304348 36.08695652] ; [96.08695652 46.91304348],0
s1,1,0.195889,1.672761,[  9 103] ; [  6 137],[  6.58823529 105.41176471] ; [  8.41176471 134.58823529],0
s5,1,0.20404,1.613216,[22 91] ; [ 37 104],[26.2480315 86.7519685] ; [ 32.7519685 108.2480315],0
a6,1,0.213896,1.544859,[57 59] ; [83 63],[61.98473282 54.01526718] ; [78.01526718 67.98473282],0
p2,1,0.215476,1.534246,[77 38] ; [108  38],[81.51340996 33.48659004] ; [103.48659004  42.51340996],0
n1,1,0.313829,1.014493,[21 26] ; [14 27],[18.69318182 28.30681818] ; [16.30681818 24.69318182],0
a1,1,0.314601,1.011261,[  4 112] ; [  9 137],[  5.75572519 110.24427481] ; [  7.24427481 138.75572519],0
d2,1,0.319928,0.989239,[22 94] ; [ 21 125],[19.03816794 96.96183206] ; [ 23.96183206 122.03816794],0
u1,1,0.354107,0.858683,[  3 113] ; [  7 139],[  4.42748092 111.57251908] ; [  5.57251908 140.42748092],0
s4,1,0.385178,0.754109,[23 92] ; [ 23 122],[20.34615385 94.65384615] ; [ 25.65384615 119.34615385],0
s3,1,0.389932,0.739154,[50 63] ; [71 72],[53.41015625 59.58984375] ; [67.58984375 75.41015625],0
a5,1,0.405073,0.693215,[52 64] ; [73 73],[55.34351145 60.65648855] ; [69.65648855 76.34351145],0
v4,1,0.43018,0.622337,[95 17] ; [127  17],[97.125 14.875] ; [124.875  19.125],0
v1,1,0.469286,0.523657,[45 69] ; [62 79],[47.83529412 66.16470588] ; [59.16470588 81.83529412],0
n6,1,0.478422,0.502459,[79 36] ; [104  39],[81.56976744 33.43023256] ; [101.43023256  41.56976744],0
p6,1,0.491832,0.472515,[21 92] ; [ 32 113],[23.21317829 89.78682171] ; [ 29.78682171 115.21317829],0
n2,1,0.498006,0.459184,[36 12] ; [34  8],[37.33333333 10.66666667] ; [32.66666667  9.33333333],0
a8,1,0.503125,0.448339,[14 91] ; [ 23 117],[15.85714286 89.14285714] ; [ 21.14285714 118.85714286],0
b1,1,0.559709,0.340209,[47 69] ; [54 92],[44.71755725 71.28244275] ; [56.28244275 89.71755725],0
s2,1,0.581581,0.303686,[41 73] ; [57 88],[43.13513514 70.86486486] ; [54.86486486 90.13513514],0
v3,1,0.588163,0.293223,[26 85] ; [ 38 106],[27.85882353 83.14117647] ; [ 36.14117647 107.85882353],0
r2,1,0.646134,0.210808,[95 19] ; [123  21],[96.3255814 17.6744186] ; [121.6744186  22.3255814],0
a2,1,0.657566,0.196494,[  7 109] ; [  7 139],[  6.19847328 109.80152672] ; [  7.80152672 138.19847328],0
n4,1,0.684901,0.164661,[72 42] ; [88 57],[70.42471042 43.57528958] ; [89.57528958 55.42471042],0
p12,1,0.766627,0.088084,[  4 111] ; [  6 137],[  4.45736434 110.54263566] ; [  5.54263566 137.45736434],0
s8,1,0.780468,0.077679,[31 85] ; [ 41 104],[32. 84.] ; [ 40. 105.],0
p7,1,0.827047,0.047738,[50 61] ; [65 75],[50.85657371 60.14342629] ; [64.14342629 75.85657371],0
u4,1,0.870022,0.026775,[  1 115] ; [  1 145],[  0.88549618 115.11450382] ; [  1.11450382 144.88549618],0
p5,1,0.878847,0.023235,[  5 108] ; [  7 138],[  5.25581395 107.74418605] ; [  6.74418605 138.25581395],0
p8,1,0.926031,0.008619,[38 74] ; [50 95],[38.35019455 73.64980545] ; [49.64980545 95.35019455],0
s7,1,0.951304,0.003729,[36 74] ; [46 93],[36.2248996 73.7751004] ; [45.7751004 93.2248996],0
p4,1,0.991546,0.000112,[34 82] ; [ 42 101],[34.03861004 81.96138996] ; [ 41.96138996 101.03861004],0
