Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,32.05434,[33 12] ; [ 4 33],[20.30487805 24.69512195] ; [16.69512195 20.30487805],1
s6,1,0.000321,12.946295,[34 10] ; [14 23],[26.07407407 17.92592593] ; [21.92592593 15.07407407],1
s7,1,0.003669,8.440799,[20 20] ; [ 6 28],[14.05405405 25.94594595] ; [11.94594595 22.05405405],0
s8,1,0.004733,7.978603,[22 23] ; [ 7 30],[15.91463415 29.08536585] ; [13.08536585 23.91463415],0
s5,1,0.006646,7.366168,[15 25] ; [ 4 33],[ 9.87012987 30.12987013] ; [ 9.12987013 27.87012987],0
s4,1,0.010892,6.482898,[12 33] ; [ 2 35],[ 7.68292683 37.31707317] ; [ 6.31707317 30.68292683],0
n2,1,0.026579,4.917979,[14  5] ; [4 8],[11.03225806  7.96774194] ; [6.96774194 5.03225806],0
n1,1,0.033169,4.537037,[10  8] ; [ 2 10],[ 7.2 10.8] ; [4.8 7.2],0
p10,1,0.051065,3.806151,[32 12] ; [18 17],[27.84810127 16.15189873] ; [22.15189873 12.84810127],0
n5,1,0.103222,2.65504,[20 25] ; [10 27],[16.46341463 28.53658537] ; [13.53658537 23.46341463],0
a5,1,0.142657,2.149058,[30 15] ; [30  7],[32.92682927 12.07317073] ; [27.07317073  9.92682927],0
u1,1,0.184792,1.758659,[ 4 41] ; [ 7 30],[ 6.03658537 38.96341463] ; [ 4.96341463 32.03658537],0
a2,1,0.195239,1.677632,[10 35] ; [13 24],[12.62195122 32.37804878] ; [10.37804878 26.62195122],0
v4,1,0.210253,1.569681,[39  5] ; [29  8],[36.9382716  7.0617284] ; [31.0617284  5.9382716],0
n3,1,0.215947,1.5311,[13  6] ; [5 6],[11.4  7.6] ; [6.6 4.4],0
s1,1,0.224038,1.478316,[ 4 39] ; [ 1 36],[ 2.6875 40.3125] ; [ 2.3125 34.6875],0
b5,1,0.242527,1.365846,[26 19] ; [26 11],[28.53658537 16.46341463] ; [23.46341463 13.53658537],0
p1,1,0.24404,1.357105,[ 4 41] ; [ 1 36],[ 2.74390244 42.25609756] ; [ 2.25609756 34.74390244],0
r2,1,0.267345,1.230321,[42  2] ; [32  4],[40.7  3.3] ; [33.3  2.7],0
p9,1,0.269778,1.217877,[32 12] ; [22 14],[29.7 14.3] ; [24.3 11.7],0
p8,1,0.311942,1.022436,[14 30] ; [15 20],[16.15189873 27.84810127] ; [12.84810127 22.15189873],0
r3,1,0.312972,1.018091,[41  4] ; [31  6],[39.51219512  5.48780488] ; [32.48780488  4.51219512],0
p3,1,0.315129,1.009056,[20 24] ; [12 23],[17.82278481 26.17721519] ; [14.17721519 20.82278481],0
p6,1,0.322944,0.976987,[12 31] ; [ 6 27],[10.18421053 32.81578947] ; [ 7.81578947 25.18421053],0
d2,1,0.369941,0.803862,[28 16] ; [27 10],[29.87654321 14.12345679] ; [25.12345679 11.87654321],0
d3,1,0.430331,0.621929,[38  6] ; [34  3],[39.11111111  4.88888889] ; [32.88888889  4.11111111],0
a3,1,0.453099,0.562887,[32 13] ; [29  8],[33.47560976 11.52439024] ; [27.52439024  9.47560976],0
u3,1,0.477395,0.504808,[10  3] ; [5 3],[9.28571429 3.71428571] ; [5.71428571 2.28571429],0
p5,1,0.486234,0.484848,[ 2 42] ; [ 3 33],[ 2.75 41.25] ; [ 2.25 33.75],0
a7,1,0.496029,0.463422,[31 14] ; [28  9],[32.37804878 12.62195122] ; [26.62195122 10.37804878],0
b1,1,0.505561,0.443243,[21 24] ; [20 17],[22.5 22.5] ; [18.5 18.5],0
p2,1,0.508603,0.43694,[31 14] ; [21 13],[29.62025316 15.37974684] ; [22.37974684 11.62025316],0
a6,1,0.528106,0.398034,[28 16] ; [26 11],[29.33333333 14.66666667] ; [24.66666667 12.33333333],0
p11,1,0.560609,0.338651,[26 19] ; [19 18],[24.69512195 20.30487805] ; [20.30487805 16.69512195],0
u2,1,0.585804,0.296946,[11  2] ; [6 2],[10.52380952  2.47619048] ; [6.47619048 1.52380952],0
a4,1,0.641478,0.216814,[22 23] ; [20 17],[23.04878049 21.95121951] ; [18.95121951 18.04878049],0
p7,1,0.649644,0.206349,[22 20] ; [17 19],[21. 21.] ; [18. 18.],0
a1,1,0.675914,0.174762,[ 2 43] ; [ 1 36],[ 1.64634146 43.35365854] ; [ 1.35365854 35.64634146],0
v2,1,0.679314,0.170899,[23 17] ; [19 17],[22.10526316 17.89473684] ; [19.89473684 16.10526316],0
b2,1,0.679809,0.170341,[10 19] ; [ 7 17],[ 9.30188679 19.69811321] ; [ 7.69811321 16.30188679],0
b3,1,0.679809,0.170341,[10 19] ; [ 7 17],[ 9.30188679 19.69811321] ; [ 7.69811321 16.30188679],0
a8,1,0.704043,0.1443,[ 2 40] ; [ 1 32],[ 1.68 40.32] ; [ 1.32 31.68],0
v3,1,0.727141,0.121753,[10 30] ; [10 25],[10.66666667 29.33333333] ; [ 9.33333333 25.66666667],0
b4,1,0.804735,0.06112,[28 17] ; [24 13],[28.53658537 16.46341463] ; [23.46341463 13.53658537],0
