Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.000247,13.43796,[49  5] ; [15 12],[42.66666667 11.33333333] ; [21.33333333  5.66666667],1
a6,1,0.000286,13.160012,[37 17] ; [ 7 20],[29.33333333 24.66666667] ; [14.66666667 12.33333333],1
s1,1,0.005707,7.640461,[ 1 53] ; [ 5 21],[ 4.05 49.95] ; [ 1.95 24.05],0
r2,1,0.021824,5.25974,[50  4] ; [20  7],[46.66666667  7.33333333] ; [23.33333333  3.66666667],0
s5,1,0.026848,4.900575,[11 42] ; [12 15],[15.2375 37.7625] ; [ 7.7625 19.2375],0
u1,1,0.03232,4.581448,[12 42] ; [ 1 26],[ 8.66666667 45.33333333] ; [ 4.33333333 22.66666667],0
b5,1,0.033135,4.538793,[39 15] ; [13 14],[34.66666667 19.33333333] ; [17.33333333  9.66666667],0
d1,1,0.041061,4.173476,[31 23] ; [ 9 18],[26.66666667 27.33333333] ; [13.33333333 13.66666667],0
r1,1,0.041389,4.160017,[45  9] ; [17 10],[41.33333333 12.66666667] ; [20.66666667  6.33333333],0
d3,1,0.050894,3.811765,[38 16] ; [13 14],[34. 20.] ; [17. 10.],0
r4,1,0.053686,3.722426,[46  8] ; [18  9],[42.66666667 11.33333333] ; [21.33333333  5.66666667],0
a3,1,0.055009,3.681818,[36 18] ; [12 15],[32. 22.] ; [16. 11.],0
d5,1,0.068455,3.319672,[44 10] ; [17 10],[40.66666667 13.33333333] ; [20.33333333  6.66666667],0
a2,1,0.068707,3.313636,[13 41] ; [ 2 25],[10. 44.] ; [ 5. 22.],0
s2,1,0.069198,3.301942,[26 27] ; [19  8],[29.8125 23.1875] ; [15.1875 11.8125],0
n3,1,0.107936,2.584189,[12  5] ; [2 4],[10.34782609  6.65217391] ; [3.65217391 2.34782609],0
p3,1,0.143117,2.144118,[17 37] ; [13 14],[20. 34.] ; [10. 17.],0
p2,1,0.150121,2.071023,[35 19] ; [13 14],[32. 22.] ; [16. 11.],0
r3,1,0.162088,1.954633,[51  3] ; [23  4],[49.33333333  4.66666667] ; [24.66666667  2.33333333],0
s4,1,0.183085,1.772404,[11 42] ; [ 9 17],[13.41772152 39.58227848] ; [ 6.58227848 19.41772152],0
b3,1,0.231617,1.430902,[10 24] ; [ 3 17],[ 8.18518519 25.81481481] ; [ 4.81481481 15.18518519],0
b2,1,0.231617,1.430902,[10 24] ; [ 3 17],[ 8.18518519 25.81481481] ; [ 4.81481481 15.18518519],0
v4,1,0.232409,1.426056,[49  5] ; [22  5],[47.33333333  6.66666667] ; [23.66666667  3.33333333],0
n1,1,0.239559,1.383185,[7 9] ; [1 5],[ 5.81818182 10.18181818] ; [2.18181818 3.81818182],0
b4,1,0.251315,1.315981,[37 17] ; [15 12],[34.66666667 19.33333333] ; [17.33333333  9.66666667],0
u3,1,0.268509,1.224348,[14  4] ; [9 6],[12.54545455  5.45454545] ; [10.45454545  4.54545455],0
d2,1,0.27132,1.210061,[29 25] ; [11 16],[26.66666667 27.33333333] ; [13.33333333 13.66666667],0
v2,1,0.272521,1.204015,[26 26] ; [10 17],[23.69620253 28.30379747] ; [12.30379747 14.69620253],0
n6,1,0.282059,1.157143,[42 12] ; [18  9],[40. 14.] ; [20.  7.],0
p5,1,0.36812,0.81,[ 3 51] ; [ 3 24],[ 4. 50.] ; [ 2. 25.],0
p6,1,0.377756,0.777991,[11 42] ; [ 8 19],[12.5875 40.4125] ; [ 6.4125 20.5875],0
n5,1,0.512132,0.429708,[36 18] ; [16 11],[34.66666667 19.33333333] ; [17.33333333  9.66666667],0
p10,1,0.62133,0.244003,[15 38] ; [ 6 20],[14.08860759 38.91139241] ; [ 6.91139241 19.08860759],0
s8,1,0.625484,0.238235,[19 35] ; [11 16],[20. 34.] ; [10. 17.],0
p8,1,0.63144,0.230114,[23 31] ; [10 17],[22. 32.] ; [11. 16.],0
n2,1,0.638227,0.221069,[13  4] ; [4 2],[12.56521739  4.43478261] ; [4.43478261 1.56521739],0
p7,1,0.639249,0.219726,[26 26] ; [15 12],[26.98734177 25.01265823] ; [14.01265823 12.98734177],0
s3,1,0.698512,0.150025,[33 20] ; [18  9],[33.7875 19.2125] ; [17.2125  9.7875],0
u2,1,0.754725,0.097603,[10  7] ; [8 7],[9.5625 7.4375] ; [8.4375 6.5625],0
p4,1,0.807976,0.059067,[29 24] ; [14 13],[28.4875 24.5125] ; [14.5125 12.4875],0
b1,1,0.871586,0.026129,[33 21] ; [17 10],[33.33333333 20.66666667] ; [16.66666667 10.33333333],0
a5,1,0.873981,0.025155,[31 23] ; [15 12],[30.66666667 23.33333333] ; [15.33333333 11.66666667],0
p11,1,0.875129,0.024695,[27 27] ; [14 13],[27.33333333 26.66666667] ; [13.66666667 13.33333333],0
s7,1,0.888256,0.019744,[22 30] ; [11 14],[22.28571429 29.71428571] ; [10.71428571 14.28571429],0
v3,1,0.901896,0.015195,[20 34] ; [10 16],[20.25 33.75] ; [ 9.75 16.25],0
a8,1,0.930872,0.007525,[ 5 41] ; [ 3 23],[ 5.11111111 40.88888889] ; [ 2.88888889 23.11111111],0
a4,1,0.948672,0.004144,[17 37] ; [ 8 18],[16.875 37.125] ; [ 8.125 17.875],0
p1,1,1.0,0.0,[ 4 50] ; [ 2 25],[ 4. 50.] ; [ 2. 25.],0
n4,1,1.0,0.0,[36 18] ; [18  9],[36. 18.] ; [18.  9.],0
v1,1,1.0,0.0,[22 32] ; [11 16],[22. 32.] ; [11. 16.],0
a1,1,1.0,0.0,[ 4 50] ; [ 2 25],[ 4. 50.] ; [ 2. 25.],0
