Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.0,26.445599,[108  27] ; [ 6 16],[98.02547771 36.97452229] ; [15.97452229  6.02547771],1
r2,1,1e-06,24.370363,[129   7] ; [12  8],[122.92307692  13.07692308] ; [18.07692308  1.92307692],1
n6,1,0.000121,14.778949,[115  20] ; [11 11],[108.34394904  26.65605096] ; [17.65605096  4.34394904],1
r3,1,0.000233,13.548251,[130   4] ; [17  5],[126.26923077   7.73076923] ; [20.73076923  1.26923077],1
p9,1,0.000977,10.870588,[108  24] ; [11 11],[102.  30.] ; [17.  5.],1
v4,1,0.004799,7.953646,[131   5] ; [17  4],[128.20382166   7.79617834] ; [19.79617834  1.20382166],0
p4,1,0.00871,6.881284,[78 58] ; [ 6 16],[72.30379747 63.69620253] ; [11.69620253 10.30379747],0
p10,1,0.010751,6.506085,[105  29] ; [11 10],[100.28387097  33.71612903] ; [15.71612903  5.28387097],0
s4,1,0.01682,5.715061,[ 29 105] ; [10 12],[ 33.5 100.5] ; [ 5.5 16.5],0
p6,1,0.028469,4.799462,[51 80] ; [ 3 18],[46.53947368 84.46052632] ; [ 7.46052632 13.53947368],0
p3,1,0.094625,2.793869,[63 73] ; [ 6 16],[59.39240506 76.60759494] ; [ 9.60759494 12.39240506],0
n1,1,0.102755,2.662256,[13 15] ; [2 9],[10.76923077 17.23076923] ; [4.23076923 6.76923077],0
d5,1,0.133345,2.253119,[96 40] ; [12 10],[92.96202532 43.03797468] ; [15.03797468  6.96202532],0
s8,1,0.162739,1.948589,[65 71] ; [ 7 15],[61.97468354 74.02531646] ; [10.02531646 11.97468354],0
p5,1,0.170821,1.875725,[ 21 115] ; [ 1 21],[ 18.93670886 117.06329114] ; [ 3.06329114 18.93670886],0
n5,1,0.170837,1.875582,[105  31] ; [14  8],[102.43037975  33.56962025] ; [16.56962025  5.43037975],0
p8,1,0.183849,1.766232,[66 69] ; [ 7 14],[63.17307692 71.82692308] ; [ 9.82692308 11.17307692],0
n3,1,0.195644,1.674594,[19  9] ; [5 6],[17.23076923 10.76923077] ; [6.76923077 4.23076923],0
v3,1,0.196309,1.669624,[48 82] ; [ 5 17],[45.32894737 84.67105263] ; [ 7.67105263 14.32894737],0
u3,1,0.236777,1.399682,[48 23] ; [6 6],[46.19277108 24.80722892] ; [7.80722892 4.19277108],0
s2,1,0.288839,1.125027,[83 51] ; [11 11],[80.74358974 53.25641026] ; [13.25641026  8.74358974],0
a7,1,0.289699,1.121019,[95 40] ; [13  9],[92.86624204 42.13375796] ; [15.13375796  6.86624204],0
s3,1,0.291093,1.114561,[99 34] ; [14  8],[96.96129032 36.03870968] ; [16.03870968  5.96129032],0
a6,1,0.29486,1.097298,[72 64] ; [ 9 13],[69.72151899 66.27848101] ; [11.27848101 10.72151899],0
p11,1,0.29872,1.0799,[101  35] ; [14  8],[98.98734177 37.01265823] ; [16.01265823  5.98734177],0
p1,1,0.388774,0.742772,[ 14 121] ; [ 1 21],[ 12.89808917 122.10191083] ; [ 2.10191083 19.89808917],0
b3,1,0.41312,0.669803,[15 58] ; [4 9],[16.12790698 56.87209302] ; [ 2.87209302 10.12790698],0
b2,1,0.41312,0.669803,[15 58] ; [4 9],[16.12790698 56.87209302] ; [ 2.87209302 10.12790698],0
u2,1,0.470669,0.520405,[43 27] ; [8 3],[44.07407407 25.92592593] ; [6.92592593 4.07407407],0
n2,1,0.477916,0.503616,[21  7] ; [7 4],[20.1025641  7.8974359] ; [7.8974359 3.1025641],0
s1,1,0.483171,0.491699,[  7 125] ; [ 2 20],[  7.71428571 124.28571429] ; [ 1.28571429 20.71428571],0
p7,1,0.489619,0.477363,[81 49] ; [12 10],[79.53947368 50.46052632] ; [13.46052632  8.53947368],0
n4,1,0.558644,0.342057,[95 41] ; [14  8],[93.82278481 42.17721519] ; [15.17721519  6.82278481],0
d4,1,0.563569,0.333563,[97 39] ; [17  5],[98.12658228 37.87341772] ; [15.87341772  6.12658228],0
a4,1,0.579093,0.307703,[ 25 110] ; [ 3 19],[ 24.07643312 110.92356688] ; [ 3.92356688 18.07643312],0
d1,1,0.588316,0.292981,[45 91] ; [ 6 16],[43.89873418 92.10126582] ; [ 7.10126582 14.89873418],0
v2,1,0.639617,0.219244,[60 68] ; [11 10],[60.99328859 67.00671141] ; [10.00671141 10.99328859],0
a1,1,0.690038,0.159044,[  4 132] ; [ 1 21],[  4.30379747 131.69620253] ; [ 0.69620253 21.30379747],0
p2,1,0.736623,0.113117,[107  29] ; [18  4],[107.59493671  28.40506329] ; [17.40506329  4.59493671],0
s5,1,0.767477,0.087425,[44 88] ; [ 6 14],[43.42105263 88.57894737] ; [ 6.57894737 13.42105263],0
d2,1,0.818877,0.052436,[ 28 108] ; [ 5 17],[ 28.40506329 107.59493671] ; [ 4.59493671 17.40506329],0
b4,1,0.86284,0.029846,[83 53] ; [13  9],[82.63291139 53.36708861] ; [13.36708861  8.63291139],0
b1,1,0.86284,0.029846,[53 83] ; [ 9 13],[53.36708861 82.63291139] ; [ 8.63291139 13.36708861],0
a3,1,0.864888,0.028953,[64 71] ; [10 12],[63.63057325 71.36942675] ; [10.36942675 11.63057325],0
s7,1,0.890683,0.01889,[61 65] ; [11 11],[61.2972973 64.7027027] ; [10.7027027 11.2972973],0
d3,1,0.914841,0.011435,[82 54] ; [13  9],[81.7721519 54.2278481] ; [13.2278481  8.7721519],0
b5,1,0.966915,0.00172,[81 55] ; [13  9],[80.91139241 55.08860759] ; [13.08860759  8.91139241],0
v1,1,0.97357,0.001098,[65 66] ; [11 11],[65.07189542 65.92810458] ; [10.92810458 11.07189542],0
