Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,4.6e-05,16.623702,[398  59] ; [13 10],[391.30625  65.69375] ; [19.69375  3.30625],1
p4,1,0.00028,13.200386,[337 119] ; [ 9 14],[329.38622129 126.61377871] ; [16.61377871  6.38622129],1
p3,1,0.053462,3.729426,[290 167] ; [10 13],[285.625 171.375] ; [14.375  8.625],0
b1,1,0.294477,1.099039,[169 288] ; [11 12],[171.375 285.625] ; [ 8.625 14.375],0
p1,1,0.395188,0.72292,[ 44 412] ; [ 1 22],[ 42.83924843 413.16075157] ; [ 2.16075157 20.83924843],0
