Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,2.7e-05,17.608968,[279 295] ; [67 26],[297.75712144 276.24287856] ; [48.24287856 44.75712144],1
s5,1,5.4e-05,16.31225,[169 389] ; [45 41],[185.42236025 372.57763975] ; [28.57763975 57.42236025],1
s6,1,0.000124,14.736191,[373 196] ; [78 13],[388.81666667 180.18333333] ; [62.18333333 28.81666667],1
s3,1,0.000189,13.941365,[313 256] ; [71 23],[329.55656109 239.44343891] ; [54.44343891 39.55656109],1
b3,1,0.000476,12.207286,[157 217] ; [ 9 44],[145.39578454 228.60421546] ; [20.60421546 32.39578454],1
b2,1,0.000476,12.207286,[157 217] ; [ 9 44],[145.39578454 228.60421546] ; [20.60421546 32.39578454],1
v3,1,0.012806,6.195746,[254 302] ; [30 64],[242.92923077 313.07076923] ; [41.07076923 52.92923077],0
a8,1,0.013976,6.041115,[ 96 425] ; [ 7 82],[ 87.97213115 433.02786885] ; [15.02786885 73.97213115],0
s7,1,0.01834,5.563396,[285 261] ; [62 33],[295.5725429 250.4274571] ; [51.4274571 43.5725429],0
s8,1,0.038773,4.270785,[264 311] ; [55 41],[273.36065574 301.63934426] ; [45.63934426 50.36065574],0
v2,1,0.048935,3.877594,[338 218] ; [47 47],[329.32307692 226.67692308] ; [55.67692308 38.32307692],0
d4,1,0.063299,3.448764,[486  88] ; [74 22],[479.76119403  94.23880597] ; [80.23880597 15.76119403],0
p3,1,0.118826,2.432732,[297 276] ; [58 38],[304.05829596 268.94170404] ; [50.94170404 45.05829596],0
u2,1,0.139338,2.185255,[88 64] ; [11 15],[84.53932584 67.46067416] ; [14.46067416 11.53932584],0
p10,1,0.156262,2.010033,[470  98] ; [85 11],[474.75903614  93.24096386] ; [80.24096386 15.75903614],0
p9,1,0.157475,1.998307,[484  84] ; [87  9],[488.44578313  79.55421687] ; [82.55421687 13.44578313],0
v4,1,0.228511,1.450106,[548  28] ; [93  2],[550.24739195  25.75260805] ; [90.75260805  4.24739195],0
u1,1,0.24358,1.359754,[109 469] ; [23 73],[113.19881306 464.80118694] ; [18.80118694 77.19881306],0
n3,1,0.24398,1.357452,[80 26] ; [15  2],[81.8699187 24.1300813] ; [13.1300813  3.8699187],0
p2,1,0.258903,1.274616,[491  82] ; [78 18],[487.34977578  85.65022422] ; [81.65022422 14.34977578],0
a7,1,0.264616,1.244444,[416 160] ; [64 32],[411.42857143 164.57142857] ; [68.57142857 27.42857143],0
p4,1,0.313745,1.014847,[356 215] ; [65 31],[360.40629685 210.59370315] ; [60.59370315 35.40629685],0
d3,1,0.336198,0.924875,[391 184] ; [70 26],[395.04470939 179.95529061] ; [65.95529061 30.04470939],0
s1,1,0.354231,0.858243,[ 19 549] ; [ 5 90],[ 20.56108597 547.43891403] ; [ 3.43891403 91.56108597],0
u4,1,0.354497,0.857293,[ 15 563] ; [ 1 95],[ 13.72106825 564.27893175] ; [ 2.27893175 93.72106825],0
a1,1,0.419448,0.65186,[ 29 549] ; [ 3 93],[ 27.4421365 550.5578635] ; [ 4.5578635 91.4421365],0
r2,1,0.42484,0.636888,[544  25] ; [90  6],[542.47518797  26.52481203] ; [91.52481203  4.47518797],0
d5,1,0.429675,0.623703,[480  95] ; [77 19],[477.3099851  97.6900149] ; [79.6900149 16.3099851],0
p8,1,0.433571,0.613239,[300 265] ; [54 40],[303.50531108 261.49468892] ; [50.49468892 43.50531108],0
p6,1,0.436392,0.605752,[220 345] ; [41 54],[223.43181818 341.56818182] ; [37.56818182 57.43181818],0
p1,1,0.537418,0.380345,[ 53 521] ; [ 7 89],[ 51.40298507 522.59701493] ; [ 8.59701493 87.40298507],0
p7,1,0.539142,0.377132,[367 196] ; [65 30],[369.62917933 193.37082067] ; [62.37082067 32.62917933],0
n1,1,0.557528,0.344002,[45 60] ; [ 6 11],[43.89344262 61.10655738] ; [7.10655738 9.89344262],0
n2,1,0.559534,0.340512,[82 26] ; [14  3],[82.944 25.056] ; [13.056  3.944],0
d2,1,0.613484,0.255133,[297 277] ; [47 49],[294.71044776 279.28955224] ; [49.28955224 46.71044776],0
r1,1,0.641661,0.216577,[474 101] ; [81 15],[475.59612519  99.40387481] ; [79.40387481 16.59612519],0
a5,1,0.675766,0.174931,[444 133] ; [72 24],[442.39524517 134.60475483] ; [73.60475483 22.39524517],0
b4,1,0.705649,0.142662,[337 241] ; [54 42],[335.30860534 242.69139466] ; [55.69139466 40.30860534],0
v1,1,0.709652,0.138625,[320 239] ; [53 43],[318.33129771 240.66870229] ; [54.66870229 41.33129771],0
a4,1,0.717409,0.130989,[275 300] ; [44 52],[273.36065574 301.63934426] ; [45.63934426 50.36065574],0
p11,1,0.729383,0.119678,[478 100] ; [78 18],[476.80712166 101.19287834] ; [79.19287834 16.80712166],0
b5,1,0.752897,0.099113,[347 231] ; [56 40],[345.59940653 232.40059347] ; [57.40059347 38.59940653],0
r4,1,0.763823,0.090279,[537  41] ; [90  6],[537.69436202  40.30563798] ; [89.30563798  6.69436202],0
a6,1,0.777913,0.079547,[391 183] ; [64 32],[389.80597015 184.19402985] ; [65.19402985 30.80597015],0
n5,1,0.835357,0.043196,[489  85] ; [81 15],[488.32835821  85.67164179] ; [81.67164179 14.32835821],0
a3,1,0.865579,0.028655,[424 151] ; [70 26],[423.32339791 151.67660209] ; [70.67660209 25.32339791],0
b1,1,0.866541,0.028242,[228 350] ; [37 59],[227.25519288 350.74480712] ; [37.74480712 58.25519288],0
a2,1,0.871524,0.026154,[149 429] ; [24 72],[148.35905045 429.64094955] ; [24.64094955 71.35905045],0
p12,1,0.896328,0.016978,[ 51 518] ; [ 9 87],[ 51.33834586 517.66165414] ; [ 8.66165414 87.33834586],0
p5,1,0.901032,0.015465,[ 74 497] ; [12 84],[ 73.62218891 497.37781109] ; [12.37781109 83.62218891],0
d1,1,0.928463,0.00806,[352 226] ; [58 38],[351.60237389 226.39762611] ; [58.39762611 37.60237389],0
u3,1,0.98661,0.000282,[88 65] ; [15 11],[88.03910615 64.96089385] ; [14.96089385 11.03910615],0
n6,1,0.990942,0.000129,[508  66] ; [85 11],[508.03283582  65.96716418] ; [84.96716418 11.03283582],0
