Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,67.108988,[57 91] ; [251  74],[96.37209302 51.62790698] ; [211.62790698 113.37209302],1
d3,1,0.0,53.501524,[54 94] ; [233  91],[89.99152542 58.00847458] ; [197.00847458 126.99152542],1
d5,1,0.0,28.900446,[88 60] ; [268  57],[111.39112051  36.60887949] ; [244.60887949  80.39112051],1
r4,1,1e-06,23.613228,[101  47] ; [283  42],[120.15221987  27.84778013] ; [263.84778013  61.15221987],1
r1,1,1.2e-05,19.126684,[88 60] ; [253  68],[107.60767591  40.39232409] ; [233.39232409  87.60767591],1
u1,1,1.3e-05,18.975159,[  5 143] ; [ 59 266],[ 20.02536998 127.97463002] ; [ 43.97463002 281.02536998],1
d4,1,9.8e-05,15.173208,[98 49] ; [269  56],[114.29872881  32.70127119] ; [252.70127119  72.29872881],1
r3,1,0.000113,14.903501,[122  26] ; [303  20],[133.54564756  14.45435244] ; [291.45435244  31.54564756],1
a2,1,0.000212,13.723172,[ 14 134] ; [ 78 247],[ 28.78646934 119.21353066] ; [ 63.21353066 261.78646934],1
a5,1,0.000373,12.66096,[83 65] ; [236  89],[99.81395349 48.18604651] ; [219.18604651 105.81395349],1
p10,1,0.00089,11.044163,[90 55] ; [247  74],[104.86051502  40.13948498] ; [232.13948498  88.86051502],1
p2,1,0.001334,10.29489,[101  44] ; [269  56],[114.14893617  30.85106383] ; [255.85106383  69.14893617],0
d1,1,0.001354,10.26762,[58 90] ; [179 146],[74.1564482 73.8435518] ; [162.8435518 162.1564482],0
v4,1,0.002298,9.295227,[121  25] ; [298  25],[130.43496802  15.56503198] ; [288.56503198  34.43496802],0
b1,1,0.00249,9.147704,[77 71] ; [121 204],[61.95348837 86.04651163] ; [136.04651163 188.95348837],0
p8,1,0.005627,7.666119,[52 94] ; [158 162],[65.79399142 80.20600858] ; [144.20600858 175.79399142],0
s6,1,0.005933,7.57065,[66 77] ; [194 130],[79.61456103 63.38543897] ; [180.38543897 143.61456103],0
r2,1,0.010665,6.520241,[124  23] ; [292  25],[131.79310345  15.20689655] ; [284.20689655  32.79310345],0
u3,1,0.016494,5.749434,[24 38] ; [57 41],[31.3875 30.6125] ; [49.6125 48.3875],0
a3,1,0.01779,5.61669,[86 61] ; [225  98],[97.27021277 49.72978723] ; [213.72978723 109.27021277],0
p3,1,0.029614,4.731589,[49 98] ; [142 181],[59.73829787 87.26170213] ; [131.26170213 191.73829787],0
p4,1,0.03535,4.42817,[64 82] ; [176 148],[74.55319149 71.44680851] ; [165.44680851 158.55319149],0
u2,1,0.056441,3.638991,[26 35] ; [57 41],[31.8427673 29.1572327] ; [51.1572327 46.8427673],0
p9,1,0.075412,3.161103,[104  40] ; [255  65],[111.4137931  32.5862069] ; [247.5862069  72.4137931],0
p7,1,0.092616,2.828311,[74 70] ; [190 128],[82.28571429 61.71428571] ; [181.71428571 136.28571429],0
b5,1,0.095973,2.771223,[80 68] ; [202 123],[88.23678647 59.76321353] ; [193.76321353 131.23678647],0
b3,1,0.112645,2.516712,[42 53] ; [ 66 125],[35.87412587 59.12587413] ; [ 72.12587413 118.87412587],0
