Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,129.880692,[ 59 196] ; [305 145],[131.65957447 123.34042553] ; [232.34042553 217.65957447],1
p6,1,0.0,70.091052,[ 41 212] ; [215 234],[ 92.26210826 160.73789174] ; [163.73789174 285.26210826],1
p3,1,0.0,49.660564,[ 86 168] ; [279 175],[130.94632768 123.05367232] ; [234.05367232 219.94632768],1
p2,1,0.0,48.421697,[184  72] ; [414  38],[216.2259887  39.7740113] ; [381.7740113  70.2259887],1
p4,1,0.0,41.278509,[119 137] ; [321 132],[158.87165021  97.12834979] ; [281.12834979 171.87165021],1
p10,1,0.0,36.817782,[175  77] ; [397  54],[205.04125178  46.95874822] ; [366.95874822  84.04125178],1
p9,1,2e-06,22.636241,[188  61] ; [403  49],[209.92724679  39.07275321] ; [381.07275321  70.92724679],1
p11,1,9e-06,19.667488,[178  78] ; [381  74],[201.27144866  54.72855134] ; [357.72855134  97.27144866],1
n5,1,4.6e-05,16.611933,[165  90] ; [356  96],[187.91371994  67.08628006] ; [333.08628006 118.91371994],1
s5,1,5e-05,16.456124,[ 58 182] ; [175 267],[ 81.9941349 158.0058651] ; [151.0058651 290.9941349],1
n4,1,9.5e-05,15.224692,[179  77] ; [374  79],[199.67277856  56.32722144] ; [353.32722144  99.67277856],1
v4,1,0.000174,14.091245,[232  23] ; [441  12],[242.3940678  12.6059322] ; [430.6059322  22.3940678],1
r4,1,0.000213,13.714105,[224  32] ; [433  22],[236.55696203  19.44303797] ; [420.44303797  34.55696203],1
v1,1,0.000835,11.161581,[114 132] ; [265 180],[134.92619392 111.07380608] ; [244.07380608 200.92619392],1
s8,1,0.000896,11.030136,[ 96 158] ; [230 223],[117.12022631 136.87977369] ; [208.87977369 244.12022631],1
p5,1,0.001381,10.231484,[ 14 239] ; [ 60 394],[ 26.48090523 226.51909477] ; [ 47.51909477 406.48090523],0
s7,1,0.001603,9.955992,[ 99 140] ; [237 201],[118.61742984 120.38257016] ; [217.38257016 220.61742984],0
s6,1,0.001985,9.563514,[154  98] ; [321 122],[172.23021583  79.76978417] ; [302.76978417 140.23021583],0
r1,1,0.002671,9.019565,[194  61] ; [384  67],[208.76770538  46.23229462] ; [369.23229462  81.76770538],0
a8,1,0.00389,8.334244,[ 21 213] ; [ 71 341],[ 33.3250774 200.6749226] ; [ 58.6749226 353.3250774],0
v3,1,0.007428,7.166342,[ 80 160] ; [193 247],[ 96.35294118 143.64705882] ; [176.64705882 263.35294118],0
n6,1,0.011092,6.450577,[204  52] ; [392  59],[215.80763791  40.19236209] ; [380.19236209  70.80763791],0
a5,1,0.018267,5.57037,[185  71] ; [364  91],[197.67088608  58.32911392] ; [351.32911392 103.67088608],0
n2,1,0.036533,4.372056,[52 27] ; [69 17],[57.93333333 21.06666667] ; [63.06666667 22.93333333],0
s3,1,0.039214,4.251583,[127 126] ; [261 187],[140.0342368 112.9657632] ; [247.9657632 200.0342368],0
b5,1,0.041312,4.163184,[169  87] ; [265 190],[156.26441632  99.73558368] ; [277.73558368 177.26441632],0
