Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.0,27.417634,[12 46] ; [36 15],[25.5412844 32.4587156] ; [22.4587156 28.5412844],1
v3,1,6e-05,16.093782,[ 9 50] ; [26 25],[18.77272727 40.22727273] ; [16.22727273 34.77272727],1
d5,1,0.003468,8.543347,[33 25] ; [43  9],[40.07272727 17.92727273] ; [35.92727273 16.07272727],0
d1,1,0.004071,8.251831,[15 44] ; [27 25],[22.32432432 36.67567568] ; [19.67567568 32.32432432],0
p6,1,0.008937,6.835472,[18 40] ; [27 21],[24.62264151 33.37735849] ; [20.37735849 27.62264151],0
n4,1,0.012479,6.2415,[32 27] ; [40 12],[38.27027027 20.72972973] ; [33.72972973 18.27027027],0
d3,1,0.035772,4.40792,[27 30] ; [35 17],[32.42201835 24.57798165] ; [29.57798165 22.42201835],0
d4,1,0.048073,3.907432,[35 24] ; [40 12],[39.86486486 19.13513514] ; [35.13513514 16.86486486],0
n5,1,0.054242,3.705234,[34 25] ; [39 13],[38.8018018 20.1981982] ; [34.1981982 17.8018018],0
r3,1,0.058362,3.583336,[47 12] ; [48  4],[50.4954955  8.5045045] ; [44.5045045  7.4954955],0
p9,1,0.060464,3.524612,[41 18] ; [44  8],[45.18018018 13.81981982] ; [39.81981982 12.18018018],0
s6,1,0.061236,3.50359,[30 29] ; [33 15],[34.73831776 24.26168224] ; [28.26168224 19.73831776],0
s7,1,0.083612,2.993248,[19 38] ; [24 24],[23.34285714 33.65714286] ; [19.65714286 28.34285714],0
s8,1,0.091364,2.850175,[17 42] ; [23 29],[21.26126126 37.73873874] ; [18.73873874 33.26126126],0
p10,1,0.105475,2.620739,[39 20] ; [40 10],[42.76146789 16.23853211] ; [36.23853211 13.76146789],0
s5,1,0.11466,2.48879,[11 48] ; [15 32],[14.47169811 44.52830189] ; [11.52830189 35.47169811],0
p11,1,0.135325,2.230332,[39 20] ; [41 11],[42.52252252 16.47747748] ; [37.47747748 14.52252252],0
b4,1,0.137426,2.20655,[28 31] ; [32 20],[31.89189189 27.10810811] ; [28.10810811 23.89189189],0
v4,1,0.153,2.042078,[49 10] ; [47  4],[51.49090909  7.50909091] ; [44.50909091  6.49090909],0
r2,1,0.201096,1.634399,[44 14] ; [42  7],[46.61682243 11.38317757] ; [39.38317757  9.61682243],0
u2,1,0.202766,1.622336,[17 11] ; [ 7 10],[14.93333333 13.06666667] ; [9.06666667 7.93333333],0
a3,1,0.203651,1.615997,[31 27] ; [34 18],[34.27272727 23.72727273] ; [30.72727273 21.27272727],0
n2,1,0.242696,1.364867,[12  7] ; [16  4],[13.64102564  5.35897436] ; [14.35897436  5.64102564],0
s2,1,0.243443,1.360546,[23 36] ; [26 26],[26.04504505 32.95495495] ; [22.95495495 29.04504505],0
p5,1,0.288049,1.128717,[ 6 52] ; [ 9 43],[ 7.90909091 50.09090909] ; [ 7.09090909 44.90909091],0
a4,1,0.29586,1.092761,[13 46] ; [16 36],[15.41441441 43.58558559] ; [13.58558559 38.41441441],0
p12,1,0.305058,1.051951,[ 2 57] ; [ 4 47],[ 3.21818182 55.78181818] ; [ 2.78181818 48.21818182],0
n1,1,0.319424,0.991304,[ 9 10] ; [ 6 13],[ 7.5 11.5] ; [ 7.5 11.5],0
a6,1,0.344064,0.895229,[37 22] ; [28 24],[34.54954955 24.45045045] ; [30.45045045 21.54954955],0
s3,1,0.384285,0.756948,[27 31] ; [28 23],[29.26605505 28.73394495] ; [25.73394495 25.26605505],0
r4,1,0.384366,0.75669,[35 24] ; [35 17],[37.20720721 21.79279279] ; [32.79279279 19.20720721],0
a2,1,0.39848,0.712909,[ 5 54] ; [ 7 45],[ 6.37837838 52.62162162] ; [ 5.62162162 46.37837838],0
