Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.002905,8.8665,[13 17] ; [34 10],[19.05405405 10.94594595] ; [27.94594595 16.05405405],0
v4,1,0.016758,5.721527,[16 14] ; [35  9],[20.67567568  9.32432432] ; [30.32432432 13.67567568],0
b5,1,0.019645,5.443145,[13 17] ; [31 13],[17.83783784 12.16216216] ; [26.16216216 17.83783784],0
s2,1,0.028482,4.798649,[ 3 27] ; [14 30],[ 6.89189189 23.10810811] ; [10.10810811 33.89189189],0
n1,1,0.033922,4.498633,[8 7] ; [ 3 14],[5.15625 9.84375] ; [ 5.84375 11.15625],0
b1,1,0.057592,3.605398,[21  9] ; [21 23],[17.02702703 12.97297297] ; [24.97297297 19.02702703],0
p1,1,0.062729,3.463733,[ 4 26] ; [ 1 43],[ 2.02702703 27.97297297] ; [ 2.97297297 41.02702703],0
u2,1,0.074908,3.17205,[7 6] ; [ 5 16],[4.58823529 8.41176471] ; [ 7.41176471 13.58823529],0
a1,1,0.088505,2.901352,[ 6 24] ; [ 3 41],[ 3.64864865 26.35135135] ; [ 5.35135135 38.64864865],0
d3,1,0.088603,2.899579,[11 19] ; [25 19],[14.59459459 15.40540541] ; [21.40540541 22.59459459],0
a4,1,0.112164,2.523462,[13 17] ; [11 32],[ 9.8630137 20.1369863] ; [14.1369863 28.8630137],0
r4,1,0.116542,2.463189,[ 7 23] ; [18 26],[10.13513514 19.86486486] ; [14.86486486 29.13513514],0
a6,1,0.130425,2.287437,[19 11] ; [20 24],[15.81081081 14.18918919] ; [23.18918919 20.81081081],0
s8,1,0.154852,2.023788,[ 2 28] ; [ 8 36],[ 4.05405405 25.94594595] ; [ 5.94594595 38.05405405],0
p3,1,0.215822,1.53194,[ 6 23] ; [15 29],[ 8.34246575 20.65753425] ; [12.65753425 31.34246575],0
n2,1,0.226398,1.463348,[8 8] ; [12  5],[9.6969697 6.3030303] ; [10.3030303  6.6969697],0
v2,1,0.254309,1.299475,[ 8 22] ; [17 26],[10.2739726 19.7260274] ; [14.7260274 28.2739726],0
b3,1,0.269004,1.221818,[ 8 12] ; [ 7 21],[ 6.25 13.75] ; [ 8.75 19.25],0
b2,1,0.269004,1.221818,[ 8 12] ; [ 7 21],[ 6.25 13.75] ; [ 8.75 19.25],0
d4,1,0.276592,1.183759,[16 14] ; [29 15],[18.24324324 11.75675676] ; [26.75675676 17.24324324],0
d1,1,0.285136,1.142447,[ 8 22] ; [17 27],[10.13513514 19.86486486] ; [14.86486486 29.13513514],0
u3,1,0.319435,0.991259,[5 8] ; [ 5 17],[3.71428571 9.28571429] ; [ 6.28571429 15.71428571],0
s1,1,0.330146,0.948324,[ 2 27] ; [ 1 43],[ 1.19178082 27.80821918] ; [ 1.80821918 42.19178082],0
a5,1,0.33266,0.938515,[15 15] ; [17 27],[12.97297297 17.02702703] ; [19.02702703 24.97297297],0
d2,1,0.333622,0.934788,[16 14] ; [18 25],[13.97260274 16.02739726] ; [20.02739726 22.97260274],0
p11,1,0.338513,0.916054,[ 9 21] ; [18 26],[10.94594595 19.05405405] ; [16.05405405 27.94594595],0
p2,1,0.343596,0.89697,[13 17] ; [24 20],[15. 15.] ; [22. 22.],0
b4,1,0.343596,0.89697,[13 17] ; [24 20],[15. 15.] ; [22. 22.],0
a2,1,0.347092,0.88406,[ 4 26] ; [ 3 41],[ 2.83783784 27.16216216] ; [ 4.16216216 39.83783784],0
p4,1,0.402581,0.700603,[ 9 21] ; [17 26],[10.68493151 19.31506849] ; [15.31506849 27.68493151],0
r2,1,0.489105,0.478495,[17 12] ; [28 14],[18.38028169 10.61971831] ; [26.61971831 15.38028169],0
p8,1,0.537679,0.379859,[ 5 24] ; [10 33],[ 6.04166667 22.95833333] ; [ 8.95833333 34.04166667],0
