Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,36.049655,[36 72] ; [80 28],[58. 50.] ; [58. 50.],1
p8,1,1e-06,24.20996,[34 74] ; [69 37],[51.98130841 56.01869159] ; [51.01869159 54.98130841],1
s8,1,8e-06,19.965138,[37 73] ; [69 39],[53.48623853 56.51376147] ; [52.51376147 55.48623853],1
p5,1,0.000361,12.726143,[  6 103] ; [24 84],[15.06912442 93.93087558] ; [14.93087558 93.06912442],1
p7,1,0.000819,11.197674,[52 55] ; [76 31],[64. 43.] ; [64. 43.],1
p10,1,0.00165,9.902595,[72 36] ; [91 16],[81.87906977 26.12093023] ; [81.12093023 25.87906977],0
a5,1,0.001946,9.599448,[64 46] ; [84 24],[74.67889908 35.32110092] ; [73.32110092 34.67889908],0
s7,1,0.002662,9.025522,[48 57] ; [69 35],[58.77990431 46.22009569] ; [58.22009569 45.77990431],0
r4,1,0.003524,8.514218,[78 32] ; [94 14],[86.78899083 23.21100917] ; [85.21100917 22.78899083],0
s6,1,0.005238,7.795317,[59 49] ; [76 28],[68.77358491 39.22641509] ; [66.22641509 37.77358491],0
v3,1,0.00678,7.330294,[35 71] ; [54 51],[44.71090047 61.28909953] ; [44.28909953 60.71090047],0
p9,1,0.007583,7.129474,[78 30] ; [93 14],[85.89767442 22.10232558] ; [85.10232558 21.89767442],0
r1,1,0.008869,6.84906,[70 40] ; [86 22],[78.71559633 31.28440367] ; [77.28440367 30.71559633],0
p2,1,0.010897,6.482037,[77 32] ; [91 16],[84.77777778 24.22222222] ; [83.22222222 23.77777778],0
s5,1,0.011511,6.384653,[30 78] ; [45 56],[38.75598086 69.24401914] ; [36.24401914 64.75598086],0
p11,1,0.020069,5.405847,[77 33] ; [90 18],[84.26605505 25.73394495] ; [82.73394495 25.26605505],0
r3,1,0.02705,4.887628,[91 19] ; [100   8],[96.37614679 13.62385321] ; [94.62385321 13.37614679],0
d4,1,0.030438,4.684372,[73 37] ; [85 22],[80.0921659 29.9078341] ; [77.9078341 29.0921659],0
n6,1,0.030801,4.663999,[85 24] ; [96 12],[90.91705069 18.08294931] ; [90.08294931 17.91705069],0
s2,1,0.035404,4.425566,[44 65] ; [59 49],[51.73732719 57.26267281] ; [51.26267281 56.73732719],0
