Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,48.915816,[133   6] ; [45 33],[114.01843318  24.98156682] ; [63.98156682 14.01843318],1
s7,1,0.258422,1.277192,[ 24 108] ; [ 9 65],[ 21.14563107 110.85436893] ; [11.85436893 62.14563107],0
p6,1,0.280126,1.166477,[ 26 113] ; [10 67],[ 23.16666667 115.83333333] ; [12.83333333 64.16666667],0
s2,1,0.292901,1.106237,[ 25 113] ; [10 69],[ 22.25806452 115.74193548] ; [12.74193548 66.25806452],0
a5,1,0.317529,0.999095,[83 58] ; [41 38],[79.47272727 61.52727273] ; [44.52727273 34.47272727],0
b4,1,0.317529,0.999095,[83 58] ; [41 38],[79.47272727 61.52727273] ; [44.52727273 34.47272727],0
p5,1,0.318278,0.996011,[  5 134] ; [ 1 77],[  3.84331797 135.15668203] ; [ 2.15668203 75.84331797],0
u1,1,0.430838,0.620563,[ 10 131] ; [ 8 71],[ 11.53636364 129.46363636] ; [ 6.46363636 72.53636364],0
a4,1,0.447256,0.577597,[58 83] ; [28 50],[55.36986301 85.63013699] ; [30.63013699 47.36986301],0
b2,1,0.448312,0.574915,[29 51] ; [19 25],[30.96774194 49.03225806] ; [17.03225806 26.96774194],0
b3,1,0.448312,0.574915,[29 51] ; [19 25],[30.96774194 49.03225806] ; [17.03225806 26.96774194],0
d2,1,0.557669,0.343757,[65 75] ; [33 45],[62.93577982 77.06422018] ; [35.06422018 42.93577982],0
a2,1,0.650824,0.204862,[ 20 121] ; [13 66],[ 21.15 119.85] ; [11.85 67.15],0
p1,1,0.674369,0.176534,[  7 132] ; [ 3 76],[  6.37614679 132.62385321] ; [ 3.62385321 75.37614679],0
a6,1,0.687967,0.161295,[86 55] ; [46 33],[84.6 56.4] ; [47.4 31.6],0
v3,1,0.735508,0.114114,[35 99] ; [18 57],[ 33.98086124 100.01913876] ; [19.01913876 55.98086124],0
b5,1,0.75203,0.099833,[79 62] ; [46 33],[80.11363636 60.88636364] ; [44.88636364 34.11363636],0
n1,1,0.836113,0.042794,[15 28] ; [13 22],[15.43589744 27.56410256] ; [12.56410256 22.43589744],0
a3,1,0.894281,0.017659,[91 50] ; [49 28],[90.55045872 50.44954128] ; [49.44954128 27.55045872],0
p12,1,0.916051,0.011111,[  2 137] ; [ 1 78],[  1.91284404 137.08715596] ; [ 1.08715596 77.91284404],0
n5,1,0.937441,0.00616,[83 56] ; [47 31],[83.2718894 55.7281106] ; [46.7281106 31.2718894],0
s3,1,0.971957,0.001236,[ 34 105] ; [19 58],[ 34.10648148 104.89351852] ; [18.89351852 58.10648148],0
