Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,48.915816,[133   6] ; [45 33],[114.01843318  24.98156682] ; [63.98156682 14.01843318],1
r4,1,0.0,34.375489,[115  26] ; [34 45],[95.49545455 45.50454545] ; [53.50454545 25.49545455],1
p2,1,0.0,29.787126,[109  30] ; [33 46],[90.5412844 48.4587156] ; [51.4587156 27.5412844],1
n6,1,3e-06,22.003156,[110  31] ; [36 41],[94.43119266 46.56880734] ; [51.56880734 25.43119266],1
p10,1,8e-06,20.041667,[96 43] ; [29 48],[80.43981481 58.56018519] ; [44.56018519 32.43981481],1
p9,1,9e-06,19.811555,[103  36] ; [32 42],[88.09859155 50.90140845] ; [46.90140845 27.09859155],1
v4,1,8.6e-05,15.429489,[124  15] ; [52 25],[113.25925926  25.74074074] ; [62.74074074 14.25925926],1
r1,1,0.000555,11.919486,[101  40] ; [37 40],[89.25688073 51.74311927] ; [48.74311927 28.25688073],1
a1,1,0.001128,10.6039,[  2 139] ; [ 9 70],[  7.05 133.95] ; [ 3.95 75.05],0
n3,1,0.001414,10.188088,[35 10] ; [14 19],[28.26923077 16.73076923] ; [20.73076923 12.26923077],0
v2,1,0.001759,9.785293,[65 68] ; [20 55],[54.35096154 78.64903846] ; [30.64903846 44.35096154],0
r2,1,0.005572,7.683737,[125  14] ; [56 18],[118.11737089  20.88262911] ; [62.88262911 11.11737089],0
b1,1,0.006231,7.482314,[45 96] ; [40 39],[54.47727273 86.52272727] ; [30.52272727 48.47727273],0
s1,1,0.007852,7.067035,[  2 136] ; [ 7 71],[  5.75 132.25] ; [ 3.25 74.75],0
d4,1,0.010087,6.619417,[109  31] ; [48 30],[100.82568807  39.17431193] ; [56.17431193 21.82568807],0
p4,1,0.014225,6.009955,[43 97] ; [12 65],[ 35.48387097 104.51612903] ; [19.51612903 57.48387097],0
v1,1,0.016163,5.785033,[52 86] ; [17 61],[44.08333333 93.91666667] ; [24.91666667 53.08333333],0
p7,1,0.016765,5.72085,[60 77] ; [21 56],[51.85514019 85.14485981] ; [29.14485981 47.85514019],0
n2,1,0.036714,4.363636,[32 12] ; [18 18],[27.5 16.5] ; [22.5 13.5],0
u3,1,0.059346,3.555556,[24 26] ; [ 8 22],[20. 30.] ; [12. 18.],0
d1,1,0.061805,3.488264,[72 69] ; [30 49],[65.37272727 75.62727273] ; [36.62727273 42.37272727],0
p8,1,0.088013,2.910341,[46 93] ; [17 60],[40.54166667 98.45833333] ; [22.45833333 54.54166667],0
a8,1,0.132755,2.259983,[ 16 118] ; [ 4 69],[ 12.9468599 121.0531401] ; [ 7.0531401 65.9468599],0
s5,1,0.155505,2.017398,[ 15 122] ; [ 4 73],[ 12.1635514 124.8364486] ; [ 6.8364486 70.1635514],0
u2,1,0.15641,2.008597,[26 23] ; [11 19],[22.94936709 26.05063291] ; [14.05063291 15.94936709],0
a7,1,0.159601,1.978002,[90 50] ; [42 35],[85.16129032 54.83870968] ; [46.83870968 30.16129032],0
d3,1,0.169792,1.884779,[85 56] ; [39 38],[80.20183486 60.79816514] ; [43.79816514 33.20183486],0
d5,1,0.190689,1.71229,[99 42] ; [48 30],[94.64383562 46.35616438] ; [52.35616438 25.64383562],0
s4,1,0.19343,1.691301,[  9 132] ; [ 9 70],[ 11.53636364 129.46363636] ; [ 6.46363636 72.53636364],0
s8,1,0.197734,1.659036,[ 21 120] ; [ 7 72],[ 17.94545455 123.05454545] ; [10.05454545 68.94545455],0
n4,1,0.206695,1.594425,[90 51] ; [43 35],[85.63013699 55.36986301] ; [47.36986301 30.63013699],0
