Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,1.4e-05,18.82019,[47 10] ; [21 29],[36.22429907 20.77570093] ; [31.77570093 18.22429907],1
b3,1,0.001716,9.830954,[17 16] ; [ 3 22],[11.37931034 21.62068966] ; [ 8.62068966 16.37931034],0
b2,1,0.001716,9.830954,[17 16] ; [ 3 22],[11.37931034 21.62068966] ; [ 8.62068966 16.37931034],0
a3,1,0.001735,9.811084,[36 21] ; [16 33],[27.96226415 29.03773585] ; [24.03773585 24.96226415],0
p8,1,0.006005,7.548832,[39 18] ; [21 29],[31.96261682 25.03738318] ; [28.03738318 21.96261682],0
v3,1,0.015294,5.882281,[26 31] ; [11 37],[20.08571429 36.91428571] ; [16.91428571 31.08571429],0
d2,1,0.015415,5.868377,[18 39] ; [ 6 44],[12.78504673 44.21495327] ; [11.21495327 38.78504673],0
s7,1,0.015612,5.846106,[36 19] ; [20 28],[29.90291262 25.09708738] ; [26.09708738 21.90291262],0
r1,1,0.018511,5.547121,[46 11] ; [30 20],[40.48598131 16.51401869] ; [35.51401869 14.48598131],0
a4,1,0.025347,5.0,[12 44] ; [ 3 46],[ 8. 48.] ; [ 7. 42.],0
r4,1,0.046939,3.947584,[53  4] ; [40 10],[49.54205607  7.45794393] ; [43.45794393  6.54205607],0
s2,1,0.049708,3.851275,[38 18] ; [24 25],[33.06666667 22.93333333] ; [28.93333333 20.06666667],0
p10,1,0.050699,3.818182,[48  7] ; [36 14],[44. 11.] ; [40. 10.],0
p4,1,0.054225,3.705762,[34 22] ; [21 29],[29.05660377 26.94339623] ; [25.94339623 24.05660377],0
s1,1,0.06712,3.352078,[ 1 54] ; [ 5 44],[ 3.17307692 51.82692308] ; [ 2.82692308 46.17307692],0
d1,1,0.075139,3.167039,[ 6 51] ; [ 1 49],[ 3.72897196 53.27102804] ; [ 3.27102804 46.72897196],0
p3,1,0.113867,2.499708,[28 29] ; [17 33],[23.97196262 33.02803738] ; [21.02803738 28.97196262],0
s5,1,0.154803,2.02427,[26 31] ; [15 32],[22.47115385 34.52884615] ; [18.52884615 28.47115385],0
d4,1,0.164265,1.934516,[35 22] ; [24 26],[31.42990654 25.57009346] ; [27.57009346 22.42990654],0
b4,1,0.170159,1.881541,[36 21] ; [25 25],[32.4953271 24.5046729] ; [28.5046729 21.4953271],0
d3,1,0.181466,1.785574,[29 28] ; [19 31],[25.57009346 31.42990654] ; [22.42990654 27.57009346],0
p9,1,0.1871,1.740309,[49  8] ; [38 12],[46.34579439 10.65420561] ; [40.65420561  9.34579439],0
s8,1,0.234622,1.412618,[27 30] ; [18 32],[23.97196262 33.02803738] ; [21.02803738 28.97196262],0
p1,1,0.262109,1.257583,[10 47] ; [ 5 45],[ 7.99065421 49.00934579] ; [ 7.00934579 42.99065421],0
a7,1,0.26379,1.248758,[39 18] ; [29 21],[36.22429907 20.77570093] ; [31.77570093 18.22429907],0
p2,1,0.287727,1.130227,[45 12] ; [35 15],[42.61682243 14.38317757] ; [37.38317757 12.61682243],0
p11,1,0.28806,1.128667,[47 10] ; [37 13],[44.74766355 12.25233645] ; [39.25233645 10.74766355],0
b1,1,0.313273,1.016826,[26 31] ; [18 32],[23.43925234 33.56074766] ; [20.56074766 29.43925234],0
p12,1,0.323611,0.974296,[ 8 49] ; [ 4 46],[ 6.39252336 50.60747664] ; [ 5.60747664 44.39252336],0
n2,1,0.332474,0.939239,[9 2] ; [9 5],[7.92 3.08] ; [10.08  3.92],0
s3,1,0.341751,0.903853,[41 15] ; [31 17],[38.76923077 17.23076923] ; [33.23076923 14.76923077],0
v2,1,0.357892,0.845276,[27 29] ; [18 28],[24.70588235 31.29411765] ; [20.29411765 25.70588235],0
u1,1,0.374661,0.788148,[ 3 54] ; [ 1 49],[ 2.13084112 54.86915888] ; [ 1.86915888 48.13084112],0
a8,1,0.40503,0.693341,[ 9 45] ; [ 5 41],[ 7.56 46.44] ; [ 6.44 39.56],0
p6,1,0.405896,0.690789,[21 36] ; [14 34],[19. 38.] ; [16. 32.],0
n3,1,0.420345,0.649351,[8 3] ; [8 6],[7.04 3.96] ; [8.96 5.04],0
v1,1,0.48112,0.496324,[29 27] ; [22 27],[27.2 28.8] ; [23.8 25.2],0
b5,1,0.555919,0.346819,[34 23] ; [27 23],[32.4953271 24.5046729] ; [28.5046729 21.4953271],0
r3,1,0.579191,0.307545,[53  4] ; [45  5],[52.20560748  4.79439252] ; [45.79439252  4.20560748],0
p7,1,0.631329,0.230263,[33 24] ; [30 18],[34.2 22.8] ; [28.8 19.2],0
a1,1,0.637145,0.222496,[ 2 55] ; [ 1 49],[ 1.59813084 55.40186916] ; [ 1.40186916 48.59813084],0
u3,1,0.685977,0.163475,[12  9] ; [17 16],[11.27777778  9.72222222] ; [17.72222222 15.27777778],0
r2,1,0.780688,0.077519,[51  6] ; [43  6],[50.54716981  6.45283019] ; [43.45283019  5.54716981],0
p5,1,0.831323,0.045371,[10 47] ; [ 8 42],[ 9.58878505 47.41121495] ; [ 8.41121495 41.58878505],0
v4,1,0.853223,0.034228,[53  4] ; [46  3],[53.23584906  3.76415094] ; [45.76415094  3.23584906],0
n4,1,0.859944,0.031133,[39 18] ; [35 15],[39.42056075 17.57943925] ; [34.57943925 15.42056075],0
n5,1,0.864276,0.029218,[43 14] ; [37 13],[42.61682243 14.38317757] ; [37.38317757 12.61682243],0
s4,1,0.920463,0.00997,[13 44] ; [11 39],[12.78504673 44.21495327] ; [11.21495327 38.78504673],0
n6,1,0.927343,0.008315,[46 11] ; [40 10],[45.81308411 11.18691589] ; [40.18691589  9.81308411],0
n1,1,0.939491,0.005762,[3 7] ; [ 4 10],[2.91666667 7.08333333] ; [4.08333333 9.91666667],0
u2,1,0.965123,0.001912,[13  8] ; [20 12],[13.0754717  7.9245283] ; [19.9245283 12.0754717],0
