Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,38.438392,[160   9] ; [56 30],[143.15294118  25.84705882] ; [72.84705882 13.15294118],1
r2,1,1.4e-05,18.829067,[162   7] ; [66 18],[152.30039526  16.69960474] ; [75.69960474  8.30039526],1
u3,1,0.001684,9.866014,[57 31] ; [19 32],[48.11510791 39.88489209] ; [27.88489209 23.11510791],0
s6,1,0.005264,7.786596,[107  58] ; [39 45],[96.74698795 68.25301205] ; [49.25301205 34.74698795],0
s3,1,0.006767,7.333854,[103  63] ; [38 48],[92.88095238 73.11904762] ; [48.11904762 37.88095238],0
d5,1,0.007606,7.123918,[120  49] ; [46 39],[110.4488189  58.5511811] ; [55.5511811 29.4488189],0
d4,1,0.016668,5.731008,[126  42] ; [52 34],[117.73228346  50.26771654] ; [60.26771654 25.73228346],0
a6,1,0.018875,5.513044,[97 72] ; [36 50],[88.14509804 80.85490196] ; [44.85490196 41.14509804],0
d1,1,0.023863,5.104543,[ 63 106] ; [20 66],[ 55.00784314 113.99215686] ; [27.99215686 58.00784314],0
v4,1,0.03794,4.307692,[160   8] ; [74 10],[156.  12.] ; [78.  6.],0
s2,1,0.038676,4.275049,[83 84] ; [31 55],[75.24901186 91.75098814] ; [38.75098814 47.24901186],0
s8,1,0.059127,3.561712,[ 61 108] ; [21 65],[ 54.34509804 114.65490196] ; [27.65490196 58.34509804],0
s7,1,0.088209,2.906762,[64 96] ; [24 59],[ 57.94238683 102.05761317] ; [30.05761317 52.94238683],0
s4,1,0.09066,2.862611,[ 26 140] ; [21 65],[ 30.96031746 135.03968254] ; [16.03968254 69.96031746],0
v1,1,0.0944,2.797699,[78 86] ; [31 54],[71.79116466 92.20883534] ; [37.20883534 47.79116466],0
u2,1,0.119022,2.430144,[52 35] ; [23 27],[47.62773723 39.37226277] ; [27.37226277 22.62773723],0
s5,1,0.120323,2.413113,[ 44 117] ; [15 67],[ 39.09053498 121.90946502] ; [19.90946502 62.09053498],0
n5,1,0.142751,2.148053,[112  54] ; [50 36],[106.71428571  59.28571429] ; [55.28571429 30.71428571],0
v2,1,0.159947,1.974729,[77 81] ; [33 51],[71.81818182 86.18181818] ; [38.18181818 45.81818182],0
a7,1,0.176811,1.824227,[117  51] ; [52 33],[112.22134387  55.77865613] ; [56.77865613 28.22134387],0
n1,1,0.180784,1.791164,[17 21] ; [ 7 18],[14.47619048 23.52380952] ; [ 9.52380952 15.47619048],0
a4,1,0.188324,1.73068,[ 35 134] ; [12 74],[ 31.14901961 137.85098039] ; [15.85098039 70.14901961],0
p10,1,0.213053,1.550555,[120  45] ; [54 29],[115.76612903  49.23387097] ; [58.23387097 24.76612903],0
n4,1,0.218899,1.511576,[109  59] ; [49 37],[104.50393701  63.49606299] ; [53.49606299 32.50393701],0
p7,1,0.255017,1.295606,[99 63] ; [45 39],[94.82926829 67.17073171] ; [49.17073171 34.82926829],0
d3,1,0.262186,1.257178,[103  66] ; [45 39],[98.86166008 70.13833992] ; [49.13833992 34.86166008],0
p4,1,0.293063,1.105497,[83 83] ; [37 49],[79.04761905 86.95238095] ; [40.95238095 45.04761905],0
a3,1,0.331018,0.944911,[80 88] ; [35 50],[76.36363636 91.63636364] ; [38.63636364 46.36363636],0
p11,1,0.349453,0.875442,[129  40] ; [61 25],[125.92156863  43.07843137] ; [64.07843137 21.92156863],0
b5,1,0.355958,0.852105,[102  67] ; [57 29],[105.37647059  63.62352941] ; [53.62352941 32.37647059],0
a8,1,0.416777,0.659386,[ 22 137] ; [ 8 71],[ 20.04201681 138.95798319] ; [ 9.95798319 69.04201681],0
p12,1,0.417794,0.656513,[  6 160] ; [ 5 81],[  7.24603175 158.75396825] ; [ 3.75396825 82.24603175],0
v3,1,0.430374,0.621814,[ 55 105] ; [25 60],[ 52.24489796 107.75510204] ; [27.75510204 57.24489796],0
p3,1,0.437589,0.602597,[ 65 103] ; [29 57],[ 62.17322835 105.82677165] ; [31.82677165 54.17322835],0
n6,1,0.44541,0.582306,[129  38] ; [70 16],[131.35573123  35.64426877] ; [67.64426877 18.35573123],0
u1,1,0.457374,0.552313,[  7 162] ; [ 2 84],[  5.96470588 163.03529412] ; [ 3.03529412 82.96470588],0
b4,1,0.460005,0.545882,[96 73] ; [53 33],[98.74901961 70.25098039] ; [50.25098039 35.74901961],0
p1,1,0.484751,0.488156,[ 14 154] ; [ 5 80],[ 12.61660079 155.38339921] ; [ 6.38339921 78.61660079],0
s1,1,0.488383,0.480088,[  9 156] ; [ 3 83],[  7.88844622 157.11155378] ; [ 4.11155378 81.88844622],0
p6,1,0.752914,0.099099,[ 54 110] ; [26 58],[ 52.90322581 111.09677419] ; [27.09677419 56.90322581],0
p8,1,0.766946,0.087836,[74 93] ; [36 49],[72.8968254 94.1031746] ; [37.1031746 47.8968254],0
b1,1,0.788506,0.071959,[ 60 109] ; [32 54],[ 60.97254902 108.02745098] ; [31.02745098 54.97254902],0
p5,1,0.835538,0.043099,[ 17 149] ; [ 8 77],[ 16.53386454 149.46613546] ; [ 8.46613546 76.53386454],0
p2,1,0.870749,0.026474,[130  38] ; [65 20],[129.48616601  38.51383399] ; [65.51383399 19.48616601],0
n2,1,0.932863,0.007097,[27 10] ; [18  7],[26.85483871 10.14516129] ; [18.14516129  6.85483871],0
n3,1,0.935096,0.006632,[27 11] ; [18  7],[27.14285714 10.85714286] ; [17.85714286  7.14285714],0
b2,1,0.938776,0.005899,[21 65] ; [13 39],[21.1884058 64.8115942] ; [12.8115942 39.1884058],0
b3,1,0.938776,0.005899,[21 65] ; [13 39],[21.1884058 64.8115942] ; [12.8115942 39.1884058],0
d2,1,0.970973,0.001324,[ 37 132] ; [19 67],[ 37.11372549 131.88627451] ; [18.88627451 67.11372549],0
a1,1,0.983596,0.000423,[  4 165] ; [ 2 84],[  3.97647059 165.02352941] ; [ 2.02352941 83.97647059],0
p9,1,1.0,0.0,[123  41] ; [63 21],[123.  41.] ; [63. 21.],0
