Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,103.419981,[290  42] ; [10 35],[264.19098143  67.80901857] ; [35.80901857  9.19098143],1
v4,1,0.0,62.873646,[310  22] ; [24 21],[294.13262599  37.86737401] ; [39.86737401  5.13262599],1
r1,1,0.0,48.461728,[249  81] ; [11 34],[228.8 101.2] ; [31.2 13.8],1
r3,1,2.4e-05,17.823671,[304  28] ; [31 13],[295.79787234  36.20212766] ; [39.20212766  4.79787234],1
a6,1,0.000103,15.081629,[236  96] ; [19 26],[224.56233422 107.43766578] ; [30.43766578 14.56233422],1
d5,1,0.000115,14.873757,[252  79] ; [22 23],[241.20744681  89.79255319] ; [32.79255319 12.20744681],1
u3,1,0.000521,12.037653,[70 60] ; [ 4 21],[62.06451613 67.93548387] ; [11.93548387 13.06451613],1
p2,1,0.001254,10.408882,[255  73] ; [25 20],[246.21983914  81.78016086] ; [33.78016086 11.21983914],0
d1,1,0.00144,10.154432,[165 167] ; [11 34],[154.99204244 177.00795756] ; [21.00795756 23.99204244],0
a7,1,0.001758,9.78617,[249  81] ; [24 21],[240.24  89.76] ; [32.76 12.24],0
p10,1,0.003382,8.58921,[229  99] ; [21 23],[220.43010753 107.56989247] ; [29.56989247 14.43010753],0
v3,1,0.004503,8.068943,[101 218] ; [ 5 40],[ 92.8956044 226.1043956] ; [13.1043956 31.8956044],0
p9,1,0.005034,7.867119,[245  83] ; [24 20],[237.1827957  90.8172043] ; [31.8172043 12.1827957],0
b1,1,0.006705,7.350314,[122 210] ; [26 19],[130.33421751 201.66578249] ; [17.66578249 27.33421751],0
a2,1,0.006741,7.340696,[ 60 272] ; [ 1 44],[ 53.71883289 278.28116711] ; [ 7.28116711 37.71883289],0
a8,1,0.006846,7.313016,[ 25 280] ; [ 9 33],[ 29.88472622 275.11527378] ; [ 4.11527378 37.88472622],0
d4,1,0.007012,7.269873,[248  84] ; [25 20],[240.4137931  91.5862069] ; [32.5862069 12.4137931],0
p11,1,0.007012,7.269873,[248  84] ; [25 20],[240.4137931  91.5862069] ; [32.5862069 12.4137931],0
a5,1,0.007604,7.124462,[209 123] ; [19 26],[200.78514589 131.21485411] ; [27.21485411 17.78514589],0
d3,1,0.010318,6.579236,[212 118] ; [20 25],[204.16 125.84] ; [27.84 17.16],0
n6,1,0.011888,6.327479,[249  81] ; [26 19],[242.  88.] ; [33. 12.],0
s1,1,0.012443,6.246564,[  7 319] ; [ 4 41],[  9.66576819 316.33423181] ; [ 1.33423181 43.66576819],0
p3,1,0.033901,4.499712,[121 209] ; [ 9 35],[114.70588235 215.29411765] ; [15.29411765 28.70588235],0
v1,1,0.047963,3.911285,[144 180] ; [13 32],[137.85365854 186.14634146] ; [19.14634146 25.85365854],0
n4,1,0.056809,3.628175,[224 107] ; [24 21],[218.31914894 112.68085106] ; [29.68085106 15.31914894],0
a3,1,0.058182,3.588469,[200 131] ; [20 24],[194.18666667 136.81333333] ; [25.81333333 18.18666667],0
p5,1,0.068856,3.310083,[  7 324] ; [ 3 41],[  8.82666667 322.17333333] ; [ 1.17333333 42.82666667],0
a1,1,0.072538,3.224638,[ 11 321] ; [ 4 41],[ 13.20954907 318.79045093] ; [ 1.79045093 43.20954907],0
p8,1,0.138803,2.191176,[142 184] ; [14 30],[137.44864865 188.55135135] ; [18.55135135 25.44864865],0
v2,1,0.163796,1.938827,[156 157] ; [17 27],[151.67787115 161.32212885] ; [21.32212885 22.67787115],0
d2,1,0.166402,1.915063,[131 200] ; [13 32],[126.76595745 204.23404255] ; [17.23404255 27.76595745],0
s6,1,0.216122,1.529937,[142 188] ; [15 30],[138.16 191.84] ; [18.84 26.16],0
u1,1,0.233245,1.420963,[ 33 299] ; [ 2 43],[ 30.82228117 301.17771883] ; [ 4.17771883 40.82228117],0
b3,1,0.253408,1.304416,[ 55 116] ; [ 6 22],[ 52.41708543 118.58291457] ; [ 8.58291457 19.41708543],0
b2,1,0.253408,1.304416,[ 55 116] ; [ 6 22],[ 52.41708543 118.58291457] ; [ 8.58291457 19.41708543],0
p12,1,0.268523,1.224278,[ 11 319] ; [ 3 42],[ 12.32 317.68] ; [ 1.68 43.32],0
p1,1,0.268976,1.221963,[ 21 310] ; [ 1 44],[ 19.36702128 311.63297872] ; [ 2.63297872 42.36702128],0
p6,1,0.280585,1.164252,[ 77 249] ; [ 7 36],[ 74.21138211 251.78861789] ; [ 9.78861789 33.21138211],0
p7,1,0.286028,1.138225,[172 153] ; [20 25],[168.64864865 156.35135135] ; [23.35135135 21.64864865],0
p4,1,0.296393,1.090352,[151 177] ; [17 28],[147.73190349 180.26809651] ; [20.26809651 24.73190349],0
s3,1,0.330642,0.946383,[113 213] ; [12 32],[110.13513514 215.86486486] ; [14.86486486 29.13513514],0
a4,1,0.33774,0.918991,[119 210] ; [13 32],[116.11764706 212.88235294] ; [15.88235294 29.11764706],0
n5,1,0.361429,0.832922,[220 109] ; [27 18],[217.28074866 111.71925134] ; [29.71925134 15.28074866],0
u2,1,0.535293,0.384334,[66 64] ; [11 14],[64.58064516 65.41935484] ; [12.41935484 12.58064516],0
s4,1,0.592318,0.286738,[ 35 293] ; [ 6 39],[ 36.0536193 291.9463807] ; [ 4.9463807 40.0536193],0
s8,1,0.648553,0.207729,[ 53 279] ; [ 6 39],[ 51.95755968 280.04244032] ; [ 7.04244032 37.95755968],0
b4,1,0.656408,0.197916,[196 136] ; [25 20],[194.62068966 137.37931034] ; [26.37931034 18.62068966],0
b5,1,0.769109,0.086166,[214 118] ; [28 17],[213.11405836 118.88594164] ; [28.88594164 16.11405836],0
n2,1,0.769145,0.086139,[60 30] ; [12  7],[59.44954128 30.55045872] ; [12.55045872  6.44954128],0
s2,1,0.825552,0.04858,[ 78 251] ; [10 35],[ 77.41176471 251.58823529] ; [10.58823529 34.41176471],0
n3,1,0.915045,0.01138,[62 27] ; [13  6],[61.80555556 27.19444444] ; [13.19444444  5.80555556],0
n1,1,0.968095,0.0016,[28 62] ; [ 6 13],[28.0733945 61.9266055] ; [ 5.9266055 13.0733945],0
