Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.030383,4.6875,[7 1] ; [1 3],[5.33333333 2.66666667] ; [2.66666667 1.33333333],0
s2,1,0.030383,4.6875,[1 7] ; [3 1],[2.66666667 5.33333333] ; [1.33333333 2.66666667],0
v1,1,0.09769,2.742857,[2 6] ; [3 1],[3.33333333 4.66666667] ; [1.66666667 2.33333333],0
v2,1,0.136844,2.213095,[5 2] ; [1 3],[3.81818182 3.18181818] ; [2.18181818 1.81818182],0
v3,1,0.136844,2.213095,[5 2] ; [1 3],[3.81818182 3.18181818] ; [2.18181818 1.81818182],0
s8,1,0.220671,1.5,[5 3] ; [1 3],[4. 4.] ; [2. 2.],0
s7,1,0.220671,1.5,[5 3] ; [1 3],[4. 4.] ; [2. 2.],0
p7,1,0.386476,0.75,[6 2] ; [2 2],[5.33333333 2.66666667] ; [2.66666667 1.33333333],0
s3,1,0.386476,0.75,[2 6] ; [2 2],[2.66666667 5.33333333] ; [1.33333333 2.66666667],0
n4,1,0.386476,0.75,[2 6] ; [2 2],[2.66666667 5.33333333] ; [1.33333333 2.66666667],0
a6,1,0.407626,0.685714,[4 4] ; [3 1],[4.66666667 3.33333333] ; [2.33333333 1.66666667],0
d1,1,0.407626,0.685714,[4 4] ; [1 3],[3.33333333 4.66666667] ; [1.66666667 2.33333333],0
r2,1,0.424954,0.636574,[7 1] ; [2 1],[6.54545455 1.45454545] ; [2.45454545 0.54545455],0
a4,1,0.583882,0.3,[1 7] ; [1 3],[1.33333333 6.66666667] ; [0.66666667 3.33333333],0
p8,1,0.665006,0.1875,[5 3] ; [3 1],[5.33333333 2.66666667] ; [2.66666667 1.33333333],0
d3,1,0.665006,0.1875,[5 3] ; [3 1],[5.33333333 2.66666667] ; [2.66666667 1.33333333],0
s6,1,0.665006,0.1875,[5 3] ; [3 1],[5.33333333 2.66666667] ; [2.66666667 1.33333333],0
p3,1,0.665006,0.1875,[5 3] ; [3 1],[5.33333333 2.66666667] ; [2.66666667 1.33333333],0
b5,1,0.678845,0.171429,[3 5] ; [2 2],[3.33333333 4.66666667] ; [1.66666667 2.33333333],0
p4,1,0.678845,0.171429,[5 3] ; [2 2],[4.66666667 3.33333333] ; [2.33333333 1.66666667],0
p6,1,0.782252,0.076389,[2 6] ; [1 2],[2.18181818 5.81818182] ; [0.81818182 2.18181818],0
b1,1,1.0,0.0,[2 6] ; [1 3],[2. 6.] ; [1. 3.],0
b4,1,1.0,0.0,[4 4] ; [2 2],[4. 4.] ; [2. 2.],0
d5,1,1.0,0.0,[6 2] ; [3 1],[6. 2.] ; [3. 1.],0
p12,1,1.0,0.0,[2 6] ; [1 3],[2. 6.] ; [1. 3.],0
