Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,3e-05,17.418125,[12 21] ; [40  9],[20.92682927 12.07317073] ; [31.07317073 17.92682927],1
p11,1,0.005609,7.671747,[12 22] ; [33 17],[18.21428571 15.78571429] ; [26.78571429 23.21428571],0
p7,1,0.020966,5.329587,[ 9 25] ; [24 22],[14.025 19.975] ; [18.975 27.025],0
p8,1,0.026745,4.907223,[ 7 27] ; [22 28],[11.73809524 22.26190476] ; [17.26190476 32.73809524],0
b1,1,0.0504,3.828111,[23 11] ; [23 27],[18.61904762 15.38095238] ; [27.38095238 22.61904762],0
v2,1,0.05734,3.612698,[18 15] ; [16 32],[13.85185185 19.14814815] ; [20.14814815 27.85185185],0
s7,1,0.085728,2.95282,[ 8 23] ; [22 27],[11.625 19.375] ; [18.375 30.625],0
r1,1,0.098984,2.721838,[ 6 28] ; [17 33],[ 9.30952381 24.69047619] ; [13.69047619 36.30952381],0
s8,1,0.106221,2.609559,[ 5 29] ; [15 35],[ 8.0952381 25.9047619] ; [11.9047619 38.0952381],0
a7,1,0.116384,2.465318,[14 19] ; [30 20],[17.4939759 15.5060241] ; [26.5060241 23.4939759],0
u1,1,0.149459,2.077765,[ 3 31] ; [ 1 49],[ 1.61904762 32.38095238] ; [ 2.38095238 47.61904762],0
r2,1,0.150121,2.071023,[19 14] ; [35 13],[22. 11.] ; [32. 16.],0
n5,1,0.229019,1.446946,[18 16] ; [33 17],[20.64285714 13.35714286] ; [30.35714286 19.64285714],0
u3,1,0.230659,1.436791,[ 6 11] ; [11  9],[7.81081081 9.18918919] ; [ 9.18918919 10.81081081],0
b5,1,0.248074,1.334118,[22 12] ; [26 24],[19.42857143 14.57142857] ; [28.57142857 21.42857143],0
s2,1,0.271216,1.210588,[ 9 25] ; [19 31],[11.33333333 22.66666667] ; [16.66666667 33.33333333],0
n2,1,0.290269,1.118373,[10  7] ; [20  7],[11.59090909  5.40909091] ; [18.40909091  8.59090909],0
a4,1,0.324169,0.972054,[13 21] ; [14 36],[10.92857143 23.07142857] ; [16.07142857 33.92857143],0
a1,1,0.348085,0.880428,[ 4 30] ; [ 3 47],[ 2.83333333 31.16666667] ; [ 4.16666667 45.83333333],0
b4,1,0.364841,0.821162,[17 17] ; [30 20],[19.02380952 14.97619048] ; [27.97619048 22.02380952],0
n3,1,0.401943,0.702507,[11  6] ; [14 13],[9.65909091 7.34090909] ; [15.34090909 11.65909091],0
p2,1,0.43122,0.619536,[23 11] ; [37 12],[24.57831325  9.42168675] ; [35.42168675 13.57831325],0
a3,1,0.445253,0.582706,[17 16] ; [30 20],[18.68674699 14.31325301] ; [28.31325301 21.68674699],0
b3,1,0.477769,0.503951,[ 7 12] ; [ 7 19],[ 5.91111111 13.08888889] ; [ 8.08888889 17.91111111],0
b2,1,0.477769,0.503951,[ 7 12] ; [ 7 19],[ 5.91111111 13.08888889] ; [ 8.08888889 17.91111111],0
s4,1,0.486106,0.485134,[ 6 28] ; [12 38],[ 7.28571429 26.71428571] ; [10.71428571 39.28571429],0
s3,1,0.488713,0.479358,[12 22] ; [21 28],[13.51807229 20.48192771] ; [19.48192771 29.51807229],0
p4,1,0.488713,0.479358,[12 22] ; [21 28],[13.51807229 20.48192771] ; [19.48192771 29.51807229],0
u2,1,0.548506,0.36,[8 8] ; [12  8],[8.88888889 7.11111111] ; [11.11111111  8.88888889],0
s5,1,0.592575,0.28634,[ 6 26] ; [ 7 42],[ 5.13580247 26.86419753] ; [ 7.86419753 41.13580247],0
a5,1,0.596211,0.280749,[15 19] ; [25 25],[16.19047619 17.80952381] ; [23.80952381 26.19047619],0
d3,1,0.626477,0.236869,[19 15] ; [30 19],[20.07228916 13.92771084] ; [28.92771084 20.07228916],0
p1,1,0.690895,0.158118,[ 2 32] ; [ 2 48],[ 1.61904762 32.38095238] ; [ 2.38095238 47.61904762],0
a8,1,0.752271,0.099633,[ 1 30] ; [ 1 47],[ 0.78481013 30.21518987] ; [ 1.21518987 46.78481013],0
n4,1,0.782187,0.076436,[18 16] ; [28 22],[18.61904762 15.38095238] ; [27.38095238 22.61904762],0
n1,1,0.785671,0.07395,[ 5 12] ; [ 9 18],[ 5.40909091 11.59090909] ; [ 8.59090909 18.40909091],0
d4,1,0.788536,0.071938,[24  9] ; [35 15],[23.45783133  9.54216867] ; [35.54216867 14.45783133],0
p12,1,0.792513,0.069194,[ 1 33] ; [ 1 48],[ 0.81927711 33.18072289] ; [ 1.18072289 47.81927711],0
a2,1,0.797429,0.065882,[ 4 30] ; [ 5 45],[ 3.64285714 30.35714286] ; [ 5.35714286 44.64285714],0
d5,1,0.801146,0.063436,[24 10] ; [34 16],[23.47619048 10.52380952] ; [34.52380952 15.47619048],0
d1,1,0.847345,0.037059,[15 19] ; [21 29],[14.57142857 19.42857143] ; [21.42857143 28.57142857],0
p3,1,0.897852,0.01648,[ 9 24] ; [14 35],[ 9.25609756 23.74390244] ; [13.74390244 35.25609756],0
d2,1,0.898392,0.016305,[13 20] ; [19 31],[12.72289157 20.27710843] ; [19.27710843 30.72289157],0
n6,1,0.902543,0.014994,[22 12] ; [33 17],[22.26190476 11.73809524] ; [32.73809524 17.26190476],0
v1,1,0.923763,0.009158,[11 21] ; [17 31],[11.2 20.8] ; [16.8 31.2],0
a6,1,0.932439,0.007187,[18 16] ; [26 24],[17.80952381 16.19047619] ; [26.19047619 23.80952381],0
s6,1,0.940098,0.005647,[14 20] ; [21 29],[14.16666667 19.83333333] ; [20.83333333 29.16666667],0
r3,1,0.955967,0.003049,[20 13] ; [30 20],[19.87951807 13.12048193] ; [30.12048193 19.87951807],0
v3,1,0.960357,0.002471,[ 8 26] ; [12 38],[ 8.0952381 25.9047619] ; [11.9047619 38.0952381],0
p6,1,0.979837,0.000639,[ 8 25] ; [12 38],[ 7.95180723 25.04819277] ; [12.04819277 37.95180723],0
