Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.025694,4.976512,[55  7] ; [27 11],[50.84 11.16] ; [31.16  6.84],0
p11,1,0.138369,2.195999,[44 19] ; [21 17],[40.54455446 22.45544554] ; [24.45544554 13.54455446],0
p1,1,0.336239,0.924717,[ 9 54] ; [ 3 35],[ 7.48514851 55.51485149] ; [ 4.51485149 33.48514851],0
p5,1,0.376416,0.782373,[ 4 56] ; [ 1 37],[ 3.06122449 56.93877551] ; [ 1.93877551 36.06122449],0
p3,1,0.880831,0.022475,[19 44] ; [12 26],[19.33663366 43.66336634] ; [11.66336634 26.33663366],0
b1,1,0.93423,0.00681,[26 37] ; [16 22],[26.1980198 36.8019802] ; [15.8019802 22.1980198],0
