Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-06,23.983716,[30 12] ; [ 8 35],[18.77647059 23.22352941] ; [19.22352941 23.77647059],1
s6,1,0.000144,14.447205,[33  7] ; [18 25],[24.57831325 15.42168675] ; [26.42168675 16.57831325],1
p6,1,0.001534,10.037464,[25 15] ; [12 31],[17.8313253 22.1686747] ; [19.1686747 23.8313253],0
a3,1,0.002601,9.067922,[32 10] ; [19 24],[25.2 16.8] ; [25.8 17.2],0
r3,1,0.00796,7.042543,[41  1] ; [34  9],[37.05882353  4.94117647] ; [37.94117647  5.05882353],0
s2,1,0.012549,6.231623,[27 15] ; [16 27],[21.24705882 20.75294118] ; [21.75294118 21.24705882],0
s3,1,0.015624,5.844738,[29 13] ; [18 24],[23.5 18.5] ; [23.5 18.5],0
p11,1,0.015843,5.82021,[36  6] ; [27 16],[31.12941176 10.87058824] ; [31.87058824 11.12941176],0
p9,1,0.02194,5.250531,[39  3] ; [32 11],[35.08235294  6.91764706] ; [35.91764706  7.08235294],0
v2,1,0.028369,4.805492,[24 18] ; [14 28],[19. 23.] ; [19. 23.],0
d4,1,0.047077,3.942627,[36  6] ; [29 14],[32.11764706  9.88235294] ; [32.88235294 10.11764706],0
v3,1,0.052904,3.746937,[18 23] ; [10 32],[13.8313253 27.1686747] ; [14.1686747 27.8313253],0
p7,1,0.086748,2.933713,[34  8] ; [27 15],[30.5 11.5] ; [30.5 11.5],0
r2,1,0.087373,2.922123,[37  4] ; [32 10],[34.08433735  6.91566265] ; [34.91566265  7.08433735],0
b3,1,0.087772,2.914773,[14 19] ; [ 5 19],[11. 22.] ; [ 8. 16.],0
b2,1,0.087772,2.914773,[14 19] ; [ 5 19],[11. 22.] ; [ 8. 16.],0
a5,1,0.087859,2.913167,[30 12] ; [23 20],[26.18823529 15.81176471] ; [26.81176471 16.18823529],0
p10,1,0.08845,2.902352,[34  7] ; [28 14],[30.62650602 10.37349398] ; [31.37349398 10.62650602],0
p2,1,0.106802,2.600914,[37  5] ; [32 11],[34.09411765  7.90588235] ; [34.90588235  8.09411765],0
p4,1,0.110393,2.548588,[33  9] ; [27 16],[29.64705882 12.35294118] ; [30.35294118 12.64705882],0
s5,1,0.169963,1.883266,[13 23] ; [ 9 32],[10.28571429 25.71428571] ; [11.71428571 29.28571429],0
v1,1,0.183959,1.765348,[25 16] ; [20 23],[21.96428571 19.03571429] ; [23.03571429 19.96428571],0
r4,1,0.199913,1.643008,[30 12] ; [25 18],[27.17647059 14.82352941] ; [27.82352941 15.17647059],0
b5,1,0.226683,1.461556,[24 18] ; [30 13],[26.68235294 15.31764706] ; [27.31764706 15.68235294],0
v4,1,0.229323,1.445056,[38  4] ; [35  8],[36.07058824  5.92941176] ; [36.92941176  6.07058824],0
d5,1,0.231943,1.428909,[34  8] ; [30 13],[31.62352941 10.37647059] ; [32.37647059 10.62352941],0
n1,1,0.252781,1.30787,[7 6] ; [3 7],[5.65217391 7.34782609] ; [4.34782609 5.65217391],0
u2,1,0.268509,1.224348,[6 4] ; [ 9 14],[4.54545455 5.45454545] ; [10.45454545 12.54545455],0
p5,1,0.317949,0.997367,[ 8 33] ; [ 5 38],[ 6.3452381 34.6547619] ; [ 6.6547619 36.3452381],0
d1,1,0.331271,0.943921,[22 20] ; [18 25],[19.76470588 22.23529412] ; [20.23529412 22.76470588],0
a1,1,0.380548,0.768932,[ 4 38] ; [ 2 41],[ 2.96470588 39.03529412] ; [ 3.03529412 39.96470588],0
s4,1,0.385514,0.753045,[10 32] ; [ 7 36],[ 8.4 33.6] ; [ 8.6 34.4],0
p8,1,0.443071,0.588317,[24 18] ; [21 22],[22.23529412 19.76470588] ; [22.76470588 20.23529412],0
n6,1,0.558185,0.342857,[36  6] ; [34  8],[35.  7.] ; [35.  7.],0
n3,1,0.559847,0.33997,[9 4] ; [8 2],[9.60869565 3.39130435] ; [7.39130435 2.60869565],0
b1,1,0.580143,0.306003,[18 24] ; [21 22],[19.27058824 22.72941176] ; [19.72941176 23.27058824],0
a7,1,0.594686,0.283086,[25 17] ; [28 15],[26.18823529 15.81176471] ; [26.81176471 16.18823529],0
p12,1,0.62546,0.238268,[ 3 39] ; [ 2 41],[ 2.47058824 39.52941176] ; [ 2.52941176 40.47058824],0
