Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,61.984139,[ 37 140] ; [146 100],[ 76.57446809 100.42553191] ; [106.42553191 139.57446809],1
p9,1,0.22946,1.444206,[154  25] ; [221  25],[157.94117647  21.05882353] ; [217.05882353  28.94117647],0
a6,1,0.271991,1.206678,[111  69] ; [167  83],[116.37209302  63.62790698] ; [161.62790698  88.37209302],0
n4,1,0.27954,1.169323,[138  42] ; [204  48],[142.5  37.5] ; [199.5  52.5],0
n3,1,0.280627,1.164052,[29 15] ; [38 12],[31.36170213 12.63829787] ; [35.63829787 14.36170213],0
n5,1,0.284951,1.143326,[137  44] ; [200  50],[141.52436195  39.47563805] ; [195.47563805  54.52436195],0
n6,1,0.312978,1.018068,[153  28] ; [218  30],[156.52913753  24.47086247] ; [214.47086247  33.52913753],0
a2,1,0.314831,1.010298,[ 43 138] ; [ 71 182],[ 47.5437788 133.4562212] ; [ 66.4562212 186.5437788],0
p8,1,0.319411,0.991355,[92 89] ; [137 109],[97.07025761 83.92974239] ; [131.92974239 114.07025761],0
p6,1,0.335621,0.927089,[ 75 106] ; [113 132],[ 79.87793427 101.12206573] ; [108.12206573 136.87793427],0
u3,1,0.337242,0.920888,[38 13] ; [39 20],[35.7 15.3] ; [41.3 17.7],0
p5,1,0.341653,0.904218,[ 27 151] ; [ 30 220],[ 23.70560748 154.29439252] ; [ 33.29439252 216.70560748],0
u2,1,0.348924,0.877368,[33 18] ; [33 26],[30.6 20.4] ; [35.4 23.6],0
p3,1,0.360465,0.836274,[91 89] ; [137 112],[95.66433566 84.33566434] ; [132.33566434 116.66433566],0
p10,1,0.415749,0.662301,[151  29] ; [215  33],[153.92523364  26.07476636] ; [212.07476636  35.92523364],0
u4,1,0.416833,0.659228,[  4 177] ; [  9 244],[  5.42165899 175.57834101] ; [  7.57834101 245.42165899],0
a7,1,0.433756,0.612745,[128  52] ; [187  64],[131.55452436  48.44547564] ; [183.44547564  67.55452436],0
n1,1,0.438903,0.599149,[20 24] ; [18 30],[18.17391304 25.82608696] ; [19.82608696 28.17391304],0
d3,1,0.465245,0.533246,[124  55] ; [182  69],[127.38139535  51.61860465] ; [178.61860465  72.38139535],0
r4,1,0.483207,0.491616,[168  13] ; [239  14],[169.73963134  11.26036866] ; [237.26036866  15.73963134],0
s5,1,0.493162,0.46962,[83 92] ; [121 117],[86.44067797 88.55932203] ; [117.55932203 120.44067797],0
a1,1,0.506234,0.441844,[ 10 171] ; [ 18 235],[ 11.67741935 169.32258065] ; [ 16.32258065 236.67741935],0
s3,1,0.514284,0.425341,[158  22] ; [214  36],[155.72093023  24.27906977] ; [216.27906977  33.72093023],0
r2,1,0.545981,0.364566,[173   6] ; [246   6],[174.0162413   4.9837587] ; [244.9837587   7.0162413],0
b3,1,0.585245,0.297831,[42 74] ; [60 92],[44.14925373 71.85074627] ; [57.85074627 94.14925373],0
b2,1,0.585245,0.297831,[42 74] ; [60 92],[44.14925373 71.85074627] ; [57.85074627 94.14925373],0
p1,1,0.662986,0.189916,[ 18 162] ; [ 22 229],[ 16.70533643 163.29466357] ; [ 23.29466357 227.70533643],0
p2,1,0.676813,0.173735,[154  27] ; [209  41],[152.44315545  28.55684455] ; [210.55684455  39.44315545],0
p4,1,0.741455,0.108852,[121  60] ; [162  86],[119.4009324  61.5990676] ; [163.5990676  84.4009324],0
n2,1,0.799211,0.064703,[35  9] ; [40  9],[35.48387097  8.51612903] ; [39.51612903  9.48387097],0
p11,1,0.821275,0.051033,[140  41] ; [198  55],[140.96313364  40.03686636] ; [197.03686636  55.96313364],0
s6,1,0.891517,0.018601,[155  24] ; [215  32],[155.46948357  23.53051643] ; [214.53051643  32.46948357],0
a4,1,0.917838,0.010641,[86 95] ; [121 131],[86.52886836 94.47113164] ; [120.47113164 131.52886836],0
b5,1,0.949853,0.003955,[110  71] ; [153 100],[109.6843318  71.3156682] ; [153.3156682  99.6843318],0
