Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,23.846757,[65  8] ; [24 25],[53.25409836 19.74590164] ; [35.74590164 13.25409836],1
p6,1,4e-06,21.234592,[48 27] ; [11 39],[35.4 39.6] ; [23.6 26.4],1
p3,1,5.2e-05,16.369048,[53 22] ; [17 33],[42. 33.] ; [28. 22.],1
p4,1,0.000825,11.184911,[59 16] ; [25 25],[50.4 24.6] ; [33.6 16.4],1
n5,1,0.002595,9.072581,[63 12] ; [30 20],[55.8 19.2] ; [37.2 12.8],0
p10,1,0.006244,7.478632,[68  7] ; [36 14],[62.4 12.6] ; [41.6  8.4],0
s7,1,0.016827,5.714353,[52 21] ; [25 25],[45.69918699 27.30081301] ; [31.30081301 18.69918699],0
b1,1,0.017178,5.678058,[32 43] ; [11 39],[25.8 49.2] ; [17.2 32.8],0
s6,1,0.018782,5.52169,[63  8] ; [36 14],[58.09090909 12.90909091] ; [40.90909091  9.09090909],0
p11,1,0.029601,4.732303,[61 14] ; [32 18],[55.8 19.2] ; [37.2 12.8],0
s8,1,0.034181,4.48562,[43 32] ; [19 31],[37.2 37.8] ; [24.8 25.2],0
d1,1,0.046559,3.961268,[48 27] ; [23 27],[42.6 32.4] ; [28.4 21.6],0
d5,1,0.059193,3.559844,[64 11] ; [35 14],[59.87903226 15.12096774] ; [39.12096774  9.87903226],0
a3,1,0.063546,3.442341,[45 30] ; [38 12],[49.8 25.2] ; [33.2 16.8],0
a7,1,0.063576,3.441538,[48 27] ; [39 10],[52.62096774 22.37903226] ; [34.37903226 14.62096774],0
b5,1,0.070415,3.273322,[42 33] ; [36 14],[46.8 28.2] ; [31.2 18.8],0
p5,1,0.082686,3.011308,[10 65] ; [ 2 48],[ 7.2 67.8] ; [ 4.8 45.2],0
a6,1,0.087066,2.927797,[46 29] ; [38 12],[50.4 24.6] ; [33.6 16.4],0
n4,1,0.104496,2.635542,[54 21] ; [29 21],[49.8 25.2] ; [33.2 16.8],0
d4,1,0.105366,2.622378,[63 12] ; [36 14],[59.4 15.6] ; [39.6 10.4],0
n6,1,0.133758,2.248333,[64 10] ; [38 12],[60.87096774 13.12903226] ; [41.12903226  8.87096774],0
v1,1,0.143359,2.14153,[38 36] ; [19 31],[34.01612903 39.98387097] ; [22.98387097 27.01612903],0
n1,1,0.151446,2.05763,[ 6 10] ; [ 2 12],[ 4.26666667 11.73333333] ; [ 3.73333333 10.26666667],0
a2,1,0.220143,1.503436,[14 61] ; [14 36],[16.8 58.2] ; [11.2 38.8],0
a8,1,0.240297,1.378851,[ 5 64] ; [ 1 44],[ 3.63157895 65.36842105] ; [ 2.36842105 42.63157895],0
d2,1,0.304704,1.053492,[37 38] ; [20 30],[34.2 40.8] ; [22.8 27.2],0
v3,1,0.310211,1.029779,[24 50] ; [12 38],[21.48387097 52.51612903] ; [14.51612903 35.48387097],0
p9,1,0.319239,0.992063,[65 10] ; [40 10],[63. 12.] ; [42.  8.],0
r1,1,0.357387,0.847054,[58 17] ; [35 15],[55.8 19.2] ; [37.2 12.8],0
b4,1,0.372619,0.794913,[42 33] ; [32 18],[44.4 30.6] ; [29.6 20.4],0
s5,1,0.450805,0.568627,[36 32] ; [22 26],[34. 34.] ; [24. 24.],0
p1,1,0.500962,0.452899,[ 7 68] ; [ 3 47],[ 6. 69.] ; [ 4. 46.],0
d3,1,0.50386,0.446796,[59 16] ; [36 13],[57.45967742 17.54032258] ; [37.54032258 11.45967742],0
r3,1,0.515281,0.423329,[69  5] ; [45  5],[68.03225806  5.96774194] ; [45.96774194  4.03225806],0
r2,1,0.520896,0.41212,[68  7] ; [46  3],[68.9516129  6.0483871] ; [45.0483871  3.9516129],0
a5,1,0.528365,0.397535,[50 25] ; [36 14],[51.6 23.4] ; [34.4 15.6],0
s1,1,0.533671,0.387397,[ 3 72] ; [ 1 49],[ 2.4 72.6] ; [ 1.6 48.4],0
u3,1,0.550868,0.355765,[17 13] ; [8 4],[17.85714286 12.14285714] ; [7.14285714 4.85714286],0
s3,1,0.569525,0.323478,[57 18] ; [35 14],[55.64516129 19.35483871] ; [36.35483871 12.64516129],0
u1,1,0.648077,0.208333,[14 61] ; [11 39],[15. 60.] ; [10. 40.],0
v4,1,0.662852,0.190077,[73  2] ; [47  2],[72.58064516  2.41935484] ; [47.41935484  1.58064516],0
b3,1,0.750906,0.100771,[ 9 31] ; [ 5 21],[ 8.48484848 31.51515152] ; [ 5.51515152 20.48484848],0
b2,1,0.750906,0.100771,[ 9 31] ; [ 5 21],[ 8.48484848 31.51515152] ; [ 5.51515152 20.48484848],0
s2,1,0.754053,0.098157,[54 21] ; [34 15],[53.22580645 21.77419355] ; [34.77419355 14.22580645],0
a1,1,0.811429,0.056922,[ 2 73] ; [ 1 49],[ 1.8 73.2] ; [ 1.2 48.8],0
n3,1,0.817521,0.053239,[12  4] ; [11  3],[12.26666667  3.73333333] ; [10.73333333  3.26666667],0
u2,1,0.845078,0.038182,[16 14] ; [6 6],[15.71428571 14.28571429] ; [6.28571429 5.71428571],0
n2,1,0.854813,0.033482,[13  3] ; [11  3],[12.8  3.2] ; [11.2  2.8],0
r4,1,0.915167,0.011347,[65 10] ; [43  7],[64.8 10.2] ; [43.2  6.8],0
v2,1,0.916093,0.0111,[30 44] ; [19 29],[29.72131148 44.27868852] ; [19.27868852 28.72131148],0
a4,1,0.940945,0.005488,[31 44] ; [21 29],[31.2 43.8] ; [20.8 29.2],0
