Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,2e-06,22.862417,[70 29] ; [20 42],[55.34161491 43.65838509] ; [34.65838509 27.34161491],1
a6,1,1.4e-05,18.80677,[71 28] ; [23 39],[57.80124224 41.19875776] ; [36.19875776 25.80124224],1
a2,1,0.000462,12.26243,[27 74] ; [ 3 59],[18.58895706 82.41104294] ; [11.41104294 50.58895706],1
u1,1,0.000774,11.303639,[23 78] ; [ 2 60],[15.49079755 85.50920245] ; [ 9.50920245 52.49079755],1
d1,1,0.00201,9.54016,[61 40] ; [22 40],[51.42944785 49.57055215] ; [31.57055215 30.42944785],0
d4,1,0.004961,7.893683,[83 16] ; [40 22],[75.63354037 23.36645963] ; [47.36645963 14.63354037],0
n4,1,0.023435,5.135989,[70 31] ; [32 30],[63.20245399 37.79754601] ; [38.79754601 23.20245399],0
p10,1,0.023819,5.107787,[68 31] ; [31 30],[61.25625 37.74375] ; [37.74375 23.25625],0
n1,1,0.034324,4.478478,[10 23] ; [14 10],[13.89473684 19.10526316] ; [10.10526316 13.89473684],0
n2,1,0.042303,4.123059,[22 12] ; [22  3],[25.3559322  8.6440678] ; [18.6440678  6.3559322],0
b5,1,0.053251,3.736011,[69 32] ; [33 29],[63.20245399 37.79754601] ; [38.79754601 23.20245399],0
v2,1,0.062806,3.461693,[57 39] ; [25 32],[51.45098039 44.54901961] ; [30.54901961 26.45098039],0
n6,1,0.069221,3.301403,[79 21] ; [41 21],[74.07407407 25.92592593] ; [45.92592593 16.07407407],0
d5,1,0.070948,3.260956,[74 25] ; [38 24],[68.86956522 30.13043478] ; [43.13043478 18.86956522],0
n5,1,0.079167,3.081912,[67 34] ; [32 29],[61.72222222 39.27777778] ; [37.27777778 23.72222222],0
a5,1,0.096058,2.769804,[70 31] ; [35 27],[65.06134969 35.93865031] ; [39.93865031 22.06134969],0
b1,1,0.099593,2.712051,[42 59] ; [34 28],[47.09202454 53.90797546] ; [28.90797546 33.09202454],0
v3,1,0.100305,2.700686,[38 57] ; [15 41],[33.34437086 61.65562914] ; [19.65562914 36.34437086],0
p11,1,0.135911,2.223649,[60 41] ; [44 18],[64.44171779 36.55828221] ; [39.55828221 22.44171779],0
a3,1,0.142116,2.154897,[67 34] ; [34 28],[62.58282209 38.41717791] ; [38.41717791 23.58282209],0
s8,1,0.192869,1.695567,[34 66] ; [27 34],[37.88819876 62.11180124] ; [23.11180124 37.88819876],0
r1,1,0.209208,1.576896,[76 25] ; [41 21],[72.49693252 28.50306748] ; [44.50306748 17.49693252],0
p9,1,0.229991,1.440919,[67 31] ; [36 25],[63.48427673 34.51572327] ; [39.51572327 21.48427673],0
n3,1,0.241618,1.37113,[21 12] ; [18  5],[22.98214286 10.01785714] ; [16.01785714  6.98214286],0
p4,1,0.298885,1.079161,[31 68] ; [24 37],[34.03125 64.96875] ; [20.96875 40.03125],0
u3,1,0.335371,0.928046,[19 15] ; [19  9],[20.83870968 13.16129032] ; [17.16129032 10.83870968],0
s1,1,0.342997,0.899199,[ 6 95] ; [ 6 54],[ 7.52795031 93.47204969] ; [ 4.47204969 55.52795031],0
a8,1,0.367995,0.810423,[12 83] ; [ 5 57],[10.2866242 84.7133758] ; [ 6.7133758 55.2866242],0
b2,1,0.370415,0.802271,[20 42] ; [16 23],[22.0990099 39.9009901] ; [13.9009901 25.0990099],0
b3,1,0.370415,0.802271,[20 42] ; [16 23],[22.0990099 39.9009901] ; [13.9009901 25.0990099],0
v4,1,0.37271,0.79461,[91 10] ; [53  9],[89.22699387 11.77300613] ; [54.77300613  7.22699387],0
u2,1,0.436796,0.604684,[21 13] ; [14 13],[19.50819672 14.49180328] ; [15.49180328 11.50819672],0
r2,1,0.495379,0.464823,[91  8] ; [55  7],[89.77639752  9.22360248] ; [56.22360248  5.77639752],0
r4,1,0.561904,0.336418,[88 13] ; [52 10],[86.74846626 14.25153374] ; [53.25153374  8.74846626],0
d2,1,0.571525,0.320137,[50 49] ; [28 33],[48.2625 50.7375] ; [29.7375 31.2625],0
a1,1,0.588966,0.291962,[ 7 94] ; [ 3 59],[ 6.19631902 94.80368098] ; [ 3.80368098 58.19631902],0
s4,1,0.604233,0.268659,[19 80] ; [14 48],[20.29192547 78.70807453] ; [12.70807453 49.29192547],0
v1,1,0.630476,0.231416,[38 60] ; [26 35],[39.44654088 58.55345912] ; [24.55345912 36.44654088],0
b4,1,0.654215,0.200627,[59 42] ; [34 28],[57.62576687 43.37423313] ; [35.37423313 26.62576687],0
a4,1,0.654215,0.200627,[42 59] ; [28 34],[43.37423313 57.62576687] ; [26.62576687 35.37423313],0
s5,1,0.665544,0.186859,[26 70] ; [17 39],[27.15789474 68.84210526] ; [15.84210526 40.15789474],0
p12,1,0.748171,0.103074,[ 8 93] ; [ 4 57],[ 7.48148148 93.51851852] ; [ 4.51851852 56.48148148],0
s7,1,0.758566,0.094473,[39 55] ; [23 36],[38.09150327 55.90849673] ; [23.90849673 35.09150327],0
p3,1,0.785067,0.074377,[34 65] ; [20 42],[33.20496894 65.79503106] ; [20.79503106 41.20496894],0
p1,1,0.787851,0.072416,[ 7 94] ; [ 5 57],[ 7.43558282 93.56441718] ; [ 4.56441718 57.43558282],0
u4,1,0.808929,0.058471,[ 4 97] ; [ 2 60],[ 3.71779141 97.28220859] ; [ 2.28220859 59.71779141],0
p8,1,0.862471,0.030009,[24 77] ; [14 48],[23.54601227 77.45398773] ; [14.45398773 47.54601227],0
