Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,52.007757,[20 33] ; [80  5],[38.4057971 14.5942029] ; [61.5942029 23.4057971],1
r3,1,0.0,52.007757,[20 33] ; [80  5],[38.4057971 14.5942029] ; [61.5942029 23.4057971],1
r1,1,0.0,35.16721,[14 39] ; [66 19],[30.72463768 22.27536232] ; [49.27536232 35.72463768],1
r2,1,0.0,28.639307,[29 21] ; [80  4],[40.67164179  9.32835821] ; [68.32835821 15.67164179],1
p11,1,1.3e-05,19.017182,[12 42] ; [51 34],[24.47482014 29.52517986] ; [38.52517986 46.47482014],1
n6,1,6.5e-05,15.962161,[20 32] ; [62 23],[31.12408759 20.87591241] ; [50.87591241 34.12408759],1
p9,1,0.000146,14.423267,[12 38] ; [48 35],[22.55639098 27.44360902] ; [37.44360902 45.55639098],1
s6,1,0.000209,13.75163,[ 9 45] ; [40 44],[19.17391304 34.82608696] ; [29.82608696 54.17391304],1
p10,1,0.001421,10.178766,[14 39] ; [45 38],[22.99264706 30.00735294] ; [36.00735294 46.99264706],0
n3,1,0.002327,9.271978,[10 18] ; [20  6],[15.55555556 12.44444444] ; [14.44444444 11.55555556],0
d2,1,0.003487,8.53329,[30 23] ; [26 57],[21.82352941 31.17647059] ; [34.17647059 48.82352941],0
p3,1,0.006513,7.402585,[ 7 46] ; [29 56],[13.82608696 39.17391304] ; [22.17391304 62.82608696],0
a1,1,0.008355,6.955728,[10 44] ; [ 4 81],[ 5.43884892 48.56115108] ; [ 8.56115108 76.43884892],0
n2,1,0.008892,6.844303,[13 16] ; [22  6],[17.80701754 11.19298246] ; [17.19298246 10.80701754],0
p7,1,0.023822,5.107569,[ 9 43] ; [29 53],[14.74626866 37.25373134] ; [23.25373134 58.74626866],0
a7,1,0.024751,5.041256,[26 27] ; [58 27],[32.26086957 20.73913043] ; [51.73913043 33.26086957],0
u3,1,0.030569,4.676981,[ 5 14] ; [21 16],[ 8.82142857 10.17857143] ; [17.17857143 19.82142857],0
s5,1,0.033856,4.501951,[ 4 49] ; [17 63],[ 8.36842105 44.63157895] ; [12.63157895 67.36842105],0
p4,1,0.046206,3.974081,[ 8 45] ; [25 58],[12.86029412 40.13970588] ; [20.13970588 62.86029412],0
s2,1,0.071071,3.258114,[10 44] ; [27 56],[14.58394161 39.41605839] ; [22.41605839 60.58394161],0
p8,1,0.075233,3.164986,[ 8 45] ; [24 61],[12.28985507 40.71014493] ; [19.71014493 65.28985507],0
p1,1,0.077917,3.107821,[ 8 46] ; [ 5 80],[ 5.05035971 48.94964029] ; [ 7.94964029 77.05035971],0
p6,1,0.087742,2.915324,[ 3 49] ; [13 71],[ 6.11764706 45.88235294] ; [ 9.88235294 74.11764706],0
b1,1,0.113676,2.502357,[29 25] ; [34 51],[24.47482014 29.52517986] ; [38.52517986 46.47482014],0
b5,1,0.113676,2.502357,[25 29] ; [51 34],[29.52517986 24.47482014] ; [46.47482014 38.52517986],0
p5,1,0.178084,1.813539,[ 1 52] ; [ 6 79],[ 2.6884058 50.3115942] ; [ 4.3115942 80.6884058],0
v2,1,0.184654,1.759765,[17 34] ; [36 44],[20.63358779 30.36641221] ; [32.36641221 47.63358779],0
v1,1,0.194603,1.682419,[12 41] ; [28 57],[15.36231884 37.63768116] ; [24.63768116 60.36231884],0
b2,1,0.245836,1.346812,[16 18] ; [15 29],[13.51282051 20.48717949] ; [17.48717949 26.51282051],0
b3,1,0.245836,1.346812,[16 18] ; [15 29],[13.51282051 20.48717949] ; [17.48717949 26.51282051],0
u2,1,0.263395,1.250824,[ 6 13] ; [17 19],[ 7.94545455 11.05454545] ; [15.05454545 20.94545455],0
n1,1,0.29896,1.078828,[10 19] ; [13 14],[11.91071429 17.08928571] ; [11.08928571 15.91071429],0
a3,1,0.299443,1.076673,[35 18] ; [48 36],[32.10948905 20.89051095] ; [50.89051095 33.10948905],0
s3,1,0.318762,0.994017,[15 38] ; [30 52],[17.66666667 35.33333333] ; [27.33333333 54.66666667],0
s1,1,0.335518,0.927484,[ 8 45] ; [ 8 75],[ 6.23529412 46.76470588] ; [ 9.76470588 73.23529412],0
