Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,88.979684,[311   7] ; [14 12],[300.43604651  17.56395349] ; [24.56395349  1.43604651],1
r1,1,0.0,65.494793,[285  36] ; [ 8 19],[270.26724138  50.73275862] ; [22.73275862  4.26724138],1
r3,1,0.0,50.806738,[312   8] ; [18  9],[304.32276657  15.67723343] ; [25.67723343  1.32276657],1
v4,1,0.0,37.950805,[316   5] ; [19  6],[310.79479769  10.20520231] ; [24.20520231  0.79479769],1
n4,1,6.5e-05,15.946952,[272  49] ; [16 13],[264.13714286  56.86285714] ; [23.86285714  5.13714286],1
d1,1,0.000347,12.799149,[217 104] ; [10 19],[208.19142857 112.80857143] ; [18.80857143 10.19142857],1
d4,1,0.000712,11.457258,[282  38] ; [19 10],[275.98853868  44.01146132] ; [25.01146132  3.98853868],1
n6,1,0.001681,9.868404,[288  31] ; [19  8],[283.0433526  35.9566474] ; [23.9566474  3.0433526],0
v3,1,0.00642,7.428605,[150 161] ; [ 6 22],[143.11504425 167.88495575] ; [12.88495575 15.11504425],0
d5,1,0.008352,6.956317,[271  49] ; [19 10],[265.9025788  54.0974212] ; [24.0974212  4.9025788],0
p9,1,0.009867,6.658773,[291  30] ; [21  7],[286.96848138  34.03151862] ; [25.03151862  2.96848138],0
a3,1,0.012997,6.169534,[235  85] ; [15 14],[229.22636103  90.77363897] ; [20.77363897  8.22636103],0
d3,1,0.013929,6.047176,[244  77] ; [16 13],[238.45714286  82.54285714] ; [21.54285714  7.45714286],0
a7,1,0.016298,5.770438,[242  78] ; [16 13],[236.56160458  83.43839542] ; [21.43839542  7.56160458],0
s6,1,0.017443,5.651278,[234  77] ; [14 12],[228.86646884  82.13353116] ; [19.13353116  6.86646884],0
v1,1,0.020682,5.353376,[205 111] ; [12 16],[199.3372093 116.6627907] ; [17.6627907 10.3372093],0
p2,1,0.021257,5.305592,[301  19] ; [24  5],[297.99426934  22.00573066] ; [27.00573066  1.99426934],0
s5,1,0.021869,5.256192,[130 178] ; [ 5 21],[124.49101796 183.50898204] ; [10.50898204 15.49101796],0
d2,1,0.027997,4.828265,[168 153] ; [ 9 20],[162.33428571 158.66571429] ; [14.66571429 14.33428571],0
n5,1,0.052739,3.75216,[272  49] ; [19  8],[268.42241379  52.57758621] ; [22.57758621  4.42241379],0
