Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,29.13772,[52  8] ; [ 3 13],[43.42105263 16.57894737] ; [11.57894737  4.42105263],1
p9,1,6e-06,20.538616,[53  6] ; [ 6 10],[46.41333333 12.58666667] ; [12.58666667  3.41333333],1
r1,1,3.5e-05,17.135642,[50 10] ; [ 5 11],[43.42105263 16.57894737] ; [11.57894737  4.42105263],1
p8,1,0.001019,10.793365,[47 12] ; [ 6 10],[41.69333333 17.30666667] ; [11.30666667  4.69333333],0
s8,1,0.00189,9.653072,[29 30] ; [ 1 15],[23.6 35.4] ; [6.4 9.6],0
n6,1,0.012198,6.281875,[51  9] ; [9 7],[47.36842105 12.63157895] ; [12.63157895  3.36842105],0
a3,1,0.012727,6.206667,[36 24] ; [ 4 12],[31.57894737 28.42105263] ; [8.42105263 7.57894737],0
v4,1,0.013968,6.042236,[57  3] ; [12  4],[54.47368421  5.52631579] ; [14.52631579  1.47368421],0
r4,1,0.015976,5.805556,[55  5] ; [11  5],[52.10526316  7.89473684] ; [13.89473684  2.10526316],0
n5,1,0.016877,5.709135,[45 15] ; [7 9],[41.05263158 18.94736842] ; [10.94736842  5.05263158],0
s7,1,0.027697,4.84686,[32 25] ; [ 4 12],[28.10958904 28.89041096] ; [7.89041096 8.10958904],0
r3,1,0.03374,4.507843,[56  4] ; [12  4],[53.68421053  6.31578947] ; [14.31578947  1.68421053],0
v2,1,0.05941,3.553767,[33 24] ; [ 5 11],[29.67123288 27.32876712] ; [8.32876712 7.67123288],0
s5,1,0.064782,3.410526,[22 35] ; [ 2 13],[19. 38.] ; [ 5. 10.],0
a5,1,0.070099,3.280704,[41 19] ; [7 9],[37.89473684 22.10526316] ; [10.10526316  5.89473684],0
b5,1,0.073942,3.193277,[30 30] ; [12  4],[33.15789474 26.84210526] ; [8.84210526 7.15789474],0
n4,1,0.074689,3.176845,[47 13] ; [9 7],[44.21052632 15.78947368] ; [11.78947368  4.21052632],0
a4,1,0.102136,2.671875,[15 45] ; [ 1 15],[12.63157895 47.36842105] ; [ 3.36842105 12.63157895],0
b3,1,0.103421,2.651974,[18 20] ; [1 6],[16.04444444 21.95555556] ; [2.95555556 4.04444444],0
b2,1,0.103421,2.651974,[18 20] ; [1 6],[16.04444444 21.95555556] ; [2.95555556 4.04444444],0
s6,1,0.114331,2.493308,[38 20] ; [7 9],[35.27027027 22.72972973] ; [9.72972973 6.27027027],0
p1,1,0.127141,2.327067,[14 46] ; [ 1 15],[11.84210526 48.15789474] ; [ 3.15789474 12.84210526],0
p4,1,0.141729,2.159091,[45 15] ; [9 7],[42.63157895 17.36842105] ; [11.36842105  4.63157895],0
p2,1,0.14348,2.14023,[48 12] ; [10  6],[45.78947368 14.21052632] ; [12.21052632  3.78947368],0
p5,1,0.157531,1.997773,[13 47] ; [ 1 15],[11.05263158 48.94736842] ; [ 2.94736842 13.05263158],0
d3,1,0.173369,1.853565,[19 41] ; [8 8],[21.31578947 38.68421053] ; [ 5.68421053 10.31578947],0
p6,1,0.182742,1.775184,[29 29] ; [ 5 11],[26.64864865 31.35135135] ; [7.35135135 8.64864865],0
b4,1,0.272444,1.204402,[39 21] ; [8 8],[37.10526316 22.89473684] ; [9.89473684 6.10526316],0
a6,1,0.365345,0.819436,[41 19] ; [9 7],[39.47368421 20.52631579] ; [10.52631579  5.47368421],0
d4,1,0.423259,0.64125,[27 33] ; [9 7],[28.42105263 31.57894737] ; [7.57894737 8.42105263],0
r2,1,0.44199,0.591111,[56  4] ; [14  2],[55.26315789  4.73684211] ; [14.73684211  1.26315789],0
u3,1,0.4795,0.5,[11 13] ; [7 5],[12. 12.] ; [6. 6.],0
s4,1,0.581924,0.303134,[11 49] ; [ 2 14],[10.26315789 49.73684211] ; [ 2.73684211 13.26315789],0
v1,1,0.590722,0.289218,[27 33] ; [ 6 10],[26.05263158 33.94736842] ; [6.94736842 9.05263158],0
d2,1,0.601334,0.272989,[15 45] ; [ 3 13],[14.21052632 45.78947368] ; [ 3.78947368 12.21052632],0
a7,1,0.60429,0.268574,[38 22] ; [9 7],[37.10526316 22.89473684] ; [9.89473684 6.10526316],0
s3,1,0.637558,0.22195,[33 26] ; [10  6],[33.82666667 25.17333333] ; [9.17333333 6.82666667],0
n1,1,0.657619,0.196429,[3 6] ; [1 1],[3.27272727 5.72727273] ; [0.72727273 1.27272727],0
v3,1,0.779626,0.078292,[24 34] ; [ 6 10],[23.51351351 34.48648649] ; [6.48648649 9.51351351],0
d1,1,0.783635,0.075397,[ 5 55] ; [ 1 15],[ 4.73684211 55.26315789] ; [ 1.26315789 14.73684211],0
b1,1,0.812449,0.056296,[28 32] ; [8 8],[28.42105263 31.57894737] ; [7.57894737 8.42105263],0
u2,1,0.833497,0.044192,[14 10] ; [6 5],[13.71428571 10.28571429] ; [6.28571429 4.71428571],0
s2,1,0.835251,0.043252,[28 32] ; [7 9],[27.63157895 32.36842105] ; [7.36842105 8.63157895],0
p7,1,0.88919,0.019413,[46 14] ; [12  4],[45.78947368 14.21052632] ; [12.21052632  3.78947368],0
