Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,25.377411,[ 7 62] ; [23 20],[18.48214286 50.51785714] ; [11.51785714 31.48214286],1
p8,1,4.6e-05,16.593725,[11 58] ; [22 20],[20.51351351 48.48648649] ; [12.48648649 29.51351351],1
p7,1,0.000228,13.5831,[18 50] ; [26 16],[27.2 40.8] ; [16.8 25.2],1
p6,1,0.000566,11.884759,[ 6 61] ; [15 27],[12.90825688 54.09174312] ; [ 8.09174312 33.90825688],1
p2,1,0.000681,11.539394,[34 36] ; [34  8],[42.5 27.5] ; [25.5 16.5],1
p11,1,0.003411,8.57362,[29 41] ; [30 13],[36.54867257 33.45132743] ; [22.45132743 20.54867257],0
s2,1,0.006046,7.536519,[14 56] ; [19 24],[20.44247788 49.55752212] ; [12.55752212 30.44247788],0
s8,1,0.006219,7.48572,[ 7 63] ; [13 30],[12.38938053 57.61061947] ; [ 7.61061947 35.38938053],0
b2,1,0.012486,6.240576,[17 25] ; [ 4 26],[12.25 29.75] ; [ 8.75 21.25],0
b3,1,0.012486,6.240576,[17 25] ; [ 4 26],[12.25 29.75] ; [ 8.75 21.25],0
n6,1,0.016365,5.763189,[31 37] ; [29 13],[37.09090909 30.90909091] ; [22.90909091 19.09090909],0
p9,1,0.019115,5.491002,[31 35] ; [30 13],[36.93577982 29.06422018] ; [24.06422018 18.93577982],0
d3,1,0.040532,4.195491,[28 41] ; [26 17],[33.26785714 35.73214286] ; [20.73214286 22.26785714],0
r3,1,0.050606,3.821273,[33 35] ; [29 14],[37.98198198 30.01801802] ; [24.01801802 18.98198198],0
s6,1,0.052839,3.74901,[20 50] ; [20 23],[24.77876106 45.22123894] ; [15.22123894 27.77876106],0
a5,1,0.05603,3.651167,[31 39] ; [27 16],[35.92920354 34.07079646] ; [22.07079646 20.92920354],0
s7,1,0.112959,2.512323,[17 50] ; [16 24],[20.6635514 46.3364486] ; [12.3364486 27.6635514],0
a8,1,0.123008,2.378595,[ 7 60] ; [ 1 40],[ 4.96296296 62.03703704] ; [ 3.03703704 37.96296296],0
d5,1,0.126708,2.332379,[37 33] ; [29 14],[40.88495575 29.11504425] ; [25.11504425 17.88495575],0
v4,1,0.127938,2.317344,[37 31] ; [29 13],[40.8 27.2] ; [25.2 16.8],0
p10,1,0.129724,2.295804,[32 36] ; [26 16],[35.85454545 32.14545455] ; [22.14545455 19.85454545],0
b5,1,0.140906,2.168035,[34 36] ; [27 16],[37.78761062 32.21238938] ; [23.21238938 19.78761062],0
u3,1,0.151059,2.061528,[ 8 25] ; [ 9 12],[10.38888889 22.61111111] ; [ 6.61111111 14.38888889],0
v2,1,0.163909,1.937786,[18 49] ; [17 26],[21.31818182 45.68181818] ; [13.68181818 29.31818182],0
d2,1,0.173431,1.853035,[28 41] ; [12 31],[24.64285714 44.35714286] ; [15.35714286 27.64285714],0
n1,1,0.219815,1.505578,[11 27] ; [7 8],[12.90566038 25.09433962] ; [5.09433962 9.90566038],0
b1,1,0.237736,1.393971,[36 34] ; [27 16],[39.02654867 30.97345133] ; [23.97345133 19.02654867],0
p5,1,0.243323,1.361237,[ 4 66] ; [ 5 37],[ 5.625 64.375] ; [ 3.375 38.625],0
a4,1,0.282769,1.153733,[19 50] ; [16 27],[21.5625 47.4375] ; [13.4375 29.5625],0
a1,1,0.307903,1.039652,[ 7 63] ; [ 2 41],[ 5.57522124 64.42477876] ; [ 3.42477876 39.57522124],0
b4,1,0.312694,1.019261,[41 29] ; [21 22],[38.40707965 31.59292035] ; [23.59292035 19.40707965],0
n2,1,0.353055,0.862446,[20 18] ; [10  5],[21.50943396 16.49056604] ; [8.49056604 6.50943396],0
r1,1,0.366573,0.815249,[20 50] ; [ 9 34],[17.96460177 52.03539823] ; [11.03539823 31.96460177],0
s4,1,0.376382,0.782484,[13 57] ; [11 32],[14.86725664 55.13274336] ; [ 9.13274336 33.86725664],0
d1,1,0.378843,0.774453,[22 48] ; [17 26],[24.15929204 45.84070796] ; [14.84070796 28.15929204],0
v1,1,0.397958,0.714487,[18 48] ; [15 28],[19.98165138 46.01834862] ; [13.01834862 29.98165138],0
a3,1,0.566775,0.328108,[37 31] ; [21 22],[35.53153153 32.46846847] ; [22.46846847 20.53153153],0
a6,1,0.573463,0.316923,[32 38] ; [22 21],[33.45132743 36.54867257] ; [20.54867257 22.45132743],0
p1,1,0.593704,0.284597,[ 5 65] ; [ 2 41],[ 4.33628319 65.66371681] ; [ 2.66371681 40.33628319],0
n4,1,0.596549,0.280233,[41 29] ; [23 20],[39.6460177 30.3539823] ; [24.3539823 18.6460177],0
a7,1,0.718694,0.129748,[35 35] ; [20 23],[34.07079646 35.92920354] ; [20.92920354 22.07079646],0
p12,1,0.733424,0.115991,[ 1 68] ; [ 1 42],[ 1.23214286 67.76785714] ; [ 0.76785714 42.23214286],0
n3,1,0.759533,0.093694,[18 19] ; [8 7],[18.5 18.5] ; [7.5 7.5],0
n5,1,0.795229,0.067354,[41 28] ; [26 16],[41.64864865 27.35135135] ; [25.35135135 16.64864865],0
s5,1,0.807461,0.059391,[12 56] ; [ 8 33],[12.47706422 55.52293578] ; [ 7.52293578 33.47706422],0
d4,1,0.808395,0.058805,[44 26] ; [28 15],[44.60176991 25.39823009] ; [27.39823009 15.60176991],0
s3,1,0.814981,0.054758,[26 42] ; [17 25],[26.58181818 41.41818182] ; [16.41818182 25.58181818],0
r2,1,0.85197,0.034821,[34 30] ; [22 18],[34.46153846 29.53846154] ; [21.53846154 18.46153846],0
a2,1,0.973335,0.001117,[ 5 65] ; [ 3 40],[ 4.95575221 65.04424779] ; [ 3.04424779 39.95575221],0
s1,1,0.973335,0.001117,[ 5 65] ; [ 3 40],[ 4.95575221 65.04424779] ; [ 3.04424779 39.95575221],0
