Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,26.547417,[4 7] ; [93  8],[9.52678571 1.47321429] ; [87.47321429 13.52678571],1
a1,1,8e-06,19.896923,[3 8] ; [  1 100],[ 0.39285714 10.60714286] ; [ 3.60714286 97.39285714],1
p2,1,1.6e-05,18.570198,[3 8] ; [83 16],[8.6 2.4] ; [77.4 21.6],1
p10,1,2.4e-05,17.826822,[3 8] ; [80 16],[8.53271028 2.46728972] ; [74.46728972 21.53271028],1
v4,1,3.2e-05,17.278939,[6 5] ; [94  6],[9.90990991 1.09009009] ; [90.09009009  9.90990991],1
p9,1,0.00067,11.571971,[4 6] ; [83 15],[8.05555556 1.94444444] ; [78.94444444 19.05555556],1
s1,1,0.000842,11.145518,[3 8] ; [ 3 95],[ 0.60550459 10.39449541] ; [ 5.39449541 92.60550459],1
p11,1,0.001289,10.357894,[3 8] ; [75 26],[7.66071429 3.33928571] ; [70.33928571 30.66071429],0
n6,1,0.002153,9.414032,[5 6] ; [85 16],[8.83928571 2.16071429] ; [81.16071429 19.83928571],0
v2,1,0.006216,7.486512,[ 1 10] ; [50 45],[5.29245283 5.70754717] ; [45.70754717 49.29245283],0
n1,1,0.006543,7.394213,[6 1] ; [ 5 14],[2.96153846 4.03846154] ; [ 8.03846154 10.96153846],0
s6,1,0.014575,5.967088,[2 8] ; [59 39],[5.64814815 4.35185185] ; [55.35185185 42.64814815],0
b3,1,0.023536,5.128489,[4 3] ; [11 47],[1.61538462 5.38461538] ; [13.38461538 44.61538462],0
b2,1,0.023536,5.128489,[4 3] ; [11 47],[1.61538462 5.38461538] ; [13.38461538 44.61538462],0
p3,1,0.035816,4.405826,[2 9] ; [51 48],[5.3 5.7] ; [47.7 51.3],0
a3,1,0.040043,4.216068,[8 1] ; [54 47],[5.07272727 3.92727273] ; [56.92727273 44.07272727],0
p7,1,0.057435,3.609957,[4 7] ; [63 33],[6.88785047 4.11214953] ; [60.11214953 35.88785047],0
p1,1,0.058755,3.572195,[4 7] ; [14 85],[1.8 9.2] ; [16.2 82.8],0
p4,1,0.060407,3.526179,[3 8] ; [57 43],[5.94594595 5.05405405] ; [54.05405405 45.94594595],0
d5,1,0.065519,3.391871,[3 8] ; [57 44],[5.89285714 5.10714286] ; [54.10714286 46.89285714],0
b5,1,0.06986,3.2863,[4 7] ; [65 36],[6.77678571 4.22321429] ; [62.22321429 38.77678571],0
a4,1,0.07162,3.245499,[5 5] ; [24 77],[2.61261261 7.38738739] ; [26.38738739 74.61261261],0
s8,1,0.097069,2.753054,[1 9] ; [36 64],[3.36363636 6.63636364] ; [33.63636364 66.36363636],0
n3,1,0.098932,2.722676,[5 2] ; [18  1],[6.19230769 0.80769231] ; [16.80769231  2.19230769],0
s3,1,0.103984,2.643357,[2 7] ; [50 49],[4.33333333 4.66666667] ; [47.66666667 51.33333333],0
r1,1,0.129825,2.294593,[6 5] ; [75 24],[8.1 2.9] ; [72.9 26.1],0
a5,1,0.163422,1.942274,[9 2] ; [61 40],[6.875 4.125] ; [63.125 37.875],0
s2,1,0.179045,1.80553,[2 9] ; [38 60],[4.03669725 6.96330275] ; [35.96330275 62.03669725],0
r2,1,0.192393,1.699199,[9 2] ; [94  7],[10.11607143  0.88392857] ; [92.88392857  8.11607143],0
b1,1,0.193417,1.6914,[6 5] ; [35 66],[4.02678571 6.97321429] ; [36.97321429 64.02678571],0
n5,1,0.194248,1.685104,[10  1] ; [73 27],[8.22522523 2.77477477] ; [74.77477477 25.22522523],0
p5,1,0.218656,1.51317,[2 8] ; [ 8 90],[0.92592593 9.07407407] ; [ 9.07407407 88.92592593],0
d2,1,0.276703,1.183211,[4 7] ; [22 79],[2.55357143 8.44642857] ; [23.44642857 77.55357143],0
b4,1,0.28106,1.161955,[7 4] ; [47 54],[5.30357143 5.69642857] ; [48.69642857 52.30357143],0
a2,1,0.399096,0.711047,[2 9] ; [10 91],[1.17857143 9.82142857] ; [10.82142857 90.17857143],0
d3,1,0.40864,0.682755,[5 6] ; [33 67],[3.76576577 7.23423423] ; [34.23423423 65.76576577],0
a6,1,0.435671,0.607658,[6 5] ; [67 34],[7.16964286 3.83035714] ; [65.83035714 35.16964286],0
s4,1,0.449233,0.572585,[ 1 10] ; [18 81],[1.9 9.1] ; [17.1 81.9],0
n2,1,0.463238,0.538059,[5 2] ; [16  3],[5.65384615 1.34615385] ; [15.34615385  3.65384615],0
v3,1,0.464893,0.534088,[5 6] ; [34 65],[3.9 7.1] ; [35.1 63.9],0
s7,1,0.529674,0.395018,[3 7] ; [37 55],[3.92156863 6.07843137] ; [36.07843137 55.92156863],0
s5,1,0.62958,0.232631,[2 9] ; [24 73],[2.64814815 8.35185185] ; [23.35185185 73.64814815],0
d1,1,0.68188,0.168017,[ 1 10] ; [ 6 95],[ 0.6875 10.3125] ; [ 6.3125 94.6875],0
p8,1,0.772326,0.083714,[5 4] ; [49 48],[4.58490566 4.41509434] ; [49.41509434 47.58490566],0
v1,1,0.774951,0.081742,[5 6] ; [49 49],[5.44954128 5.55045872] ; [48.55045872 49.44954128],0
p6,1,0.819194,0.05225,[3 8] ; [30 68],[3.33027523 7.66972477] ; [29.66972477 68.33027523],0
n4,1,0.851004,0.035283,[8 3] ; [70 30],[7.72972973 3.27027027] ; [70.27027027 29.72972973],0
a8,1,0.965386,0.001883,[1 9] ; [ 9 85],[0.96153846 9.03846154] ; [ 9.03846154 84.96153846],0
