Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,58.556553,[72  8] ; [ 4 25],[55.77981651 24.22018349] ; [20.22018349  8.77981651],1
p11,1,0.000566,11.884418,[59 21] ; [11 18],[51.37614679 28.62385321] ; [18.62385321 10.37614679],1
r2,1,0.001291,10.355047,[78  2] ; [23  6],[74.12844037  5.87155963] ; [26.87155963  2.12844037],0
p2,1,0.001322,10.312091,[65 14] ; [15 14],[58.51851852 20.48148148] ; [21.48148148  7.51851852],0
s2,1,0.00149,10.090668,[45 35] ; [ 6 22],[37.77777778 42.22222222] ; [13.22222222 14.77777778],0
p7,1,0.00462,8.022391,[45 32] ; [ 8 21],[38.5 38.5] ; [14.5 14.5],0
r4,1,0.004724,7.982151,[71  9] ; [19 10],[66.05504587 13.94495413] ; [23.94495413  5.05504587],0
b1,1,0.008275,6.97304,[20 60] ; [15 14],[25.68807339 54.31192661] ; [ 9.31192661 19.68807339],0
s3,1,0.008708,6.881807,[47 32] ; [ 9 20],[40.96296296 38.03703704] ; [15.03703704 13.96296296],0
s8,1,0.010148,6.608765,[32 48] ; [ 4 25],[26.42201835 53.57798165] ; [ 9.57798165 19.42201835],0
v4,1,0.01416,6.018107,[77  3] ; [23  5],[74.07407407  5.92592593] ; [25.92592593  2.07407407],0
p6,1,0.017944,5.60159,[24 56] ; [ 2 25],[19.43925234 60.56074766] ; [ 6.56074766 20.43925234],0
p8,1,0.024499,5.058957,[41 38] ; [ 8 21],[35.84259259 43.15740741] ; [13.15740741 15.84259259],0
p3,1,0.027662,4.84898,[36 44] ; [ 6 22],[31.11111111 48.88888889] ; [10.88888889 17.11111111],0
s5,1,0.034874,4.451313,[33 44] ; [ 6 23],[28.33018868 48.66981132] ; [10.66981132 18.33018868],0
s6,1,0.036543,4.371565,[56 24] ; [14 15],[51.37614679 28.62385321] ; [18.62385321 10.37614679],0
v1,1,0.043849,4.06238,[38 39] ; [ 8 21],[33.41509434 43.58490566] ; [12.58490566 16.41509434],0
a5,1,0.051158,3.803106,[62 18] ; [17 12],[57.98165138 22.01834862] ; [21.01834862  7.98165138],0
b3,1,0.060907,3.512503,[19 22] ; [ 4 15],[15.71666667 25.28333333] ; [ 7.28333333 11.71666667],0
b2,1,0.060907,3.512503,[19 22] ; [ 4 15],[15.71666667 25.28333333] ; [ 7.28333333 11.71666667],0
v3,1,0.066843,3.358894,[24 50] ; [ 4 24],[20.31372549 53.68627451] ; [ 7.68627451 20.31372549],0
n5,1,0.068371,3.321701,[25 55] ; [ 4 25],[21.28440367 58.71559633] ; [ 7.71559633 21.28440367],0
r3,1,0.083635,2.992802,[78  2] ; [26  3],[76.33027523  3.66972477] ; [27.66972477  1.33027523],0
d2,1,0.101537,2.681237,[44 36] ; [21  8],[47.70642202 32.29357798] ; [17.29357798 11.70642202],0
n6,1,0.110789,2.542933,[54 25] ; [15 14],[50.47222222 28.52777778] ; [18.52777778 10.47222222],0
s1,1,0.111316,2.535444,[ 1 79] ; [ 2 27],[ 2.20183486 77.79816514] ; [ 0.79816514 28.20183486],0
r1,1,0.125292,2.349885,[63 16] ; [19 10],[59.98148148 19.01851852] ; [22.01851852  6.98148148],0
a7,1,0.133569,2.250527,[68 12] ; [21  8],[65.32110092 14.67889908] ; [23.67889908  5.32110092],0
n3,1,0.134611,2.238502,[20 10] ; [6 8],[17.72727273 12.27272727] ; [8.27272727 5.72727273],0
n2,1,0.134611,2.238502,[20 10] ; [6 8],[17.72727273 12.27272727] ; [8.27272727 5.72727273],0
s7,1,0.174582,1.843155,[29 48] ; [ 6 20],[26.16504854 50.83495146] ; [ 8.83495146 17.16504854],0
b5,1,0.21206,1.557306,[57 23] ; [17 12],[54.31192661 25.68807339] ; [19.68807339  9.31192661],0
s4,1,0.272917,1.202029,[22 58] ; [ 5 24],[19.81651376 60.18348624] ; [ 7.18348624 21.81651376],0
d5,1,0.280673,1.16383,[78  2] ; [27  2],[77.06422018  2.93577982] ; [27.93577982  1.06422018],0
n1,1,0.352236,0.865385,[10 20] ; [ 3 12],[ 8.66666667 21.33333333] ; [ 4.33333333 10.66666667],0
a6,1,0.399829,0.708841,[59 21] ; [19 10],[57.24770642 22.75229358] ; [20.75229358  8.24770642],0
v2,1,0.41918,0.652613,[43 30] ; [14 14],[41.1980198 31.8019802] ; [15.8019802 12.1980198],0
p1,1,0.430016,0.622781,[ 6 72] ; [ 1 28],[ 5.10280374 72.89719626] ; [ 1.89719626 27.10280374],0
a1,1,0.449847,0.571038,[ 1 79] ; [ 1 28],[ 1.46788991 78.53211009] ; [ 0.53211009 28.46788991],0
b4,1,0.460193,0.545426,[49 31] ; [20  9],[50.64220183 29.35779817] ; [18.35779817 10.64220183],0
a3,1,0.479319,0.500412,[58 22] ; [19 10],[56.51376147 23.48623853] ; [20.48623853  8.51376147],0
p4,1,0.495555,0.464443,[39 41] ; [12 17],[37.43119266 42.56880734] ; [13.56880734 15.43119266],0
d3,1,0.633461,0.227397,[74  6] ; [26  3],[73.39449541  6.60550459] ; [26.60550459  2.39449541],0
a2,1,0.640787,0.217714,[20 60] ; [ 6 23],[19.08256881 60.91743119] ; [ 6.91743119 22.08256881],0
u2,1,0.6515,0.204014,[15  7] ; [6 4],[14.4375  7.5625] ; [6.5625 3.4375],0
u3,1,0.659658,0.193939,[16  6] ; [8 2],[16.5  5.5] ; [7.5 2.5],0
u1,1,0.754729,0.0976,[13 67] ; [ 4 25],[12.47706422 67.52293578] ; [ 4.52293578 24.47706422],0
a4,1,0.987242,0.000256,[36 44] ; [13 16],[35.96330275 44.03669725] ; [13.03669725 15.96330275],0
