Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.000816,11.204425,[ 59 239] ; [16 20],[ 66.91616766 231.08383234] ; [ 8.08383234 27.91616766],1
s6,1,0.002942,8.843074,[122 178] ; [24 12],[130.35714286 169.64285714] ; [15.64285714 20.35714286],0
a6,1,0.006449,7.420374,[212  92] ; [17 19],[204.75294118  99.24705882] ; [24.24705882 11.75294118],0
p6,1,0.021396,5.294213,[ 85 213] ; [17 19],[ 91.00598802 206.99401198] ; [10.99401198 25.00598802],0
r1,1,0.033494,4.520373,[234  69] ; [22 14],[228.81415929  74.18584071] ; [27.18584071  8.81415929],0
d3,1,0.049447,3.860117,[225  79] ; [32  4],[229.78823529  74.21176471] ; [27.21176471  8.78823529],0
r3,1,0.051638,3.787473,[282  22] ; [30  6],[278.96470588  25.03529412] ; [33.03529412  2.96470588],0
n4,1,0.058316,3.584639,[223  81] ; [21 15],[218.16470588  85.83529412] ; [25.83529412 10.16470588],0
a8,1,0.104748,2.63173,[ 34 236] ; [ 1 32],[ 31.18811881 238.81188119] ; [ 3.81188119 29.18811881],0
p10,1,0.109238,2.565204,[221  78] ; [31  5],[224.91940299  74.08059701] ; [27.08059701  8.91940299],0
p2,1,0.115548,2.476658,[235  65] ; [24 12],[231.25  68.75] ; [27.75  8.25],0
a2,1,0.117994,2.443751,[ 68 236] ; [ 4 32],[ 64.37647059 239.62352941] ; [ 7.62352941 28.37647059],0
p11,1,0.165573,1.92258,[227  77] ; [23 13],[223.52941176  80.47058824] ; [26.47058824  9.52941176],0
u2,1,0.180152,1.796371,[48 41] ; [4 8],[45.82178218 43.17821782] ; [6.17821782 5.82178218],0
p9,1,0.195349,1.676811,[229  70] ; [31  5],[232.05970149  66.94029851] ; [27.94029851  8.05970149],0
a4,1,0.214368,1.541679,[142 160] ; [13 23],[138.49112426 163.50887574] ; [16.50887574 19.49112426],0
s2,1,0.229001,1.447053,[ 44 258] ; [ 8 28],[ 46.46153846 255.53846154] ; [ 5.53846154 30.46153846],0
