Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,28.393448,[81 11] ; [16 21],[69.17829457 22.82170543] ; [27.82170543  9.17829457],1
s3,1,0.003847,8.354825,[62 29] ; [15 22],[54.7421875 36.2578125] ; [22.2578125 14.7421875],0
n6,1,0.00464,8.014625,[83  9] ; [26 11],[77.73643411 14.26356589] ; [31.26356589  5.73643411],0
p9,1,0.015205,5.892566,[81 11] ; [26 11],[76.31007752 15.68992248] ; [30.68992248  6.31007752],0
b3,1,0.037667,4.320001,[27 25] ; [ 6 17],[22.88 29.12] ; [10.12 12.88],0
b2,1,0.037667,4.320001,[27 25] ; [ 6 17],[22.88 29.12] ; [10.12 12.88],0
p2,1,0.043964,4.057954,[84  8] ; [29  8],[80.58914729 11.41085271] ; [32.41085271  4.58914729],0
p4,1,0.060509,3.523374,[72 20] ; [23 14],[67.75193798 24.24806202] ; [27.24806202  9.75193798],0
u2,1,0.092696,2.826923,[15 11] ; [11  2],[17.33333333  8.66666667] ; [8.66666667 4.33333333],0
s2,1,0.106208,2.609756,[56 35] ; [17 20],[51.8984375 39.1015625] ; [21.1015625 15.8984375],0
u3,1,0.107102,2.596467,[13 13] ; [10  3],[15.33333333 10.66666667] ; [7.66666667 5.33333333],0
v3,1,0.140305,2.174606,[27 65] ; [ 6 30],[23.71875 68.28125] ; [ 9.28125 26.71875],0
p5,1,0.141077,2.166173,[17 75] ; [ 3 34],[14.26356589 77.73643411] ; [ 5.73643411 31.26356589],0
s6,1,0.143863,2.136142,[64 24] ; [22 15],[60.544 27.456] ; [25.456 11.544],0
p10,1,0.156692,2.005862,[73 19] ; [25 12],[69.89147287 22.10852713] ; [28.10852713  8.89147287],0
s7,1,0.162786,1.948157,[53 34] ; [17 19],[49.51219512 37.48780488] ; [20.48780488 15.51219512],0
p8,1,0.192955,1.694908,[61 31] ; [20 17],[57.76744186 34.23255814] ; [23.23255814 13.76744186],0
s4,1,0.196093,1.671235,[21 67] ; [13 24],[23.936 64.064] ; [10.064 26.936],0
s8,1,0.210277,1.569519,[43 48] ; [13 24],[39.8125 51.1875] ; [16.1875 20.8125],0
d3,1,0.223997,1.478578,[58 33] ; [27  9],[60.90551181 30.09448819] ; [24.09448819 11.90551181],0
p1,1,0.224334,1.476431,[15 77] ; [ 3 34],[12.8372093 79.1627907] ; [ 5.1627907 31.8372093],0
r1,1,0.245757,1.347265,[69 23] ; [24 13],[66.3255814 25.6744186] ; [26.6744186 10.3255814],0
s5,1,0.249837,1.324213,[35 51] ; [10 24],[32.25 53.75] ; [12.75 21.25],0
a6,1,0.254083,1.300713,[62 30] ; [21 16],[59.19379845 32.80620155] ; [23.80620155 13.19379845],0
n2,1,0.281984,1.157503,[18  5] ; [10  6],[16.51282051  6.48717949] ; [11.48717949  4.51282051],0
r3,1,0.28477,1.144184,[83  7] ; [36  1],[84.33070866  5.66929134] ; [34.66929134  2.33070866],0
n1,1,0.307431,1.041678,[ 9 13] ; [ 4 12],[ 7.52631579 14.47368421] ; [ 5.47368421 10.52631579],0
d5,1,0.34159,0.904455,[69 23] ; [24 12],[66.84375 25.15625] ; [26.15625  9.84375],0
a8,1,0.352802,0.863352,[12 73] ; [ 3 34],[10.45081967 74.54918033] ; [ 4.54918033 32.45081967],0
d2,1,0.358858,0.841887,[44 48] ; [21 16],[46.35658915 45.64341085] ; [18.64341085 18.35658915],0
p7,1,0.36448,0.822399,[72 19] ; [31  5],[73.80314961 17.19685039] ; [29.19685039  6.80314961],0
v4,1,0.402347,0.701299,[87  4] ; [34  3],[86.0234375  4.9765625] ; [34.9765625  2.0234375],0
u1,1,0.41669,0.659631,[18 74] ; [ 5 32],[16.40310078 75.59689922] ; [ 6.59689922 30.40310078],0
p3,1,0.435141,0.609062,[59 33] ; [21 16],[57.05426357 34.94573643] ; [22.94573643 14.05426357],0
a3,1,0.441961,0.591187,[66 26] ; [24 13],[64.18604651 27.81395349] ; [25.81395349 11.18604651],0
b5,1,0.45251,0.564356,[48 44] ; [22 15],[49.92248062 42.07751938] ; [20.07751938 16.92248062],0
d4,1,0.459651,0.546744,[69 23] ; [30  7],[70.60465116 21.39534884] ; [28.39534884  8.60465116],0
