Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,46.900597,[39 16] ; [ 6 57],[20.97457627 34.02542373] ; [24.02542373 38.97457627],1
s6,1,1e-05,19.510523,[39 16] ; [19 44],[27.03389831 27.96610169] ; [30.96610169 32.03389831],1
d4,1,0.003493,8.530417,[50  4] ; [45 18],[43.84615385 10.15384615] ; [51.15384615 11.84615385],0
s7,1,0.00628,7.468136,[23 30] ; [11 46],[16.38181818 36.61818182] ; [17.61818182 39.38181818],0
s4,1,0.014347,5.994986,[12 43] ; [ 4 59],[ 7.45762712 47.54237288] ; [ 8.54237288 54.45762712],0
n2,1,0.01823,5.573952,[16  5] ; [ 7 11],[12.38461538  8.61538462] ; [10.61538462  7.38461538],0
s8,1,0.020881,5.336702,[21 34] ; [12 51],[15.38135593 39.61864407] ; [17.61864407 45.38135593],0
a4,1,0.039529,4.237976,[16 39] ; [30 33],[21.44067797 33.55932203] ; [24.55932203 38.44067797],0
v4,1,0.081884,3.027096,[50  5] ; [50 13],[46.61016949  8.38983051] ; [53.38983051  9.61016949],0
n5,1,0.092304,2.833728,[28 27] ; [22 40],[23.5042735 31.4957265] ; [26.4957265 35.5042735],0
a2,1,0.099043,2.720886,[ 8 47] ; [17 46],[11.65254237 43.34745763] ; [13.34745763 49.65254237],0
u3,1,0.105528,2.619943,[16  4] ; [10  8],[13.68421053  6.31578947] ; [12.31578947  5.68421053],0
d3,1,0.132442,2.26364,[44 10] ; [43 19],[40.5 13.5] ; [46.5 15.5],0
r3,1,0.134193,2.243319,[49  5] ; [51 12],[46.15384615  7.84615385] ; [53.84615385  9.15384615],0
s1,1,0.158458,1.988885,[ 5 48] ; [ 2 61],[ 3.19827586 49.80172414] ; [ 3.80172414 59.19827586],0
p7,1,0.160636,1.968225,[28 22] ; [26 35],[24.32432432 25.67567568] ; [29.67567568 31.32432432],0
d1,1,0.196435,1.668687,[31 24] ; [28 35],[27.5 27.5] ; [31.5 31.5],0
r2,1,0.198063,1.656604,[49  5] ; [52 11],[46.61538462  7.38461538] ; [54.38461538  8.61538462],0
s5,1,0.202259,1.62599,[11 39] ; [ 8 54],[ 8.48214286 41.51785714] ; [10.51785714 51.48214286],0
u2,1,0.207119,1.591453,[15  5] ; [10  8],[13.15789474  6.84210526] ; [11.84210526  6.15789474],0
v1,1,0.208413,1.582414,[16 35] ; [27 36],[19.23684211 31.76315789] ; [23.76315789 39.23684211],0
a3,1,0.214706,1.539405,[34 21] ; [45 17],[37.13675214 17.86324786] ; [41.86324786 20.13675214],0
n1,1,0.239123,1.385755,[ 8 12] ; [ 4 14],[ 6.31578947 13.68421053] ; [ 5.68421053 12.31578947],0
p6,1,0.280367,1.16531,[13 40] ; [10 51],[10.69298246 42.30701754] ; [12.30701754 48.69298246],0
b2,1,0.286808,1.134546,[ 5 24] ; [10 25],[ 6.796875 22.203125] ; [ 8.203125 26.796875],0
b3,1,0.286808,1.134546,[ 5 24] ; [10 25],[ 6.796875 22.203125] ; [ 8.203125 26.796875],0
b5,1,0.32073,0.985969,[38 17] ; [38 25],[35.42372881 19.57627119] ; [40.57627119 22.42372881],0
u1,1,0.330675,0.946253,[ 4 51] ; [ 8 55],[ 5.59322034 49.40677966] ; [ 6.40677966 56.59322034],0
d5,1,0.380918,0.767738,[42 12] ; [53 10],[43.84615385 10.15384615] ; [51.15384615 11.84615385],0
p1,1,0.392247,0.731965,[ 3 52] ; [ 6 56],[ 4.23076923 50.76923077] ; [ 4.76923077 57.23076923],0
n3,1,0.415426,0.663219,[15  6] ; [10  7],[13.81578947  7.18421053] ; [11.18421053  5.81578947],0
p2,1,0.41854,0.654411,[41 14] ; [42 20],[39.01709402 15.98290598] ; [43.98290598 18.01709402],0
p11,1,0.421625,0.645781,[32 23] ; [32 31],[29.83050847 25.16949153] ; [34.16949153 28.83050847],0
p9,1,0.442902,0.588753,[39 15] ; [40 21],[37.09565217 16.90434783] ; [41.90434783 19.09565217],0
a8,1,0.472578,0.515942,[ 8 45] ; [ 6 51],[ 6.74545455 46.25454545] ; [ 7.25454545 49.74545455],0
a5,1,0.474735,0.510933,[35 20] ; [44 19],[36.8220339 18.1779661] ; [42.1779661 20.8220339],0
d2,1,0.477632,0.504265,[18 36] ; [25 38],[19.84615385 34.15384615] ; [23.15384615 39.84615385],0
p10,1,0.541702,0.372394,[34 20] ; [35 26],[32.4 21.6] ; [36.6 24.4],0
n4,1,0.596875,0.279735,[28 27] ; [29 34],[26.56779661 28.43220339] ; [30.43220339 32.56779661],0
a6,1,0.620886,0.244624,[44 10] ; [49 14],[42.92307692 11.07692308] ; [50.07692308 12.92307692],0
b4,1,0.630484,0.231405,[29 26] ; [36 27],[30.29661017 24.70338983] ; [34.70338983 28.29661017],0
v2,1,0.64997,0.205938,[22 28] ; [29 31],[23.18181818 26.81818182] ; [27.81818182 32.18181818],0
v3,1,0.69116,0.157832,[13 39] ; [17 43],[13.92857143 38.07142857] ; [16.07142857 43.92857143],0
r4,1,0.704007,0.144337,[41 14] ; [45 18],[40.08474576 14.91525424] ; [45.91525424 17.08474576],0
r1,1,0.719319,0.129146,[41 13] ; [46 17],[40.15384615 13.84615385] ; [46.84615385 16.15384615],0
p5,1,0.749963,0.101562,[ 2 52] ; [ 3 58],[ 2.34782609 51.65217391] ; [ 2.65217391 58.34782609],0
p3,1,0.807951,0.059083,[18 36] ; [22 40],[18.62068966 35.37931034] ; [21.37931034 40.62068966],0
b1,1,0.814112,0.055284,[25 30] ; [30 33],[25.63559322 29.36440678] ; [29.36440678 33.63559322],0
a1,1,0.864341,0.02919,[ 3 52] ; [ 3 60],[ 2.79661017 52.20338983] ; [ 3.20338983 59.79661017],0
p4,1,0.903747,0.014624,[21 34] ; [23 39],[20.68376068 34.31623932] ; [23.31623932 38.68376068],0
p8,1,0.923589,0.009199,[20 32] ; [24 37],[20.24778761 31.75221239] ; [23.75221239 37.24778761],0
