Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,4e-06,21.219106,[12  4] ; [15 66],[ 4.45360825 11.54639175] ; [22.54639175 58.45360825],1
s2,1,2e-05,18.142292,[13  4] ; [20 65],[ 5.5 11.5] ; [27.5 57.5],1
s6,1,0.000165,14.193871,[14  2] ; [31 54],[7.12871287 8.87128713] ; [37.87128713 47.12871287],1
p8,1,0.000391,12.574405,[12  4] ; [24 60],[ 5.76 10.24] ; [30.24 53.76],1
p5,1,0.000945,10.933181,[ 3 13] ; [ 1 84],[ 0.63366337 15.36633663] ; [ 3.36633663 81.63366337],1
s8,1,0.007191,7.224573,[8 8] ; [16 69],[ 3.8019802 12.1980198] ; [20.1980198 64.8019802],0
u1,1,0.007672,7.108454,[ 3 14] ; [ 2 83],[ 0.83333333 16.16666667] ; [ 4.16666667 80.83333333],0
p11,1,0.008535,6.917647,[16  1] ; [52 33],[11.33333333  5.66666667] ; [56.66666667 28.33333333],0
p7,1,0.017043,5.691915,[11  5] ; [30 52],[6.69387755 9.30612245] ; [34.30612245 47.69387755],0
s3,1,0.01801,5.59514,[11  5] ; [31 53],[6.72 9.28] ; [35.28 48.72],0
n6,1,0.018431,5.554695,[16  1] ; [55 29],[11.95049505  5.04950495] ; [59.04950495 24.95049505],0
v3,1,0.046749,3.954409,[7 9] ; [17 66],[ 3.87878788 12.12121212] ; [20.12121212 62.87878788],0
s4,1,0.053172,3.738491,[ 6 11] ; [13 72],[ 3.16666667 13.83333333] ; [15.83333333 69.16666667],0
s1,1,0.058954,3.566557,[ 3 14] ; [ 4 79],[ 1.19 15.81] ; [ 5.81 77.19],0
n5,1,0.090331,2.868459,[15  2] ; [57 27],[12.11881188  4.88118812] ; [59.88118812 24.11881188],0
p6,1,0.09779,2.741217,[ 5 12] ; [11 72],[ 2.72 14.28] ; [13.28 69.72],0
p10,1,0.145462,2.1192,[12  4] ; [46 37],[9.37373737 6.62626263] ; [48.62626263 34.37373737],0
r1,1,0.156173,2.010896,[12  5] ; [43 40],[9.35 7.65] ; [45.65 37.35],0
r4,1,0.181537,1.785,[14  3] ; [56 29],[11.66666667  5.33333333] ; [58.33333333 26.66666667],0
r2,1,0.185804,1.750575,[16  1] ; [68 16],[14.13861386  2.86138614] ; [69.86138614 14.13861386],0
p9,1,0.194821,1.680782,[13  3] ; [53 29],[10.7755102  5.2244898] ; [55.2244898 26.7755102],0
p1,1,0.196415,1.668834,[ 3 13] ; [ 7 78],[ 1.58415842 14.41584158] ; [ 8.41584158 76.58415842],0
v2,1,0.220079,1.503853,[7 9] ; [22 56],[ 4.93617021 11.06382979] ; [24.06382979 53.93617021],0
d3,1,0.263473,1.250415,[ 2 15] ; [20 63],[ 3.74 13.26] ; [18.26 64.74],0
p3,1,0.26472,1.243902,[ 5 12] ; [15 70],[ 3.33333333 13.66666667] ; [16.66666667 68.33333333],0
b5,1,0.280284,1.165714,[8 9] ; [52 33],[10.  7.] ; [50. 35.],0
n4,1,0.332272,0.940022,[13  4] ; [54 30],[11.27722772  5.72277228] ; [55.72277228 28.27722772],0
d5,1,0.392813,0.730215,[ 5 12] ; [34 50],[ 6.56435644 10.43564356] ; [32.43564356 51.56435644],0
a5,1,0.42219,0.644211,[9 8] ; [36 49],[7.5 9.5] ; [37.5 47.5],0
n1,1,0.426763,0.631616,[2 2] ; [10 23],[1.2972973 2.7027027] ; [10.7027027 22.2972973],0
p12,1,0.431724,0.618182,[ 1 16] ; [ 2 83],[ 0.5 16.5] ; [ 2.5 82.5],0
a7,1,0.478771,0.501661,[10  7] ; [41 42],[8.67 8.33] ; [42.33 40.67],0
u2,1,0.4795,0.5,[3 7] ; [21 29],[4. 6.] ; [20. 30.],0
p2,1,0.509579,0.434931,[11  5] ; [51 34],[9.82178218 6.17821782] ; [52.17821782 32.82178218],0
b1,1,0.527254,0.39968,[8 9] ; [33 52],[ 6.83333333 10.16666667] ; [34.16666667 50.83333333],0
d2,1,0.569572,0.323399,[ 4 13] ; [15 70],[ 3.16666667 13.83333333] ; [15.83333333 69.16666667],0
a4,1,0.585234,0.297849,[ 4 13] ; [15 69],[ 3.1980198 13.8019802] ; [15.8019802 68.1980198],0
u3,1,0.641186,0.217195,[5 5] ; [21 29],[4.33333333 5.66666667] ; [21.66666667 28.33333333],0
b2,1,0.645344,0.21182,[2 7] ; [14 33],[2.57142857 6.42857143] ; [13.42857143 33.57142857],0
b3,1,0.645344,0.21182,[2 7] ; [14 33],[2.57142857 6.42857143] ; [13.42857143 33.57142857],0
a6,1,0.657658,0.19638,[8 9] ; [45 40],[8.83333333 8.16666667] ; [44.16666667 40.83333333],0
a8,1,0.676312,0.174307,[ 1 14] ; [ 8 71],[ 1.43617021 13.56382979] ; [ 7.56382979 71.43617021],0
b4,1,0.790482,0.070588,[9 8] ; [42 43],[8.5 8.5] ; [42.5 42.5],0
r3,1,0.877846,0.023624,[13  4] ; [62 21],[12.75  4.25] ; [62.25 20.75],0
v1,1,0.919769,0.010146,[ 6 11] ; [30 52],[ 6.18181818 10.81818182] ; [29.81818182 52.18181818],0
a3,1,0.939806,0.005702,[ 7 10] ; [35 48],[7.14 9.86] ; [34.86 48.14],0
