Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,3.5e-05,17.099881,[107  14] ; [73 38],[93.87931034 27.12068966] ; [86.12068966 24.87931034],1
d4,1,0.497028,0.461278,[99 23] ; [90 26],[96.88235294 25.11764706] ; [92.11764706 23.88235294],0
r4,1,0.497028,0.461278,[99 23] ; [90 26],[96.88235294 25.11764706] ; [92.11764706 23.88235294],0
a4,1,0.512735,0.428481,[55 67] ; [47 68],[52.50632911 69.49367089] ; [49.49367089 65.50632911],0
s1,1,0.533027,0.388618,[  7 114] ; [  9 106],[  8.20338983 112.79661017] ; [  7.79661017 107.20338983],0
a1,1,0.572138,0.319118,[  6 116] ; [  4 112],[  5.12605042 116.87394958] ; [  4.87394958 111.12605042],0
b4,1,0.629839,0.232279,[69 53] ; [62 54],[67.1512605 54.8487395] ; [63.8487395 52.1512605],0
a5,1,0.673939,0.177029,[81 41] ; [74 42],[79.45378151 42.54621849] ; [75.54621849 40.45378151],0
s4,1,0.682899,0.166881,[29 93] ; [25 91],[27.68067227 94.31932773] ; [26.31932773 89.68067227],0
r2,1,0.685254,0.164272,[113   7] ; [104   8],[112.24137931   7.75862069] ; [104.75862069   7.24137931],0
p1,1,0.691094,0.157903,[ 10 111] ; [  8 108],[  9.18987342 111.81012658] ; [  8.81012658 107.18987342],0
v3,1,0.701383,0.147037,[44 77] ; [37 72],[42.61304348 78.38695652] ; [38.38695652 70.61304348],0
d1,1,0.731794,0.117471,[70 52] ; [64 52],[68.68907563 53.31092437] ; [65.31092437 50.68907563],0
d3,1,0.793319,0.068646,[84 36] ; [83 33],[84.91525424 35.08474576] ; [82.08474576 33.91525424],0
b5,1,0.810879,0.057261,[76 46] ; [74 42],[76.8907563 45.1092437] ; [73.1092437 42.8907563],0
a2,1,0.829141,0.046571,[28 94] ; [28 88],[28.70588235 93.29411765] ; [27.29411765 88.70588235],0
a7,1,0.836925,0.042365,[88 33] ; [85 30],[88.69915254 32.30084746] ; [84.30084746 30.69915254],0
r3,1,0.850965,0.035302,[104  17] ; [97 17],[103.49361702  17.50638298] ; [97.50638298 16.49361702],0
u1,1,0.857079,0.032434,[ 21 101] ; [21 95],[ 21.52941176 100.47058824] ; [20.47058824 95.52941176],0
a8,1,0.85775,0.032127,[10 99] ; [10 91],[10.38095238 98.61904762] ; [ 9.61904762 91.38095238],0
p8,1,0.894663,0.017531,[45 77] ; [43 71],[45.49152542 76.50847458] ; [42.50847458 71.49152542],0
v2,1,0.898718,0.0162,[60 58] ; [54 54],[59.52212389 58.47787611] ; [54.47787611 53.52212389],0
p5,1,0.910613,0.012603,[  9 112] ; [  9 106],[  9.22881356 111.77118644] ; [  8.77118644 106.22881356],0
n1,1,0.940785,0.005518,[14 28] ; [15 29],[14.1627907 27.8372093] ; [14.8372093 29.1627907],0
