Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.040161,4.211087,[27 12] ; [2 5],[24.58695652 14.41304348] ; [4.41304348 2.58695652],0
p8,1,0.057225,3.616024,[13 26] ; [5 2],[15.26086957 23.73913043] ; [2.73913043 4.26086957],0
u3,1,0.104355,2.637698,[ 4 14] ; [3 2],[ 5.47826087 12.52173913] ; [1.52173913 3.47826087],0
b1,1,0.137028,2.211017,[16 23] ; [5 2],[17.80434783 21.19565217] ; [3.19565217 3.80434783],0
a1,1,0.161438,1.960706,[ 1 38] ; [1 6],[ 1.69565217 37.30434783] ; [0.30434783 6.69565217],0
a4,1,0.201907,1.628524,[ 8 31] ; [3 4],[ 9.32608696 29.67391304] ; [1.67391304 5.32608696],0
r3,1,0.21737,1.521652,[30  8] ; [4 3],[28.71111111  9.28888889] ; [5.28888889 1.71111111],0
a3,1,0.218152,1.516484,[21 18] ; [2 5],[19.5 19.5] ; [3.5 3.5],0
p3,1,0.229489,1.444026,[13 26] ; [4 3],[14.41304348 24.58695652] ; [2.58695652 4.41304348],0
d1,1,0.26139,1.261381,[14 25] ; [1 6],[12.7173913 26.2826087] ; [2.2826087 4.7173913],0
n4,1,0.26139,1.261381,[25 14] ; [6 1],[26.2826087 12.7173913] ; [4.7173913 2.2826087],0
r1,1,0.26139,1.261381,[14 25] ; [1 6],[12.7173913 26.2826087] ; [2.2826087 4.7173913],0
s3,1,0.29183,1.111159,[ 9 29] ; [3 4],[10.13333333 27.86666667] ; [1.86666667 5.13333333],0
b2,1,0.302557,1.062891,[ 9 14] ; [1 5],[ 7.93103448 15.06896552] ; [2.06896552 3.93103448],0
b3,1,0.302557,1.062891,[ 9 14] ; [1 5],[ 7.93103448 15.06896552] ; [2.06896552 3.93103448],0
s7,1,0.335159,0.928859,[ 9 27] ; [3 4],[10.04651163 25.95348837] ; [1.95348837 5.04651163],0
n1,1,0.347465,0.882692,[ 3 12] ; [1 1],[ 3.52941176 11.47058824] ; [0.47058824 1.52941176],0
p2,1,0.351613,0.867628,[29 10] ; [4 3],[27.97826087 11.02173913] ; [5.02173913 1.97826087],0
p7,1,0.355334,0.854315,[15 24] ; [4 3],[16.10869565 22.89130435] ; [2.89130435 4.10869565],0
s2,1,0.465082,0.533635,[11 27] ; [3 4],[11.82222222 26.17777778] ; [2.17777778 4.82222222],0
d3,1,0.507422,0.439379,[22 17] ; [3 4],[21.19565217 17.80434783] ; [3.80434783 3.19565217],0
d4,1,0.529885,0.394612,[27 12] ; [4 3],[26.2826087 12.7173913] ; [4.7173913 2.2826087],0
u2,1,0.537892,0.379461,[ 8 10] ; [3 2],[8.60869565 9.39130435] ; [2.39130435 2.60869565],0
p10,1,0.584575,0.298896,[23 15] ; [5 2],[23.64444444 14.35555556] ; [4.35555556 2.64444444],0
a7,1,0.592012,0.287213,[18 21] ; [4 3],[18.65217391 20.34782609] ; [3.34782609 3.65217391],0
s6,1,0.592012,0.287213,[18 21] ; [4 3],[18.65217391 20.34782609] ; [3.34782609 3.65217391],0
v4,1,0.617668,0.249159,[24 15] ; [5 2],[24.58695652 14.41304348] ; [4.41304348 2.58695652],0
n2,1,0.64315,0.214646,[10  5] ; [1 1],[9.70588235 5.29411765] ; [1.29411765 0.70588235],0
a6,1,0.68145,0.168498,[20 19] ; [3 4],[19.5 19.5] ; [3.5 3.5],0
a5,1,0.68145,0.168498,[20 19] ; [3 4],[19.5 19.5] ; [3.5 3.5],0
d2,1,0.707869,0.140415,[14 25] ; [2 5],[13.56521739 25.43478261] ; [2.43478261 4.56521739],0
p1,1,0.752485,0.099455,[ 4 35] ; [1 6],[ 4.23913043 34.76086957] ; [0.76086957 6.23913043],0
n3,1,0.787221,0.072857,[9 6] ; [1 1],[8.82352941 6.17647059] ; [1.17647059 0.82352941],0
p6,1,0.792571,0.069155,[ 7 31] ; [1 6],[ 6.75555556 31.24444444] ; [1.24444444 5.75555556],0
v2,1,0.826328,0.048142,[15 24] ; [3 4],[15.26086957 23.73913043] ; [2.73913043 4.26086957],0
d5,1,0.826328,0.048142,[24 15] ; [4 3],[23.73913043 15.26086957] ; [4.26086957 2.73913043],0
p11,1,0.870852,0.026431,[29 10] ; [5 2],[28.82608696 10.17391304] ; [5.17391304 1.82608696],0
s8,1,0.907366,0.01354,[12 27] ; [2 5],[11.86956522 27.13043478] ; [2.13043478 4.86956522],0
v1,1,0.907366,0.01354,[12 27] ; [2 5],[11.86956522 27.13043478] ; [2.13043478 4.86956522],0
b5,1,0.927797,0.008211,[23 16] ; [4 3],[22.89130435 16.10869565] ; [4.10869565 2.89130435],0
p4,1,0.927797,0.008211,[23 16] ; [4 3],[22.89130435 16.10869565] ; [4.10869565 2.89130435],0
p9,1,0.950885,0.003794,[26 11] ; [5 2],[26.06818182 10.93181818] ; [4.93181818 2.06818182],0
