Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,55.704417,[38 65] ; [70  6],[62.1452514 40.8547486] ; [45.8547486 30.1452514],1
d5,1,0.0,45.194691,[49 55] ; [72  4],[69.91111111 34.08888889] ; [51.08888889 24.91111111],1
d2,1,0.0,38.274591,[18 87] ; [47 29],[37.70718232 67.29281768] ; [27.29281768 48.70718232],1
a5,1,0.000128,14.665859,[43 62] ; [53 23],[55.69060773 49.30939227] ; [40.30939227 35.69060773],1
a4,1,0.000182,14.005113,[21 84] ; [35 41],[32.48618785 72.51381215] ; [23.51381215 52.48618785],1
a2,1,0.00026,13.336955,[  4 101] ; [16 60],[11.60220994 93.39779006] ; [ 8.39779006 67.60220994],1
u1,1,0.001228,10.447802,[  2 103] ; [11 65],[ 7.54143646 97.45856354] ; [ 5.45856354 70.54143646],0
a3,1,0.001638,9.91674,[48 56] ; [53 23],[58.35555556 45.64444444] ; [42.64444444 33.35555556],0
r1,1,0.002431,9.191875,[55 50] ; [56 19],[64.75 40.25] ; [46.25 28.75],0
a6,1,0.003709,8.420829,[52 53] ; [54 22],[61.49171271 43.50828729] ; [44.50828729 31.49171271],0
s5,1,0.009443,6.737064,[20 83] ; [27 46],[27.50568182 75.49431818] ; [19.49431818 53.50568182],0
u3,1,0.02068,5.353554,[28 28] ; [18  5],[32.60759494 23.39240506] ; [13.39240506  9.60759494],0
r3,1,0.022152,5.233803,[87 17] ; [72  4],[91.86666667 12.13333333] ; [67.13333333  8.86666667],0
a7,1,0.022638,5.196093,[61 43] ; [57 19],[68.17777778 35.82222222] ; [49.82222222 26.17777778],0
s6,1,0.037324,4.335554,[46 58] ; [45 30],[52.87150838 51.12849162] ; [38.12849162 36.87150838],0
r2,1,0.044659,4.03147,[83 21] ; [69  7],[87.82222222 16.17777778] ; [64.17777778 11.82222222],0
b5,1,0.055773,3.658828,[60 45] ; [54 22],[66.13259669 38.86740331] ; [47.86740331 28.13259669],0
r4,1,0.058827,3.570163,[71 34] ; [61 15],[76.57458564 28.42541436] ; [55.42541436 20.57458564],0
a8,1,0.059672,3.546485,[ 8 92] ; [ 1 69],[ 5.29411765 94.70588235] ; [ 3.70588235 66.29411765],0
b3,1,0.061149,3.505932,[ 8 39] ; [15 29],[11.87912088 35.12087912] ; [11.12087912 32.87912088],0
b2,1,0.061149,3.505932,[ 8 39] ; [15 29],[11.87912088 35.12087912] ; [11.12087912 32.87912088],0
n5,1,0.078375,3.098271,[43 60] ; [22 54],[37.40223464 65.59776536] ; [27.59776536 48.40223464],0
v2,1,0.089778,2.878344,[31 73] ; [30 41],[36.25142857 67.74857143] ; [24.74857143 46.25142857],0
n2,1,0.106073,2.611779,[30 10] ; [17 13],[26.85714286 13.14285714] ; [20.14285714  9.85714286],0
b4,1,0.111453,2.533503,[51 54] ; [46 30],[56.27071823 48.72928177] ; [40.72928177 35.27071823],0
s2,1,0.11239,2.520288,[38 67] ; [36 39],[43.16666667 61.83333333] ; [30.83333333 44.16666667],0
a1,1,0.129853,2.29426,[ 6 99] ; [ 1 75],[  4.06077348 100.93922652] ; [ 2.93922652 73.06077348],0
p7,1,0.14894,2.083074,[57 43] ; [34 40],[52.29885057 47.70114943] ; [38.70114943 35.29885057],0
v4,1,0.252461,1.309636,[90 14] ; [69  6],[92.37988827 11.62011173] ; [66.62011173  8.37988827],0
s8,1,0.261607,1.260233,[25 79] ; [24 52],[28.31111111 75.68888889] ; [20.68888889 55.31111111],0
n3,1,0.270511,1.214154,[29 11] ; [18 12],[26.85714286 13.14285714] ; [20.14285714  9.85714286],0
p3,1,0.290843,1.115716,[30 75] ; [27 48],[33.25 71.75] ; [23.75 51.25],0
b1,1,0.299262,1.077482,[51 54] ; [31 45],[47.56906077 57.43093923] ; [34.43093923 41.56906077],0
u2,1,0.337064,0.921566,[25 31] ; [13 10],[26.93670886 29.06329114] ; [11.06329114 11.93670886],0
