Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,36.806911,[83 49] ; [ 1 31],[67.6097561 64.3902439] ; [16.3902439 15.6097561],1
d5,1,0.0,31.504882,[111  21] ; [11 20],[98.79754601 33.20245399] ; [23.20245399  7.79754601],1
d3,1,0.0,28.2399,[106  26] ; [10 21],[93.93865031 38.06134969] ; [22.06134969  8.93865031],1
d2,1,0.001548,10.020167,[61 71] ; [ 5 27],[53.12195122 78.87804878] ; [12.87804878 19.12195122],0
a4,1,0.007502,7.148602,[54 78] ; [ 5 27],[47.48780488 84.51219512] ; [11.51219512 20.48780488],0
r1,1,0.019211,5.482211,[98 34] ; [17 15],[92.56097561 39.43902439] ; [22.43902439  9.56097561],0
a5,1,0.020773,5.345763,[87 45] ; [14 18],[81.29268293 50.70731707] ; [19.70731707 12.29268293],0
u3,1,0.030081,4.704635,[26 17] ; [ 5 12],[22.21666667 20.78333333] ; [8.78333333 8.21666667],0
a3,1,0.032793,4.556559,[88 43] ; [15 17],[82.7791411 48.2208589] ; [20.2208589 11.7791411],0
r3,1,0.054871,3.68599,[129   3] ; [29  3],[127.17073171   4.82926829] ; [30.82926829  1.17073171],0
s6,1,0.056901,3.625496,[79 51] ; [13 18],[74.28571429 55.71428571] ; [17.71428571 13.28571429],0
s5,1,0.060967,3.510875,[42 84] ; [ 5 26],[37.71974522 88.28025478] ; [ 9.28025478 21.71974522],0
b2,1,0.085253,2.961804,[23 45] ; [ 3 18],[19.86516854 48.13483146] ; [ 6.13483146 14.86516854],0
b3,1,0.085253,2.961804,[23 45] ; [ 3 18],[19.86516854 48.13483146] ; [ 6.13483146 14.86516854],0
r4,1,0.087007,2.928903,[115  17] ; [24  8],[111.87804878  20.12195122] ; [27.12195122  4.87804878],0
v2,1,0.103402,2.652279,[72 55] ; [13 19],[67.89308176 59.10691824] ; [17.10691824 14.89308176],0
v3,1,0.13012,2.291077,[37 88] ; [ 5 26],[33.65384615 91.34615385] ; [ 8.34615385 22.65384615],0
b4,1,0.13313,2.255616,[85 47] ; [16 16],[81.29268293 50.70731707] ; [19.70731707 12.29268293],0
n4,1,0.16686,1.910926,[59 73] ; [10 22],[55.53658537 76.46341463] ; [13.46341463 18.53658537],0
a7,1,0.190557,1.713307,[104  28] ; [21 10],[101.22699387  30.77300613] ; [23.77300613  7.22699387],0
