Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,6.9e-05,15.825359,[79 16] ; [20 20],[69.66666667 25.33333333] ; [29.33333333 10.66666667],1
n5,1,0.000119,14.802632,[67 28] ; [14 26],[57. 38.] ; [24. 16.],1
r3,1,0.000315,12.976208,[86  9] ; [26 14],[78.81481481 16.18518519] ; [33.18518519  6.81481481],1
n4,1,0.000549,11.941619,[68 27] ; [16 24],[59.11111111 35.88888889] ; [24.88888889 15.11111111],1
s6,1,0.000852,11.123518,[61 33] ; [13 26],[52.30075188 41.69924812] ; [21.69924812 17.30075188],1
v4,1,0.00094,10.941205,[86  9] ; [27 13],[79.51851852 15.48148148] ; [33.48148148  6.51851852],1
p11,1,0.002129,9.435216,[56 39] ; [12 28],[47.85185185 47.14814815] ; [20.14814815 19.85185185],0
s8,1,0.002532,9.11756,[45 49] ; [ 8 32],[37.17910448 56.82089552] ; [15.82089552 24.17910448],0
u1,1,0.002589,9.076614,[23 72] ; [ 1 39],[16.88888889 78.11111111] ; [ 7.11111111 32.88888889],0
p10,1,0.007236,7.21333,[60 34] ; [15 24],[53.0075188 40.9924812] ; [21.9924812 17.0075188],0
r2,1,0.008307,6.966073,[87  5] ; [31  8],[82.87022901  9.12977099] ; [35.12977099  3.87022901],0
s7,1,0.030229,4.696197,[45 45] ; [10 25],[39.6 50.4] ; [15.4 19.6],0
p3,1,0.041775,4.144314,[34 61] ; [ 7 32],[29.06716418 65.93283582] ; [11.93283582 27.06716418],0
b5,1,0.075273,3.164114,[63 32] ; [20 20],[58.40740741 36.59259259] ; [24.59259259 15.40740741],0
p1,1,0.077882,3.108553,[ 4 91] ; [ 5 35],[ 6.33333333 88.66666667] ; [ 2.66666667 37.33333333],0
r1,1,0.084867,2.969132,[69 26] ; [23 17],[64.74074074 30.25925926] ; [27.25925926 12.74074074],0
p9,1,0.085622,2.954823,[59 32] ; [19 20],[54.6 36.4] ; [23.4 15.6],0
p4,1,0.096521,2.762112,[35 59] ; [ 9 31],[30.86567164 63.13432836] ; [13.13432836 26.86567164],0
s5,1,0.105733,2.616869,[28 63] ; [ 6 30],[24.36220472 66.63779528] ; [ 9.63779528 26.36220472],0
s2,1,0.111038,2.539384,[45 50] ; [13 27],[40.81481481 54.18518519] ; [17.18518519 22.81481481],0
p6,1,0.122572,2.384148,[21 74] ; [ 4 34],[17.85714286 77.14285714] ; [ 7.14285714 30.85714286],0
n2,1,0.134089,2.244517,[23  9] ; [12 11],[20.36363636 11.63636364] ; [14.63636364  8.36363636],0
v3,1,0.166614,1.913149,[33 56] ; [ 9 28],[29.66666667 59.33333333] ; [12.33333333 24.66666667],0
s1,1,0.179673,1.80033,[ 4 91] ; [ 4 35],[ 5.67164179 89.32835821] ; [ 2.32835821 36.67164179],0
