Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,6.9e-05,15.825359,[79 16] ; [20 20],[69.66666667 25.33333333] ; [29.33333333 10.66666667],1
d4,1,0.18768,1.735733,[86  9] ; [33  7],[83.74074074 11.25925926] ; [35.25925926  4.74074074],0
v2,1,0.18868,1.727893,[51 40] ; [16 21],[47.6328125 43.3671875] ; [19.3671875 17.6328125],0
d1,1,0.193777,1.688669,[70 25] ; [25 15],[66.85185185 28.14814815] ; [28.14814815 11.85185185],0
b1,1,0.282335,1.155814,[45 50] ; [23 17],[47.85185185 47.14814815] ; [20.14814815 19.85185185],0
v1,1,0.295591,1.093979,[36 55] ; [12 28],[33.34351145 57.65648855] ; [14.65648855 25.34351145],0
u2,1,0.330995,0.945,[13 12] ; [7 3],[14.28571429 10.71428571] ; [5.71428571 4.28571429],0
p5,1,0.363168,0.826907,[ 6 87] ; [ 1 38],[ 4.93181818 88.06818182] ; [ 2.06818182 36.93181818],0
a7,1,0.411862,0.67342,[64 31] ; [24 16],[61.92592593 33.07407407] ; [26.07407407 13.92592593],0
d3,1,0.411862,0.67342,[64 31] ; [24 16],[61.92592593 33.07407407] ; [26.07407407 13.92592593],0
a8,1,0.424068,0.639014,[ 8 80] ; [ 2 38],[ 6.875 81.125] ; [ 3.125 36.875],0
p7,1,0.431848,0.617848,[31 62] ; [10 28],[29.10687023 63.89312977] ; [11.89312977 26.10687023],0
a2,1,0.435566,0.607937,[25 70] ; [ 8 32],[23.22222222 71.77777778] ; [ 9.77777778 30.22222222],0
b4,1,0.441606,0.592105,[59 36] ; [22 18],[57. 38.] ; [24. 16.],0
a1,1,0.463197,0.538159,[ 8 87] ; [ 5 35],[ 9.14814815 85.85185185] ; [ 3.85185185 36.14814815],0
n3,1,0.464622,0.534737,[20 11] ; [12 10],[18.71698113 12.28301887] ; [13.28301887  8.71698113],0
u4,1,0.476857,0.506043,[ 5 90] ; [ 1 39],[ 4.22222222 90.77777778] ; [ 1.77777778 38.22222222],0
p12,1,0.49256,0.470929,[ 5 90] ; [ 1 38],[ 4.25373134 90.74626866] ; [ 1.74626866 37.25373134],0
s4,1,0.59845,0.277339,[20 73] ; [ 7 33],[18.87969925 74.12030075] ; [ 8.12030075 31.87969925],0
u3,1,0.63591,0.224132,[16 10] ; [7 3],[16.61111111  9.38888889] ; [6.38888889 3.61111111],0
a5,1,0.68407,0.16558,[68 27] ; [30 10],[68.96296296 26.03703704] ; [29.03703704 10.96296296],0
s3,1,0.690264,0.158799,[45 50] ; [17 22],[43.95522388 51.04477612] ; [18.04477612 20.95522388],0
b3,1,0.692316,0.15659,[25 41] ; [ 8 16],[24.2 41.8] ; [ 8.8 15.2],0
b2,1,0.692316,0.15659,[25 41] ; [ 8 16],[24.2 41.8] ; [ 8.8 15.2],0
a3,1,0.776295,0.080742,[69 26] ; [30 10],[69.66666667 25.33333333] ; [29.33333333 10.66666667],0
a4,1,0.793636,0.068431,[54 40] ; [22 18],[53.31343284 40.68656716] ; [22.68656716 17.31343284],0
a6,1,0.818463,0.05268,[59 36] ; [24 16],[58.40740741 36.59259259] ; [24.59259259 15.40740741],0
n1,1,0.835665,0.043032,[14 18] ; [ 9 13],[13.62962963 18.37037037] ; [ 9.37037037 12.62962963],0
p8,1,0.887377,0.020057,[18 77] ; [ 8 32],[18.2962963 76.7037037] ; [ 7.7037037 32.2962963],0
d2,1,0.888781,0.019557,[57 36] ; [24 16],[56.63909774 36.36090226] ; [24.36090226 15.63909774],0
