Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,51.844108,[41 56] ; [227  54],[68.77248677 28.22751323] ; [199.22751323  81.77248677],1
d3,1,0.0,46.04437,[46 51] ; [233  49],[71.40633245 25.59366755] ; [207.59366755  74.40633245],1
u1,1,1e-06,24.076299,[ 6 91] ; [ 88 195],[23.99473684 73.00526316] ; [ 70.00526316 212.99473684],1
a2,1,1e-06,23.458282,[13 84] ; [114 169],[32.41842105 64.58157895] ; [ 94.58157895 188.41842105],1
p4,1,0.000192,13.911738,[50 46] ; [203  76],[64.768 31.232] ; [188.232  90.768],1
b5,1,0.000455,12.290693,[48 49] ; [196  87],[62.28421053 34.71578947] ; [181.71578947 101.28421053],1
b3,1,0.00199,9.558563,[41 27] ; [ 70 112],[30.192 37.808] ; [ 80.808 101.192],0
b2,1,0.00199,9.558563,[41 27] ; [ 70 112],[30.192 37.808] ; [ 80.808 101.192],0
r4,1,0.013122,6.152552,[84 13] ; [267  16],[89.59736842  7.40263158] ; [261.40263158  21.59736842],0
b1,1,0.020227,5.392173,[49 48] ; [105 178],[39.31052632 57.68947368] ; [114.68947368 168.31052632],0
p8,1,0.022547,5.203072,[47 46] ; [177 100],[56.3027027 36.6972973] ; [167.6972973 109.3027027],0
p2,1,0.043256,4.085385,[76 18] ; [250  31],[81.71733333 12.28266667] ; [244.28266667  36.71733333],0
u3,1,0.061374,3.499864,[6 8] ; [37 16],[8.98507463 5.01492537] ; [34.01492537 18.98507463],0
p6,1,0.071051,3.258582,[33 60] ; [128 149],[40.46756757 52.53243243] ; [120.53243243 156.46756757],0
p12,1,0.07257,3.223903,[ 5 89] ; [ 33 247],[ 9.55080214 84.44919786] ; [ 28.44919786 251.55080214],0
d1,1,0.080265,3.05952,[60 37] ; [202  81],[66.87894737 30.12105263] ; [195.12105263  87.87894737],0
s8,1,0.113791,2.500762,[58 38] ; [142 136],[51.3368984 44.6631016] ; [148.6631016 129.3368984],0
a1,1,0.122632,2.383379,[ 9 88] ; [ 14 269],[ 5.87105263 91.12894737] ; [ 17.12894737 265.87105263],0
r1,1,0.123811,2.36844,[80 17] ; [248  32],[84.39257294 12.60742706] ; [243.60742706  36.39257294],0
r3,1,0.131943,2.26949,[90  7] ; [272  10],[92.64907652  4.35092348] ; [269.35092348  12.64907652],0
v2,1,0.137587,2.204737,[59 34] ; [197  78],[64.69565217 28.30434783] ; [191.30434783  83.69565217],0
n1,1,0.141472,2.16187,[12 10] ; [18 32],[ 9.16666667 12.83333333] ; [20.83333333 29.16666667],0
u2,1,0.164001,1.93694,[5 9] ; [30 23],[7.31343284 6.68656716] ; [27.68656716 25.31343284],0
s1,1,0.197187,1.663086,[ 5 91] ; [  7 271],[ 3.0802139 92.9197861] ; [  8.9197861 269.0802139],0
p1,1,0.202676,1.622989,[ 6 90] ; [ 30 251],[ 9.16710875 86.83289125] ; [ 26.83289125 254.16710875],0
n6,1,0.206394,1.596543,[79 16] ; [247  33],[82.58666667 12.41333333] ; [243.41333333  36.58666667],0
v3,1,0.230622,1.437018,[52 41] ; [133 140],[47.00819672 45.99180328] ; [137.99180328 135.00819672],0
v4,1,0.258776,1.275293,[90  6] ; [271  10],[91.92572944  4.07427056] ; [269.07427056  11.92572944],0
p9,1,0.320124,0.988439,[82 14] ; [248  30],[84.70588235 11.29411765] ; [245.29411765  32.70588235],0
