Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,101.831907,[254   7] ; [1 6],[248.33955224  12.66044776] ; [6.66044776 0.33955224],1
r4,1,0.0,51.882588,[252  12] ; [2 5],[247.43911439  16.56088561] ; [6.56088561 0.43911439],1
d4,1,0.000709,11.466705,[230  33] ; [3 4],[226.95925926  36.04074074] ; [6.04074074 0.95925926],1
r1,1,0.001724,9.822839,[226  37] ; [3 4],[223.06296296  39.93703704] ; [5.93703704 1.06296296],0
s7,1,0.007431,7.165734,[197  52] ; [2 4],[194.31764706  54.68235294] ; [4.68235294 1.31764706],0
a8,1,0.029401,4.743984,[ 39 202] ; [3 3],[ 40.97975709 200.02024291] ; [1.02024291 4.97975709],0
d3,1,0.055153,3.677444,[198  66] ; [3 4],[195.80811808  68.19188192] ; [5.19188192 1.80811808],0
d1,1,0.098725,2.726014,[189  75] ; [3 4],[187.04059041  76.95940959] ; [4.95940959 2.04059041],0
a3,1,0.132651,2.261197,[212  52] ; [4 3],[210.42066421  53.57933579] ; [5.57933579 1.42066421],0
s5,1,0.145744,2.116238,[117 134] ; [1 5],[115.24513619 135.75486381] ; [2.75486381 3.24513619],0
v2,1,0.152697,2.045103,[150 105] ; [6 1],[151.83206107 103.16793893] ; [4.16793893 2.83206107],0
s2,1,0.163019,1.945999,[196  65] ; [3 3],[194.52808989  66.47191011] ; [4.47191011 1.52808989],0
b2,1,0.16744,1.905718,[ 83 101] ; [1 5],[ 81.34736842 102.65263158] ; [2.65263158 3.34736842],0
b3,1,0.16744,1.905718,[ 83 101] ; [1 5],[ 81.34736842 102.65263158] ; [2.65263158 3.34736842],0
s1,1,0.168871,1.892941,[ 10 251] ; [1 6],[ 10.71268657 250.28731343] ; [0.28731343 6.71268657],0
s6,1,0.187014,1.740989,[225  37] ; [4 2],[223.87313433  38.12686567] ; [5.12686567 0.87313433],0
u3,1,0.197587,1.660122,[36 16] ; [1 2],[34.98181818 17.01818182] ; [2.01818182 0.98181818],0
p12,1,0.229488,1.444031,[ 34 229] ; [2 5],[ 35.06666667 227.93333333] ; [0.93333333 6.06666667],0
d5,1,0.281356,1.160529,[226  37] ; [5 2],[225.01111111  37.98888889] ; [5.98888889 1.01111111],0
a7,1,0.422998,0.641972,[187  76] ; [4 3],[186.04814815  76.95185185] ; [4.95185185 2.04814815],0
p3,1,0.433171,0.614306,[187  77] ; [4 3],[186.06642066  77.93357934] ; [4.93357934 2.06642066],0
p6,1,0.442259,0.590414,[149 113] ; [5 2],[149.99256506 112.00743494] ; [4.00743494 2.99256506],0
a5,1,0.484274,0.489224,[216  48] ; [5 2],[215.29151292  48.70848708] ; [5.70848708 1.29151292],0
u1,1,0.504027,0.446447,[ 67 197] ; [1 6],[ 66.24354244 197.75645756] ; [1.75645756 5.24354244],0
d2,1,0.51177,0.430446,[156 108] ; [5 2],[156.84132841 107.15867159] ; [4.15867159 2.84132841],0
b5,1,0.524205,0.405612,[157 107] ; [5 2],[157.81549815 106.18450185] ; [4.18450185 2.81549815],0
a6,1,0.536944,0.381233,[180  84] ; [4 3],[179.24723247  84.75276753] ; [4.75276753 2.24723247],0
v3,1,0.62588,0.237689,[120 131] ; [4 3],[120.63565891 130.36434109] ; [3.36434109 3.63565891],0
a4,1,0.651028,0.204606,[128 136] ; [4 3],[128.5904059 135.4095941] ; [3.4095941 3.5904059],0
s3,1,0.659011,0.194727,[194  66] ; [4 2],[193.53383459  66.46616541] ; [4.46616541 1.53383459],0
p5,1,0.659613,0.193994,[ 55 205] ; [1 6],[ 54.53183521 205.46816479] ; [1.46816479 5.53183521],0
s4,1,0.701748,0.146659,[ 53 210] ; [1 6],[ 52.6 210.4] ; [1.4 5.6],0
p2,1,0.701748,0.146659,[237  26] ; [6 1],[236.7  26.3] ; [6.3 0.7],0
v1,1,0.718539,0.129897,[166  90] ; [5 2],[166.4486692  89.5513308] ; [4.5513308 2.4486692],0
n6,1,0.730643,0.118522,[236  27] ; [6 1],[235.72592593  27.27407407] ; [6.27407407 0.72592593],0
p7,1,0.768018,0.087006,[199  62] ; [5 2],[198.67164179  62.32835821] ; [5.32835821 1.67164179],0
p8,1,0.781321,0.077061,[174  88] ; [5 2],[174.34200743  87.65799257] ; [4.65799257 2.34200743],0
p11,1,0.828625,0.046857,[218  46] ; [6 1],[218.21402214  45.78597786] ; [5.78597786 1.21402214],0
n1,1,0.847669,0.0369,[22 29] ; [1 1],[22.13207547 28.86792453] ; [0.86792453 1.13207547],0
b1,1,0.901525,0.01531,[107 157] ; [3 4],[107.15867159 156.84132841] ; [2.84132841 4.15867159],0
b4,1,0.917609,0.010701,[156 108] ; [4 3],[155.86715867 108.13284133] ; [4.13284133 2.86715867],0
n4,1,0.92517,0.008822,[222  41] ; [6 1],[222.08888889  40.91111111] ; [5.91111111 1.08888889],0
u2,1,0.925549,0.008732,[36 16] ; [2 1],[35.92727273 16.07272727] ; [2.07272727 0.92727273],0
a2,1,0.938487,0.005955,[ 79 185] ; [2 5],[ 78.90774908 185.09225092] ; [2.09225092 4.90774908],0
