Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,0.0,29.537008,[ 16 271] ; [15 36],[ 26.32248521 260.67751479] ; [ 4.67751479 46.32248521],1
p1,1,0.0,28.011853,[ 17 271] ; [15 36],[ 27.18584071 260.81415929] ; [ 4.81415929 46.18584071],1
a1,1,3.4e-05,17.198275,[ 12 278] ; [10 41],[ 18.70967742 271.29032258] ; [ 3.29032258 47.70967742],1
s5,1,3.8e-05,16.953323,[107 178] ; [31 13],[119.54407295 165.45592705] ; [18.45592705 25.54407295],1
u4,1,0.000112,14.920025,[  3 287] ; [ 5 45],[  6.82352941 283.17647059] ; [ 1.17647059 48.82352941],1
p4,1,0.000627,11.694734,[205  83] ; [47  3],[214.72189349  73.27810651] ; [37.27810651 12.72189349],1
v3,1,0.002578,9.084287,[120 158] ; [32 16],[129.6196319 148.3803681] ; [22.3803681 25.6196319],0
n3,1,0.002988,8.814829,[39  7] ; [3 5],[35.77777778 10.22222222] ; [6.22222222 1.77777778],0
p8,1,0.00299,8.813258,[193  92] ; [45  6],[201.875  83.125] ; [36.125 14.875],0
p3,1,0.004102,8.238101,[176 113] ; [41  9],[184.99410029 104.00589971] ; [32.00589971 17.99410029],0
n5,1,0.004132,8.22481,[220  68] ; [48  3],[227.68141593  60.31858407] ; [40.31858407 10.68141593],0
s7,1,0.004559,8.046583,[145 132] ; [37 13],[154.17125382 122.82874618] ; [27.82874618 22.17125382],0
p6,1,0.009955,6.64294,[138 148] ; [34 16],[146.4047619 139.5952381] ; [25.5952381 24.4047619],0
v1,1,0.013027,6.165503,[167 120] ; [37 11],[174.77014925 112.22985075] ; [29.22985075 18.77014925],0
s1,1,0.025914,4.96174,[  6 280] ; [ 4 47],[  8.48664688 277.51335312] ; [ 1.51335312 49.48664688],0
b3,1,0.030344,4.68968,[ 67 111] ; [23 18],[ 73.15068493 104.84931507] ; [16.84931507 24.15068493],0
b2,1,0.030344,4.68968,[ 67 111] ; [23 18],[ 73.15068493 104.84931507] ; [16.84931507 24.15068493],0
b5,1,0.030504,4.680654,[183 107] ; [24 27],[176.04105572 113.95894428] ; [30.95894428 20.04105572],0
s8,1,0.032501,4.571881,[147 142] ; [33 16],[153.90532544 135.09467456] ; [26.09467456 22.90532544],0
r2,1,0.036091,4.392792,[281   4] ; [47  3],[279.04477612   5.95522388] ; [48.95522388  1.04477612],0
n4,1,0.038212,4.295576,[239  50] ; [48  3],[243.95  45.05] ; [43.05  7.95],0
r4,1,0.04124,4.166132,[280  10] ; [46  5],[277.24340176  12.75659824] ; [48.75659824  2.24340176],0
p11,1,0.043619,4.071245,[241  49] ; [48  3],[245.7771261  44.2228739] ; [43.2228739  7.7771261],0
a3,1,0.063095,3.454114,[235  53] ; [47  4],[239.57522124  48.42477876] ; [42.42477876  8.57522124],0
s2,1,0.077967,3.10677,[155 133] ; [33 16],[160.66468843 127.33531157] ; [27.33531157 21.66468843],0
s6,1,0.120925,2.405302,[198  88] ; [37  9],[202.43975904  83.56024096] ; [32.56024096 13.43975904],0
p9,1,0.160335,1.971061,[259  29] ; [49  2],[261.66371681  26.33628319] ; [46.33628319  4.66371681],0
a7,1,0.184372,1.762022,[224  66] ; [35 16],[220.26392962  69.73607038] ; [38.73607038 12.26392962],0
p10,1,0.233526,1.419253,[255  33] ; [48  3],[257.4159292  30.5840708] ; [45.5840708  5.4159292],0
b1,1,0.24581,1.34696,[106 184] ; [23 28],[109.70674487 180.29325513] ; [19.29325513 31.70674487],0
d2,1,0.262428,1.255903,[203  86] ; [39 11],[206.30678466  82.69321534] ; [35.69321534 14.30678466],0
a2,1,0.263087,1.252441,[109 181] ; [15 36],[105.45454545 184.54545455] ; [18.54545455 32.45454545],0
d3,1,0.270456,1.214432,[263  26] ; [43  7],[260.86725664  28.13274336] ; [45.13274336  4.86725664],0
