Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.014568,5.968002,[219  84] ; [22 19],[212.27616279  90.72383721] ; [28.72383721 12.27616279],0
n5,1,0.020537,5.365697,[208  92] ; [21 20],[201.46627566  98.53372434] ; [27.53372434 13.46627566],0
b3,1,0.035309,4.430181,[ 75 113] ; [ 4 19],[ 70.38862559 117.61137441] ; [ 8.61137441 14.38862559],0
b2,1,0.035309,4.430181,[ 75 113] ; [ 4 19],[ 70.38862559 117.61137441] ; [ 8.61137441 14.38862559],0
a8,1,0.06061,3.520604,[ 37 245] ; [ 1 37],[ 33.4875 248.5125] ; [ 4.5125 33.4875],0
s6,1,0.061463,3.497466,[145 158] ; [26 15],[150.61918605 152.38081395] ; [20.38081395 20.61918605],0
p6,1,0.064284,3.423258,[ 57 242] ; [ 3 38],[ 52.76470588 246.23529412] ; [ 7.23529412 33.76470588],0
s2,1,0.080356,3.057682,[108 194] ; [20 20],[113.02923977 188.97076023] ; [14.97076023 25.02923977],0
b1,1,0.08452,2.975776,[132 172] ; [12 29],[126.88695652 177.11304348] ; [17.11304348 23.88695652],0
a4,1,0.100584,2.696257,[129 173] ; [12 29],[124.14577259 177.85422741] ; [16.85422741 24.14577259],0
a2,1,0.183196,1.771502,[ 64 240] ; [ 5 36],[ 60.8 243.2] ; [ 8.2 32.8],0
d2,1,0.214853,1.538418,[134 168] ; [14 27],[130.3090379 171.6909621] ; [17.6909621 23.3090379],0
d3,1,0.219749,1.506012,[181 121] ; [28 12],[184.55555556 117.44444444] ; [24.44444444 15.55555556],0
d4,1,0.259266,1.272671,[224  78] ; [27 14],[220.99708455  81.00291545] ; [30.00291545 10.99708455],0
s3,1,0.26774,1.228289,[138 164] ; [22 18],[141.28654971 160.71345029] ; [18.71345029 21.28654971],0
r3,1,0.28151,1.159785,[268  34] ; [34  7],[265.90087464  36.09912536] ; [36.09912536  4.90087464],0
a3,1,0.282815,1.153514,[196 107] ; [30 11],[199.06395349 103.93604651] ; [26.93604651 14.06395349],0
u2,1,0.283909,1.148283,[56 49] ; [4 7],[54.31034483 50.68965517] ; [5.68965517 5.31034483],0
n2,1,0.325477,0.96681,[66 35] ; [9 8],[64.19491525 36.80508475] ; [10.80508475  6.19491525],0
b5,1,0.357688,0.845995,[185 119] ; [28 13],[187.68695652 116.31304348] ; [25.31304348 15.68695652],0
s7,1,0.358177,0.844276,[100 187] ; [11 29],[ 97.42201835 189.57798165] ; [13.57798165 26.42201835],0
n1,1,0.367016,0.813742,[35 66] ; [ 4 13],[33.38135593 67.61864407] ; [ 5.61864407 11.38135593],0
p9,1,0.381701,0.765217,[209  89] ; [26 15],[206.57817109  91.42182891] ; [28.42182891 12.57817109],0
p11,1,0.385752,0.75229,[206  98] ; [25 16],[203.54782609 100.45217391] ; [27.45217391 13.54782609],0
d1,1,0.406825,0.688059,[147 157] ; [17 24],[144.51014493 159.48985507] ; [19.48985507 21.51014493],0
u3,1,0.439053,0.598757,[55 52] ; [7 4],[56.22033898 50.77966102] ; [5.77966102 5.22033898],0
p7,1,0.466932,0.529226,[119 178] ; [14 27],[116.86686391 180.13313609] ; [16.13313609 24.86686391],0
a6,1,0.470353,0.521146,[202 101] ; [25 16],[199.94476744 103.05523256] ; [27.05523256 13.94476744],0
v1,1,0.474612,0.511218,[124 168] ; [15 26],[121.88588589 170.11411411] ; [17.11411411 23.88588589],0
p3,1,0.481622,0.495187,[ 87 215] ; [14 27],[ 88.9271137 213.0728863] ; [12.0728863 28.9271137],0
s8,1,0.543592,0.368923,[ 88 216] ; [10 31],[ 86.35362319 217.64637681] ; [11.64637681 29.35362319],0
d5,1,0.565116,0.330924,[225  78] ; [28 12],[223.49562682  79.50437318] ; [29.50437318 10.49562682],0
v3,1,0.594103,0.283983,[ 96 191] ; [12 29],[ 94.5 192.5] ; [13.5 27.5],0
a5,1,0.594444,0.283457,[191 113] ; [24 17],[189.44927536 114.55072464] ; [25.55072464 15.44927536],0
p2,1,0.627549,0.235399,[203  99] ; [26 15],[201.62682216 100.37317784] ; [27.37317784 13.62682216],0
v2,1,0.641866,0.21631,[136 150] ; [17 22],[134.64 151.36] ; [18.36 20.64],0
p4,1,0.6655,0.186911,[114 189] ; [14 27],[112.74418605 190.25581395] ; [15.25581395 25.74418605],0
r2,1,0.675353,0.175405,[264  37] ; [36  4],[264.80938416  36.19061584] ; [35.19061584  4.80938416],0
n3,1,0.681122,0.168865,[69 30] ; [11  6],[68.27586207 30.72413793] ; [11.72413793  5.27586207],0
b4,1,0.7341,0.115381,[179 125] ; [23 18],[177.9942029 126.0057971] ; [24.0057971 16.9942029],0
n6,1,0.740777,0.109445,[221  81] ; [31 10],[221.87755102  80.12244898] ; [30.12244898 10.87755102],0
u1,1,0.746208,0.104745,[ 46 258] ; [ 7 34],[ 46.70144928 257.29855072] ; [ 6.29855072 34.70144928],0
v4,1,0.759836,0.09345,[262  40] ; [34  6],[261.38011696  40.61988304] ; [34.61988304  5.38011696],0
r1,1,0.768719,0.086466,[213  89] ; [28 13],[212.19241983  89.80758017] ; [28.80758017 12.19241983],0
a1,1,0.788494,0.071967,[ 18 286] ; [ 2 39],[ 17.62318841 286.37681159] ; [ 2.37681159 38.62318841],0
s1,1,0.790414,0.070635,[ 12 288] ; [ 2 39],[ 12.31671554 287.68328446] ; [ 1.68328446 39.31671554],0
p1,1,0.862714,0.029901,[ 13 290] ; [ 2 39],[ 13.2122093 289.7877907] ; [ 1.7877907 39.2122093],0
p10,1,0.875119,0.024699,[194 106] ; [26 15],[193.5483871 106.4516129] ; [26.4516129 14.5483871],0
r4,1,0.883317,0.02154,[233  71] ; [31 10],[232.62608696  71.37391304] ; [31.37391304  9.62608696],0
a7,1,0.982477,0.000482,[204  99] ; [27 13],[204.06122449  98.93877551] ; [26.93877551 13.06122449],0
