Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,103.450274,[194  94] ; [ 4 81],[152.87935657 135.12064343] ; [45.12064343 39.87935657],1
d4,1,0.0,64.497376,[252  35] ; [40 45],[225.27956989  61.72043011] ; [66.72043011 18.27956989],1
a5,1,0.0,33.833387,[213  75] ; [34 51],[190.71313673  97.28686327] ; [56.28686327 28.71313673],1
d3,1,0.0,31.432028,[210  78] ; [34 51],[188.39678284  99.60321716] ; [55.60321716 29.39678284],1
p2,1,0.0,30.379674,[252  31] ; [54 31],[235.32065217  47.67934783] ; [70.67934783 14.32065217],1
d2,1,3e-06,21.590635,[134 151] ; [16 69],[115.54054054 169.45945946] ; [34.45945946 50.54054054],1
a7,1,2.2e-05,18.050839,[222  64] ; [46 39],[206.59838275  79.40161725] ; [61.40161725 23.59838275],1
a4,1,0.000178,14.049867,[127 161] ; [18 66],[112.25806452 175.74193548] ; [32.74193548 51.25806452],1
a3,1,0.0004,12.530256,[187 101] ; [37 48],[172.95442359 115.04557641] ; [51.04557641 33.95442359],1
r2,1,0.000481,12.188282,[267  16] ; [70 15],[259.16032609  23.83967391] ; [77.83967391  7.16032609],1
p4,1,0.000662,11.593745,[164 122] ; [30 53],[150.36314363 135.63685637] ; [43.63685637 39.36314363],1
a2,1,0.000784,11.278965,[ 58 230] ; [ 4 81],[ 47.87131367 240.12868633] ; [14.12868633 70.87131367],1
p10,1,0.00124,10.430339,[240  44] ; [57 26],[229.83106267  54.16893733] ; [67.16893733 15.83106267],0
u1,1,0.001758,9.786568,[ 43 245] ; [ 2 83],[ 34.74530831 253.25469169] ; [10.25469169 74.74530831],0
n4,1,0.002369,9.239201,[217  71] ; [49 35],[205.93548387  82.06451613] ; [60.06451613 23.93548387],0
p7,1,0.005308,7.771444,[172 109] ; [36 46],[161.0137741 119.9862259] ; [46.9862259 35.0137741],0
p3,1,0.011634,6.365884,[128 158] ; [25 60],[117.94609164 168.05390836] ; [35.05390836 49.94609164],0
p9,1,0.012093,6.297122,[249  36] ; [64 20],[241.74796748  43.25203252] ; [71.25203252 12.74796748],0
n5,1,0.012281,6.269887,[209  76] ; [49 34],[199.80978261  85.19021739] ; [58.19021739 24.80978261],0
v1,1,0.013782,6.065893,[150 128] ; [32 51],[140.15512465 137.84487535] ; [41.84487535 41.15512465],0
p8,1,0.014849,5.934267,[154 129] ; [33 51],[144.19891008 138.80108992] ; [42.80108992 41.19891008],0
s1,1,0.025029,5.02189,[  3 280] ; [ 4 77],[  5.44230769 277.55769231] ; [ 1.55769231 79.44230769],0
s4,1,0.02568,4.977424,[ 28 252] ; [16 68],[ 33.84615385 246.15384615] ; [10.15384615 73.84615385],0
r4,1,0.034006,4.494384,[261  27] ; [70 15],[255.57104558  32.42895442] ; [75.42895442  9.57104558],0
s8,1,0.034378,4.475786,[ 68 220] ; [11 74],[ 60.99731903 227.00268097] ; [18.00268097 66.99731903],0
v2,1,0.045231,4.010011,[153 118] ; [35 45],[145.15099715 125.84900285] ; [42.84900285 37.15099715],0
u3,1,0.047842,3.915534,[59 41] ; [20 28],[53.37837838 46.62162162] ; [25.62162162 22.37837838],0
a1,1,0.068042,3.329642,[  8 280] ; [ 6 79],[ 10.80965147 277.19034853] ; [ 3.19034853 81.80965147],0
n6,1,0.069174,3.302521,[242  43] ; [65 20],[236.47297297  48.52702703] ; [70.52702703 14.47297297],0
p6,1,0.079831,3.068339,[ 88 193] ; [18 66],[ 81.60547945 199.39452055] ; [24.39452055 59.60547945],0
r1,1,0.093178,2.818602,[223  62] ; [59 26],[217.21621622  67.78378378] ; [64.78378378 20.21621622],0
s6,1,0.093412,2.814566,[149 131] ; [35 47],[142.32044199 137.67955801] ; [41.67955801 40.32044199],0
v3,1,0.095646,2.776693,[ 89 185] ; [19 64],[ 82.8907563 191.1092437] ; [25.1092437 57.8907563],0
r3,1,0.102545,2.665504,[277   9] ; [78  6],[274.40540541  11.59459459] ; [80.59459459  3.40540541],0
a6,1,0.123485,2.372556,[208  80] ; [54 31],[202.29490617  85.70509383] ; [59.70509383 25.29490617],0
b5,1,0.231668,1.430592,[180 108] ; [47 38],[175.27077748 112.72922252] ; [51.72922252 33.27077748],0
b4,1,0.363762,0.824864,[185 103] ; [50 35],[181.44772118 106.55227882] ; [53.55227882 31.44772118],0
n3,1,0.409874,0.679166,[46 17] ; [18  4],[47.43529412 15.56470588] ; [16.56470588  5.43529412],0
p12,1,0.439165,0.598464,[ 17 268] ; [ 7 77],[ 18.53658537 266.46341463] ; [ 5.46341463 78.53658537],0
s5,1,0.452783,0.563675,[ 67 212] ; [16 64],[ 64.50417827 214.49582173] ; [18.49582173 61.50417827],0
s2,1,0.469583,0.522958,[ 88 196] ; [22 60],[ 85.35519126 198.64480874] ; [24.64480874 57.35519126],0
s3,1,0.55027,0.356833,[110 172] ; [29 53],[107.68681319 174.31318681] ; [31.31318681 50.68681319],0
v4,1,0.621058,0.244384,[269  16] ; [79  6],[268.05405405  16.94594595] ; [79.94594595  5.05405405],0
p5,1,0.64333,0.214414,[ 21 265] ; [ 5 80],[ 20.04312668 265.95687332] ; [ 5.95687332 79.04312668],0
n1,1,0.663888,0.188835,[20 42] ; [ 6 16],[19.19047619 42.80952381] ; [ 6.80952381 15.19047619],0
p1,1,0.695201,0.153512,[ 23 262] ; [ 8 77],[ 23.87837838 261.12162162] ; [ 7.12162162 77.87837838],0
b1,1,0.721631,0.126935,[ 99 189] ; [31 54],[100.37533512 187.62466488] ; [29.62466488 55.37533512],0
u2,1,0.738906,0.111091,[55 45] ; [25 23],[54.05405405 45.94594595] ; [25.94594595 22.05405405],0
n2,1,0.774456,0.082111,[47 15] ; [16  6],[46.5 15.5] ; [16.5  5.5],0
b2,1,0.788117,0.07223,[ 52 104] ; [15 33],[ 51.23529412 104.76470588] ; [15.76470588 32.23529412],0
b3,1,0.788117,0.07223,[ 52 104] ; [15 33],[ 51.23529412 104.76470588] ; [15.76470588 32.23529412],0
u4,1,0.917967,0.010608,[  3 284] ; [ 1 84],[  3.08602151 283.91397849] ; [ 0.91397849 84.08602151],0
a8,1,0.997175,1.3e-05,[ 30 233] ; [ 9 70],[ 29.99122807 233.00877193] ; [ 9.00877193 69.99122807],0
