Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000463,12.260436,[57  8] ; [3 5],[53.42465753 11.57534247] ; [6.57534247 1.42465753],1
p2,1,0.00466,8.006785,[56  9] ; [3 4],[53.26388889 11.73611111] ; [5.73611111 1.26388889],0
p10,1,0.007193,7.224078,[47 18] ; [2 6],[43.63013699 21.36986301] ; [5.36986301 2.63013699],0
r3,1,0.010139,6.610284,[63  2] ; [6 2],[61.43835616  3.56164384] ; [7.56164384 0.43835616],0
d5,1,0.018945,5.506612,[55 10] ; [4 4],[52.53424658 12.46575342] ; [6.46575342 1.53424658],0
r2,1,0.037993,4.305351,[58  7] ; [5 3],[56.09589041  8.90410959] ; [6.90410959 1.09589041],0
a6,1,0.04552,3.999253,[47 18] ; [3 5],[44.52054795 20.47945205] ; [5.47945205 2.52054795],0
p11,1,0.04552,3.999253,[47 18] ; [3 5],[44.52054795 20.47945205] ; [5.47945205 2.52054795],0
v1,1,0.075927,3.15,[29 35] ; [1 7],[26.66666667 37.33333333] ; [3.33333333 4.66666667],0
r1,1,0.108022,2.58292,[49 15] ; [4 4],[47.11111111 16.88888889] ; [5.88888889 2.11111111],0
s8,1,0.110966,2.540404,[27 38] ; [1 7],[24.93150685 40.06849315] ; [3.06849315 4.93150685],0
a7,1,0.113169,2.509403,[43 22] ; [3 5],[40.95890411 24.04109589] ; [5.04109589 2.95890411],0
p9,1,0.128742,2.307605,[49 16] ; [4 4],[47.19178082 17.80821918] ; [5.80821918 2.19178082],0
n4,1,0.144897,2.125162,[34 31] ; [2 6],[32.05479452 32.94520548] ; [3.94520548 4.05479452],0
p8,1,0.176961,1.822965,[36 29] ; [2 5],[34.30555556 30.69444444] ; [3.69444444 3.30555556],0
a4,1,0.192236,1.700395,[25 40] ; [5 3],[26.71232877 38.28767123] ; [3.28767123 4.71232877],0
d2,1,0.192236,1.700395,[25 40] ; [5 3],[26.71232877 38.28767123] ; [3.28767123 4.71232877],0
n2,1,0.205903,1.6,[16  4] ; [2 2],[15.  5.] ; [3. 1.],0
s7,1,0.219436,1.508055,[23 38] ; [1 6],[21.52941176 39.47058824] ; [2.47058824 4.52941176],0
s2,1,0.240421,1.378125,[30 34] ; [2 6],[28.44444444 35.55555556] ; [3.55555556 4.44444444],0
d3,1,0.319699,0.990179,[44 21] ; [4 4],[42.73972603 22.26027397] ; [5.26027397 2.73972603],0
b1,1,0.367028,0.813703,[38 27] ; [6 2],[39.17808219 25.82191781] ; [4.82191781 3.17808219],0
s1,1,0.371241,0.799507,[ 3 60] ; [1 7],[ 3.54929577 59.45070423] ; [0.45070423 7.54929577],0
v3,1,0.382723,0.761936,[18 42] ; [1 6],[17.01492537 42.98507463] ; [1.98507463 5.01492537],0
a8,1,0.488288,0.480296,[ 4 54] ; [1 6],[ 4.46153846 53.53846154] ; [0.53846154 6.46153846],0
s3,1,0.5324,0.389808,[32 31] ; [5 3],[32.83098592 30.16901408] ; [4.16901408 3.83098592],0
p5,1,0.548706,0.35964,[ 5 60] ; [1 6],[ 5.41666667 59.58333333] ; [0.58333333 6.41666667],0
p7,1,0.582306,0.302521,[46 18] ; [5 3],[45.33333333 18.66666667] ; [5.66666667 2.33333333],0
u2,1,0.594853,0.282828,[20  5] ; [2 1],[19.64285714  5.35714286] ; [2.35714286 0.64285714],0
b2,1,0.630765,0.231025,[13 31] ; [2 3],[13.46938776 30.53061224] ; [1.53061224 3.46938776],0
b3,1,0.630765,0.231025,[13 31] ; [2 3],[13.46938776 30.53061224] ; [1.53061224 3.46938776],0
p1,1,0.640369,0.21826,[ 5 60] ; [1 7],[ 5.34246575 59.65753425] ; [0.65753425 7.34246575],0
p6,1,0.65553,0.198998,[22 42] ; [3 4],[22.53521127 41.46478873] ; [2.46478873 4.53521127],0
b4,1,0.709604,0.138673,[37 28] ; [4 4],[36.50684932 28.49315068] ; [4.49315068 3.50684932],0
n5,1,0.736422,0.113297,[28 36] ; [3 5],[27.55555556 36.44444444] ; [3.44444444 4.55555556],0
a2,1,0.741193,0.10908,[13 52] ; [2 6],[13.35616438 51.64383562] ; [1.64383562 6.35616438],0
s4,1,0.750093,0.101453,[11 54] ; [1 7],[10.68493151 54.31506849] ; [1.31506849 6.68493151],0
b5,1,0.763316,0.090679,[37 28] ; [5 3],[37.39726027 27.60273973] ; [4.60273973 3.39726027],0
v2,1,0.85917,0.031481,[32 28] ; [4 4],[31.76470588 28.23529412] ; [4.23529412 3.76470588],0
d1,1,0.90188,0.0152,[34 31] ; [4 4],[33.83561644 31.16438356] ; [4.16438356 3.83561644],0
p3,1,0.90188,0.0152,[34 31] ; [4 4],[33.83561644 31.16438356] ; [4.16438356 3.83561644],0
d4,1,0.903347,0.014746,[50 15] ; [6 2],[49.8630137 15.1369863] ; [6.1369863 1.8630137],0
s6,1,0.906146,0.013901,[42 23] ; [5 3],[41.84931507 23.15068493] ; [5.15068493 2.84931507],0
n1,1,0.923708,0.009171,[ 9 10] ; [2 2],[9.08695652 9.91304348] ; [1.91304348 2.08695652],0
a3,1,0.95791,0.002785,[40 25] ; [5 3],[40.06849315 24.93150685] ; [4.93150685 3.06849315],0
s5,1,0.960073,0.002506,[15 47] ; [2 6],[15.05714286 46.94285714] ; [1.94285714 6.05714286],0
n3,1,1.0,0.0,[15  5] ; [3 1],[15.  5.] ; [3. 1.],0
