Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,179.994369,[282  55] ; [ 25 110],[219.19279661 117.80720339] ; [87.80720339 47.19279661],1
s7,1,0.0,37.596462,[231 100] ; [50 79],[202.19782609 128.80217391] ; [78.80217391 50.19782609],1
s8,1,0.0,32.274911,[220 115] ; [50 85],[192.44680851 142.55319149] ; [77.55319149 57.44680851],1
r2,1,0.001525,10.048237,[320  12] ; [119  15],[312.7639485  19.2360515] ; [126.2360515   7.7639485],0
a4,1,0.006846,7.312919,[163 173] ; [47 88],[149.8089172 186.1910828] ; [60.1910828 74.8089172],0
a3,1,0.007212,7.219304,[258  78] ; [88 48],[246.30508475  89.69491525] ; [99.69491525 36.30508475],0
s5,1,0.012995,6.169745,[151 176] ; [45 89],[139.02819957 187.97180043] ; [56.97180043 77.02819957],0
b1,1,0.015482,5.860802,[126 211] ; [ 35 101],[114.70824524 222.29175476] ; [46.29175476 89.70824524],0
d4,1,0.032959,4.547919,[290  45] ; [107  29],[282.36730361  52.63269639] ; [114.63269639  21.36730361],0
v3,1,0.038092,4.300927,[142 184] ; [44 89],[132.10457516 193.89542484] ; [53.89542484 79.10457516],0
s4,1,0.042097,4.131292,[ 76 257] ; [ 19 113],[ 68.03225806 264.96774194] ; [ 26.96774194 105.03225806],0
a2,1,0.047119,3.941128,[ 94 243] ; [ 26 110],[ 85.49682875 251.50317125] ; [ 34.50317125 101.49682875],0
d2,1,0.076996,3.127187,[171 165] ; [57 79],[162.30508475 173.69491525] ; [65.69491525 70.30508475],0
r1,1,0.144775,2.126461,[278  57] ; [105  31],[272.40976645  62.59023355] ; [110.59023355  25.40976645],0
r3,1,0.161545,1.959706,[329   7] ; [130   6],[326.74576271   9.25423729] ; [132.25423729   3.74576271],0
n1,1,0.172396,1.861984,[25 32] ; [ 9 22],[22.02272727 34.97727273] ; [11.97727273 19.02272727],0
s1,1,0.177681,1.816913,[ 13 320] ; [  2 133],[ 10.67307692 322.32692308] ; [  4.32692308 130.67307692],0
v4,1,0.181597,1.784502,[326   9] ; [129   7],[323.61995754  11.38004246] ; [131.38004246   4.61995754],0
u3,1,0.186462,1.745354,[53 26] ; [26 21],[49.53174603 29.46825397] ; [29.46825397 17.53174603],0
p1,1,0.19388,1.687883,[ 29 306] ; [  7 129],[ 25.60509554 309.39490446] ; [ 10.39490446 125.60509554],0
d1,1,0.204054,1.613117,[212 125] ; [77 59],[205.90486258 131.09513742] ; [83.09513742 52.90486258],0
u4,1,0.224724,1.47395,[ 12 325] ; [  2 134],[  9.97463002 327.02536998] ; [  4.02536998 131.97463002],0
p7,1,0.241584,1.371326,[230  93] ; [88 46],[224.7571116  98.2428884] ; [93.2428884 40.7571116],0
p2,1,0.250233,1.322001,[295  41] ; [114  22],[291.15254237  44.84745763] ; [117.84745763  18.15254237],0
p12,1,0.297054,1.087371,[ 44 292] ; [ 13 122],[ 40.66242038 295.33757962] ; [ 16.33757962 118.66242038],0
n4,1,0.375413,0.785669,[277  60] ; [107  29],[273.58985201  63.41014799] ; [110.41014799  25.58985201],0
u1,1,0.375571,0.785149,[ 69 268] ; [ 23 113],[ 65.54756871 271.45243129] ; [ 26.45243129 109.54756871],0
p3,1,0.375715,0.784676,[188 148] ; [70 66],[183.66101695 152.33898305] ; [74.33898305 61.66101695],0
p4,1,0.400417,0.707074,[218 117] ; [94 42],[221.91082803 113.08917197] ; [90.08917197 45.91082803],0
a5,1,0.405647,0.691521,[253  84] ; [107  29],[256.49048626  80.50951374] ; [103.50951374  32.49048626],0
v1,1,0.476807,0.506157,[184 138] ; [82 53],[187.42231947 134.57768053] ; [78.57768053 56.42231947],0
n2,1,0.478453,0.502388,[46 11] ; [23  8],[44.69318182 12.30681818] ; [24.30681818  6.69318182],0
a6,1,0.505948,0.442437,[231 104] ; [98 38],[234.00212314 100.99787686] ; [94.99787686 41.00212314],0
n5,1,0.516821,0.420233,[275  61] ; [107  28],[272.50955414  63.49044586] ; [109.49044586  25.50955414],0
b4,1,0.581512,0.303796,[205 132] ; [79 57],[202.34249471 134.65750529] ; [81.65750529 54.34249471],0
n3,1,0.610231,0.259839,[41 16] ; [20 10],[39.96551724 17.03448276] ; [21.03448276  8.96551724],0
b5,1,0.735852,0.113806,[205 132] ; [85 51],[206.61733615 130.38266385] ; [83.38266385 52.61733615],0
b2,1,0.808592,0.058681,[ 84 133] ; [32 54],[ 83.07590759 133.92409241] ; [32.92409241 53.07590759],0
b3,1,0.808592,0.058681,[ 84 133] ; [32 54],[ 83.07590759 133.92409241] ; [32.92409241 53.07590759],0
