Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,73.628909,[46 78] ; [203  46],[82.77747989 41.22252011] ; [166.22252011  82.77747989],1
n6,1,2e-05,18.177026,[73 51] ; [197  50],[90.2425876 33.7574124] ; [179.7574124  67.2425876],1
p10,1,0.00153,10.041949,[68 55] ; [176  69],[81.55434783 41.44565217] ; [162.44565217  82.55434783],0
p9,1,0.003524,8.514197,[75 47] ; [185  58],[86.90410959 35.09589041] ; [173.09589041  69.90410959],0
v1,1,0.017635,5.632002,[38 84] ; [107 136],[48.46575342 73.53424658] ; [ 96.53424658 146.46575342],0
a2,1,0.019787,5.430613,[ 13 111] ; [ 50 199],[ 20.94369973 103.05630027] ; [ 42.05630027 206.94369973],0
s6,1,0.022421,5.212821,[49 74] ; [130 118],[59.34501348 63.65498652] ; [119.65498652 128.34501348],0
n1,1,0.02444,5.063115,[10 35] ; [33 45],[15.73170732 29.26829268] ; [27.26829268 50.73170732],0
p6,1,0.031548,4.6229,[ 17 106] ; [ 57 187],[24.80108992 98.19891008] ; [ 49.19891008 194.80108992],0
s7,1,0.055595,3.664158,[29 90] ; [ 81 155],[36.87323944 82.12676056] ; [ 73.12676056 162.87323944],0
s4,1,0.064989,3.405264,[ 19 105] ; [ 22 224],[ 13.74054054 110.25945946] ; [ 27.25945946 218.74054054],0
p4,1,0.068405,3.320878,[33 90] ; [ 90 158],[40.77897574 82.22102426] ; [ 82.22102426 165.77897574],0
a5,1,0.07877,3.090109,[68 56] ; [160  89],[75.79624665 48.20375335] ; [152.20375335  96.79624665],0
a8,1,0.08038,3.05721,[ 10 107] ; [ 35 195],[ 15.17291066 101.82708934] ; [ 29.82708934 200.17291066],0
p5,1,0.084298,2.980023,[  1 122] ; [ 10 237],[  3.65675676 119.34324324] ; [  7.34324324 239.65675676],0
s8,1,0.117545,2.449733,[26 98] ; [ 71 178],[32.24664879 91.75335121] ; [ 64.75335121 184.24664879],0
p1,1,0.127888,2.317956,[  2 121] ; [ 12 237],[  4.62903226 118.37096774] ; [  9.37096774 239.62903226],0
a4,1,0.154715,2.025133,[40 84] ; [ 98 148],[46.24864865 77.75135135] ; [ 91.75135135 154.24864865],0
p2,1,0.167359,1.906441,[83 41] ; [183  65],[88.66666667 35.33333333] ; [177.33333333  70.66666667],0
b3,1,0.171826,1.866944,[15 48] ; [47 94],[19.14705882 43.85294118] ; [42.85294118 98.14705882],0
b2,1,0.171826,1.866944,[15 48] ; [47 94],[19.14705882 43.85294118] ; [42.85294118 98.14705882],0
d3,1,0.173022,1.856563,[86 37] ; [155  92],[80.11621622 42.88378378] ; [160.88378378  86.11621622],0
u2,1,0.191997,1.70223,[29 18] ; [45 45],[25.38686131 21.61313869] ; [48.61313869 41.38686131],0
p11,1,0.193674,1.689443,[81 43] ; [179  70],[86.43431635 37.56568365] ; [173.56568365  75.43431635],0
a7,1,0.206467,1.596028,[89 34] ; [164  85],[83.65322581 39.34677419] ; [169.34677419  79.65322581],0
a1,1,0.208407,1.582457,[  3 121] ; [ 13 236],[  5.31903485 118.68096515] ; [ 10.68096515 238.31903485],0
d2,1,0.21922,1.50947,[44 80] ; [104 143],[49.46630728 74.53369272] ; [ 98.53369272 148.46630728],0
v3,1,0.242505,1.36597,[30 88] ; [ 76 166],[34.74444444 83.25555556] ; [ 71.25555556 170.74444444],0
u1,1,0.286827,1.134454,[ 10 114] ; [ 29 220],[ 12.96514745 111.03485255] ; [ 26.03485255 222.96514745],0
s2,1,0.28994,1.119901,[38 86] ; [ 89 157],[42.56216216 81.43783784] ; [ 84.43783784 161.56216216],0
r3,1,0.356938,0.848638,[112  12] ; [215  32],[109.29380054  14.70619946] ; [217.70619946  29.29380054],0
n2,1,0.382314,0.763247,[28 16] ; [57 23],[30.16129032 13.83870968] ; [54.83870968 25.16129032],0
n3,1,0.383639,0.759009,[30 14] ; [47 31],[27.7704918 16.2295082] ; [49.2295082 28.7704918],0
u4,1,0.384859,0.755124,[  1 123] ; [  5 244],[  1.99463807 122.00536193] ; [  4.00536193 244.99463807],0
s3,1,0.404858,0.693848,[48 74] ; [108 138],[51.7173913 70.2826087] ; [104.2826087 141.7173913],0
r2,1,0.430764,0.620762,[104  18] ; [216  29],[106.3760218  15.6239782] ; [213.6239782  31.3760218],0
p7,1,0.486669,0.483883,[51 71] ; [110 131],[54.11019284 67.88980716] ; [106.88980716 134.11019284],0
u3,1,0.543206,0.369629,[24 22] ; [42 48],[22.32352941 23.67647059] ; [43.67647059 46.32352941],0
a3,1,0.561132,0.337748,[76 48] ; [159  88],[78.54447439 45.45552561] ; [156.45552561  90.54447439],0
p8,1,0.585076,0.2981,[40 83] ; [ 86 157],[42.3442623 80.6557377] ; [ 83.6557377 159.3442623],0
r4,1,0.589189,0.291612,[93 31] ; [193  56],[95.07774799 28.92225201] ; [190.92225201  58.07774799],0
d5,1,0.592074,0.287117,[86 37] ; [180  68],[88.18867925 34.81132075] ; [177.81132075  70.18867925],0
r1,1,0.627952,0.234848,[86 38] ; [178  70],[88. 36.] ; [176.  72.],0
a6,1,0.645701,0.211364,[78 46] ; [162  86],[80. 44.] ; [160.  88.],0
b1,1,0.667312,0.184762,[43 81] ; [ 92 157],[44.87935657 79.12064343] ; [ 90.12064343 158.87935657],0
b4,1,0.687479,0.161828,[70 54] ; [146 103],[71.80697051 52.19302949] ; [144.19302949 104.80697051],0
v2,1,0.73678,0.112977,[56 62] ; [108 129],[54.51267606 63.48732394] ; [109.48732394 127.51267606],0
d4,1,0.783191,0.075715,[94 30] ; [184  63],[92.91644205 31.08355795] ; [185.08355795  61.91644205],0
p12,1,0.794872,0.067595,[  2 121] ; [  5 243],[  2.32075472 120.67924528] ; [  4.67924528 243.32075472],0
b5,1,0.797712,0.065695,[78 46] ; [160  89],[79.12064343 44.87935657] ; [158.87935657  90.12064343],0
v4,1,0.812783,0.056092,[107  16] ; [217  30],[107.70810811  15.29189189] ; [216.29189189  30.70810811],0
s1,1,0.826317,0.048149,[  5 119] ; [ 11 232],[  5.40599455 118.59400545] ; [ 10.59400545 232.40599455],0
d1,1,0.9699,0.001424,[60 64] ; [121 128],[60.17158177 63.82841823] ; [120.82841823 128.17158177],0
