Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,39.781188,[36 13] ; [ 3 38],[21.23333333 27.76666667] ; [17.76666667 23.23333333],1
v4,1,0.001341,10.285062,[42  7] ; [22 18],[35.23595506 13.76404494] ; [28.76404494 11.23595506],0
p2,1,0.001688,9.861612,[33 16] ; [14 27],[25.58888889 23.41111111] ; [21.41111111 19.58888889],0
s2,1,0.00276,8.959681,[23 26] ; [ 7 34],[16.33333333 32.66666667] ; [13.66666667 27.33333333],0
p11,1,0.003188,8.696716,[27 22] ; [10 31],[20.14444444 28.85555556] ; [16.85555556 24.14444444],0
b5,1,0.003577,8.486898,[33 16] ; [15 26],[26.13333333 22.86666667] ; [21.86666667 19.13333333],0
s6,1,0.006392,7.436217,[23 26] ; [ 8 33],[16.87777778 32.12222222] ; [14.12222222 26.87777778],0
r3,1,0.007369,7.180798,[42  7] ; [25 16],[36.47777778 12.52222222] ; [30.52222222 10.47777778],0
r4,1,0.008843,6.854254,[38 11] ; [21 20],[32.12222222 16.87777778] ; [26.87777778 14.12222222],0
v1,1,0.009099,6.803375,[26 22] ; [11 30],[19.95505618 28.04494382] ; [17.04494382 23.95505618],0
n2,1,0.018943,5.50673,[14  4] ; [ 9 13],[10.35  7.65] ; [12.65  9.35],0
n3,1,0.039016,4.260161,[14  4] ; [ 9 11],[10.89473684  7.10526316] ; [12.10526316  7.89473684],0
s8,1,0.042891,4.099686,[13 36] ; [ 4 37],[ 9.25555556 39.74444444] ; [ 7.74444444 33.25555556],0
r2,1,0.047843,3.915475,[46  3] ; [32  8],[42.94382022  6.05617978] ; [35.05617978  4.94382022],0
s7,1,0.06449,3.417969,[15 33] ; [ 5 31],[11.42857143 36.57142857] ; [ 8.57142857 27.42857143],0
n4,1,0.086807,2.932614,[21 28] ; [25 16],[25.04444444 23.95555556] ; [20.95555556 20.04444444],0
p8,1,0.098294,2.733012,[11 37] ; [ 4 37],[ 8.08988764 39.91011236] ; [ 6.91011236 34.08988764],0
