Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.000693,11.506621,[48  8] ; [15 14],[41.50588235 14.49411765] ; [21.49411765  7.50588235],1
b5,1,0.003215,8.681237,[43 13] ; [13 16],[36.89411765 19.10588235] ; [19.10588235  9.89411765],0
a6,1,0.003257,8.657421,[38 18] ; [10 19],[31.62352941 24.37647059] ; [16.37647059 12.62352941],0
b1,1,0.006113,7.516782,[23 33] ; [21  8],[28.98823529 27.01176471] ; [15.01176471 13.98823529],0
d5,1,0.013107,6.154571,[48  8] ; [18 11],[43.48235294 12.51764706] ; [22.51764706  6.48235294],0
d3,1,0.014465,5.980513,[45 11] ; [16 13],[40.18823529 15.81176471] ; [20.81176471  8.18823529],0
s5,1,0.02683,4.901706,[ 9 44] ; [11 17],[13.08641975 39.91358025] ; [ 6.91358025 21.08641975],0
a2,1,0.042937,4.097873,[14 42] ; [ 2 27],[10.54117647 45.45882353] ; [ 5.45882353 23.54117647],0
n6,1,0.059183,3.560125,[43 12] ; [17 12],[39.28571429 15.71428571] ; [20.71428571  8.28571429],0
r1,1,0.062665,3.465396,[42 14] ; [16 13],[38.21176471 17.78823529] ; [19.78823529  9.21176471],0
p5,1,0.080169,3.061475,[ 3 52] ; [ 5 24],[ 5.23809524 49.76190476] ; [ 2.76190476 26.23809524],0
a3,1,0.085198,2.962842,[36 20] ; [13 16],[32.28235294 23.71764706] ; [16.71764706 12.28235294],0
n5,1,0.085198,2.962842,[36 20] ; [13 16],[32.28235294 23.71764706] ; [16.71764706 12.28235294],0
d1,1,0.089879,2.876536,[34 22] ; [12 17],[30.30588235 25.69411765] ; [15.69411765 13.30588235],0
r4,1,0.109411,2.562702,[47  9] ; [20  9],[44.14117647 11.85882353] ; [22.85882353  6.14117647],0
d4,1,0.132594,2.26187,[45 11] ; [19 10],[42.16470588 13.83529412] ; [21.83529412  7.16470588],0
r2,1,0.134078,2.244639,[50  5] ; [23  6],[47.79761905  7.20238095] ; [25.20238095  3.79761905],0
d2,1,0.16792,1.901412,[32 24] ; [12 17],[28.98823529 27.01176471] ; [15.01176471 13.98823529],0
a5,1,0.185651,1.751801,[39 17] ; [16 13],[36.23529412 19.76470588] ; [18.76470588 10.23529412],0
n1,1,0.195709,1.674107,[ 9 11] ; [7 3],[10.66666667  9.33333333] ; [5.33333333 4.66666667],0
n2,1,0.196787,1.666063,[13  6] ; [9 1],[14.4137931  4.5862069] ; [7.5862069 2.4137931],0
v4,1,0.259418,1.27186,[51  5] ; [24  5],[49.41176471  6.58823529] ; [25.58823529  3.41176471],0
