Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.004462,8.08533,[24 22] ; [23  4],[29.61643836 16.38356164] ; [17.38356164  9.61643836],0
r4,1,0.037573,4.324271,[36 10] ; [26  1],[39.06849315  6.93150685] ; [22.93150685  4.06849315],0
s6,1,0.039659,4.232418,[31 15] ; [24  3],[34.65753425 11.34246575] ; [20.34246575  6.65753425],0
p12,1,0.050998,3.808352,[ 2 43] ; [ 5 22],[ 4.375 40.625] ; [ 2.625 24.375],0
p6,1,0.097066,2.753108,[16 29] ; [15 12],[19.375 25.625] ; [11.625 15.375],0
u3,1,0.097788,2.741259,[8 5] ; [10  1],[9.75 3.25] ; [8.25 2.75],0
u1,1,0.105269,2.623845,[ 1 45] ; [ 3 24],[ 2.52054795 43.47945205] ; [ 1.47945205 25.52054795],0
n5,1,0.110709,2.544077,[36 10] ; [25  2],[38.43835616  7.56164384] ; [22.56164384  4.43835616],0
v2,1,0.122005,2.391396,[17 27] ; [15 11],[20.11428571 23.88571429] ; [11.88571429 14.11428571],0
s4,1,0.141217,2.164652,[ 7 39] ; [ 8 19],[ 9.45205479 36.54794521] ; [ 5.54794521 21.45205479],0
v3,1,0.148278,2.089877,[14 31] ; [13 14],[16.875 28.125] ; [10.125 16.875],0
b4,1,0.152928,2.042803,[21 25] ; [17 10],[23.94520548 22.05479452] ; [14.05479452 12.94520548],0
s3,1,0.163166,1.944633,[30 16] ; [21  5],[32.58333333 13.41666667] ; [18.41666667  7.58333333],0
p7,1,0.170532,1.878261,[28 17] ; [21  6],[30.625 14.375] ; [18.375  8.625],0
p5,1,0.178676,1.808605,[ 6 39] ; [ 7 20],[ 8.125 36.875] ; [ 4.875 22.125],0
n4,1,0.189454,1.721858,[33 13] ; [23  4],[35.28767123 10.71232877] ; [20.71232877  6.28767123],0
p1,1,0.222372,1.488996,[ 8 38] ; [ 8 19],[10.08219178 35.91780822] ; [ 5.91780822 21.08219178],0
p8,1,0.251065,1.31737,[28 18] ; [20  7],[30.24657534 15.75342466] ; [17.75342466  9.24657534],0
d1,1,0.269404,1.219778,[ 2 44] ; [ 3 24],[ 3.15068493 42.84931507] ; [ 1.84931507 25.15068493],0
a3,1,0.273169,1.200763,[33 13] ; [16 11],[30.87671233 15.12328767] ; [18.12328767  8.87671233],0
d2,1,0.275754,1.187897,[10 36] ; [ 9 18],[11.97260274 34.02739726] ; [ 7.02739726 19.97260274],0
b1,1,0.290272,1.11836,[18 28] ; [14 13],[20.16438356 25.83561644] ; [11.83561644 15.16438356],0
n1,1,0.317311,1.0,[7 5] ; [2 4],[6. 6.] ; [3. 3.],0
r1,1,0.351167,0.869234,[33 13] ; [22  5],[34.65753425 11.34246575] ; [20.34246575  6.65753425],0
d4,1,0.382038,0.764135,[27 19] ; [13 14],[25.20547945 20.79452055] ; [14.79452055 12.20547945],0
v4,1,0.402082,0.70209,[41  4] ; [26  1],[41.875  3.125] ; [25.125  1.875],0
p4,1,0.451743,0.566274,[28 18] ; [14 13],[26.46575342 19.53424658] ; [15.53424658 11.46575342],0
r3,1,0.456748,0.553852,[40  6] ; [25  2],[40.95890411  5.04109589] ; [24.04109589  2.95890411],0
a5,1,0.524209,0.405605,[29 17] ; [19  8],[30.24657534 15.75342466] ; [17.75342466  9.24657534],0
p2,1,0.527862,0.398506,[40  6] ; [22  5],[39.06849315  6.93150685] ; [22.93150685  4.06849315],0
u2,1,0.562343,0.335664,[8 5] ; [8 3],[8.66666667 4.33333333] ; [7.33333333 3.66666667],0
n6,1,0.597548,0.27871,[38  7] ; [24  3],[38.75  6.25] ; [23.25  3.75],0
p9,1,0.62229,0.242662,[39  7] ; [24  3],[39.69863014  6.30136986] ; [23.30136986  3.69863014],0
n2,1,0.6885,0.160714,[9 3] ; [5 1],[9.33333333 2.66666667] ; [4.66666667 1.33333333],0
v1,1,0.760098,0.09324,[25 20] ; [14 13],[24.375 20.625] ; [14.625 12.375],0
p10,1,0.774308,0.082222,[38  8] ; [23  4],[38.43835616  7.56164384] ; [22.56164384  4.43835616],0
a6,1,0.793294,0.068662,[27 19] ; [15 12],[26.46575342 19.53424658] ; [15.53424658 11.46575342],0
p3,1,0.836486,0.042597,[21 25] ; [13 14],[21.42465753 24.57534247] ; [12.57534247 14.42465753],0
a7,1,0.846028,0.037709,[30 16] ; [17 10],[29.61643836 16.38356164] ; [17.38356164  9.61643836],0
p11,1,0.868939,0.027227,[35 11] ; [21  6],[35.28767123 10.71232877] ; [20.71232877  6.28767123],0
s1,1,0.885004,0.020917,[ 3 43] ; [ 2 25],[ 3.15068493 42.84931507] ; [ 1.84931507 25.15068493],0
a4,1,0.903272,0.014769,[ 8 38] ; [ 5 22],[ 8.19178082 37.80821918] ; [ 4.80821918 22.19178082],0
b3,1,0.914138,0.011625,[15 18] ; [8 9],[15.18 17.82] ; [7.82 9.18],0
b2,1,0.914138,0.011625,[15 18] ; [8 9],[15.18 17.82] ; [7.82 9.18],0
d3,1,0.92027,0.010019,[21 25] ; [12 15],[20.79452055 25.20547945] ; [12.20547945 14.79452055],0
b5,1,0.935984,0.006451,[26 20] ; [15 12],[25.83561644 20.16438356] ; [15.16438356 11.83561644],0
a8,1,0.953542,0.003394,[ 7 37] ; [ 4 22],[ 6.91428571 37.08571429] ; [ 4.08571429 21.91428571],0
a2,1,0.974556,0.001017,[ 5 41] ; [ 3 24],[ 5.04109589 40.95890411] ; [ 2.95890411 24.04109589],0
s8,1,0.994511,4.7e-05,[29 17] ; [17 10],[28.98630137 17.01369863] ; [17.01369863  9.98630137],0
n3,1,1.0,0.0,[8 4] ; [4 2],[8. 4.] ; [4. 2.],0
