Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,24.472452,[53 70] ; [38  6],[67.0239521 55.9760479] ; [23.9760479 20.0239521],1
s2,1,4.5e-05,16.636781,[39 84] ; [30 15],[50.51785714 72.48214286] ; [18.48214286 26.51785714],1
s7,1,0.000414,12.46978,[39 79] ; [27 15],[48.675 69.325] ; [17.325 24.675],1
p5,1,0.001148,10.571833,[  8 115] ; [11 34],[ 13.91071429 109.08928571] ; [ 5.08928571 39.91071429],0
s4,1,0.009427,6.740173,[ 13 110] ; [12 33],[ 18.30357143 104.69642857] ; [ 6.69642857 38.30357143],0
p9,1,0.013115,6.153471,[85 37] ; [39  5],[91.13253012 30.86746988] ; [32.86746988 11.13253012],0
a5,1,0.013442,6.109961,[56 68] ; [30 15],[63.10059172 60.89940828] ; [22.89940828 22.10059172],0
p8,1,0.01493,5.924683,[52 71] ; [28 16],[58.92215569 64.07784431] ; [21.07784431 22.92215569],0
p12,1,0.022821,5.1821,[  6 116] ; [ 7 38],[  9.49700599 112.50299401] ; [ 3.50299401 41.49700599],0
s8,1,0.023438,5.135778,[31 93] ; [19 25],[36.9047619 87.0952381] ; [13.0952381 30.9047619],0
p10,1,0.035436,4.424035,[79 43] ; [36  8],[84.51807229 37.48192771] ; [30.48192771 13.51807229],0
r4,1,0.036328,4.381647,[103  21] ; [43  2],[107.12426036  16.87573964] ; [38.87573964  6.12426036],0
n6,1,0.051275,3.799284,[93 31] ; [40  5],[97.58579882 26.41420118] ; [35.41420118  9.58579882],0
p7,1,0.052854,3.748543,[62 57] ; [31 14],[67.48170732 51.51829268] ; [25.51829268 19.48170732],0
p3,1,0.052923,3.746364,[43 81] ; [23 22],[48.4260355 75.5739645] ; [17.5739645 27.4260355],0
s3,1,0.079413,3.076865,[64 57] ; [30 14],[68.93333333 52.06666667] ; [25.06666667 18.93333333],0
r1,1,0.079505,3.074991,[85 39] ; [37  8],[89.5147929 34.4852071] ; [32.4852071 12.5147929],0
n5,1,0.088495,2.901546,[81 41] ; [36  9],[85.47305389 36.52694611] ; [31.52694611 13.47305389],0
p6,1,0.102891,2.660152,[34 89] ; [18 26],[38.2994012 84.7005988] ; [13.7005988 30.2994012],0
p1,1,0.144411,2.130318,[ 14 110] ; [ 9 36],[ 16.87573964 107.12426036] ; [ 6.12426036 38.87573964],0
