Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,2e-06,22.232272,[26 21] ; [92 11],[36.97333333 10.02666667] ; [81.02666667 21.97333333],1
p9,1,1e-05,19.512579,[18 27] ; [79 23],[29.69387755 15.30612245] ; [67.30612245 34.69387755],1
r4,1,1.5e-05,18.795315,[22 25] ; [84 19],[33.21333333 13.78666667] ; [72.78666667 30.21333333],1
p10,1,0.000157,14.28601,[17 29] ; [70 30],[27.4109589 18.5890411] ; [59.5890411 40.4109589],1
p2,1,0.000569,11.875058,[20 26] ; [73 27],[29.30136986 16.69863014] ; [63.69863014 36.30136986],1
v4,1,0.002731,8.978945,[32 15] ; [91 12],[38.54  8.46] ; [84.46 18.54],0
u2,1,0.003514,8.519217,[ 4 21] ; [25 24],[ 9.7972973 15.2027027] ; [19.2027027 29.7972973],0
r1,1,0.006785,7.328895,[20 27] ; [68 35],[27.57333333 19.42666667] ; [60.42666667 42.57333333],0
v1,1,0.018083,5.588074,[13 33] ; [50 52],[19.58108108 26.41891892] ; [43.41891892 58.58108108],0
n6,1,0.034417,4.473876,[28 19] ; [78 24],[33.43624161 13.56375839] ; [72.56375839 29.43624161],0
n5,1,0.04127,4.164885,[26 21] ; [73 28],[31.43918919 15.56081081] ; [67.56081081 33.43918919],0
s5,1,0.043259,4.085235,[ 7 38] ; [31 67],[11.95804196 33.04195804] ; [26.04195804 71.95804196],0
p8,1,0.055434,3.668978,[12 34] ; [43 58],[17.21088435 28.78911565] ; [37.78911565 63.21088435],0
s6,1,0.086632,2.935869,[14 32] ; [45 54],[18.71724138 27.28275862] ; [40.28275862 58.71724138],0
b4,1,0.10387,2.645088,[24 23] ; [67 36],[28.51333333 18.48666667] ; [62.48666667 40.51333333],0
a1,1,0.106132,2.610899,[ 5 42] ; [ 4 99],[ 2.82 44.18] ; [ 6.18 96.82],0
p4,1,0.106399,2.606903,[13 32] ; [43 57],[17.37931034 27.62068966] ; [38.62068966 61.37931034],0
r2,1,0.110871,2.541763,[34 11] ; [88 14],[37.34693878  7.65306122] ; [84.65306122 17.34693878],0
v2,1,0.118727,2.434038,[15 31] ; [45 52],[19.3006993 26.6993007] ; [40.6993007 56.3006993],0
p1,1,0.13221,2.266356,[ 1 46] ; [ 9 94],[ 3.13333333 43.86666667] ; [ 6.86666667 96.13333333],0
n3,1,0.135223,2.231499,[8 8] ; [23  9],[10.33333333  5.66666667] ; [20.66666667 11.33333333],0
d1,1,0.150562,2.06655,[13 34] ; [41 62],[16.92 30.08] ; [37.08 65.92],0
p7,1,0.154455,2.027688,[19 26] ; [55 45],[22.96551724 22.03448276] ; [51.03448276 48.96551724],0
n2,1,0.154561,2.026654,[10  7] ; [25  7],[12.14285714  4.85714286] ; [22.85714286  9.14285714],0
a6,1,0.157382,1.999203,[17 30] ; [50 53],[20.99333333 26.00666667] ; [46.00666667 56.99333333],0
n4,1,0.168856,1.89307,[26 21] ; [69 34],[29.76666667 17.23333333] ; [65.23333333 37.76666667],0
d5,1,0.201483,1.631591,[24 23] ; [64 39],[27.57333333 19.42666667] ; [60.42666667 42.57333333],0
v3,1,0.210075,1.570909,[14 30] ; [22 78],[11. 33.] ; [25. 75.],0
b1,1,0.239066,1.386091,[24 23] ; [42 61],[20.68 26.32] ; [45.32 57.68],0
s8,1,0.245101,1.351011,[ 5 41] ; [19 84],[ 7.40939597 38.59060403] ; [16.59060403 86.40939597],0
p5,1,0.260392,1.26667,[ 2 44] ; [10 92],[ 3.72972973 42.27027027] ; [ 8.27027027 93.72972973],0
d3,1,0.268145,1.226213,[13 34] ; [38 65],[15.98 31.02] ; [35.02 67.98],0
a5,1,0.279236,1.170803,[22 25] ; [58 45],[25.06666667 21.93333333] ; [54.93333333 48.06666667],0
p3,1,0.301768,1.066366,[12 34] ; [35 66],[14.70748299 31.29251701] ; [32.29251701 68.70748299],0
u3,1,0.307434,1.041667,[ 7 18] ; [20 30],[ 9. 16.] ; [18. 32.],0
a8,1,0.308866,1.03552,[ 2 43] ; [ 9 87],[ 3.5106383 41.4893617] ; [ 7.4893617 88.5106383],0
p6,1,0.327144,0.960171,[ 7 38] ; [22 75],[ 9.19014085 35.80985915] ; [19.80985915 77.19014085],0
a4,1,0.400072,0.708109,[13 33] ; [36 66],[15.22972973 30.77027027] ; [33.77027027 68.22972973],0
p12,1,0.559175,0.341135,[ 1 46] ; [ 4 96],[ 1.59863946 45.40136054] ; [ 3.40136054 96.59863946],0
u1,1,0.566675,0.328277,[ 1 46] ; [  1 102],[ 0.62666667 46.37333333] ; [  1.37333333 101.62666667],0
n1,1,0.569056,0.324265,[ 4 13] ; [10 22],[ 4.85714286 12.14285714] ; [ 9.14285714 22.85714286],0
a3,1,0.682226,0.167631,[22 24] ; [53 50],[23.15436242 22.84563758] ; [51.84563758 51.15436242],0
a2,1,0.691427,0.157545,[ 2 45] ; [ 6 97],[ 2.50666667 44.49333333] ; [ 5.49333333 97.50666667],0
s4,1,0.708483,0.139797,[ 6 41] ; [11 92],[ 5.32666667 41.67333333] ; [11.67333333 91.32666667],0
d2,1,0.834664,0.043565,[19 27] ; [44 58],[19.58108108 26.41891892] ; [43.41891892 58.58108108],0
b2,1,0.872092,0.025922,[ 9 19] ; [21 41],[ 9.33333333 18.66666667] ; [20.66666667 41.33333333],0
b3,1,0.872092,0.025922,[ 9 19] ; [21 41],[ 9.33333333 18.66666667] ; [20.66666667 41.33333333],0
s3,1,0.937513,0.006146,[15 30] ; [33 68],[14.79452055 30.20547945] ; [33.20547945 67.79452055],0
s1,1,0.941835,0.005324,[ 2 45] ; [ 4 96],[ 1.91836735 45.08163265] ; [ 4.08163265 95.91836735],0
s2,1,0.946237,0.004547,[10 37] ; [21 80],[ 9.84459459 37.15540541] ; [21.15540541 79.84459459],0
b5,1,0.947599,0.004319,[23 24] ; [51 52],[23.18666667 23.81333333] ; [50.81333333 52.18666667],0
d4,1,0.976595,0.000861,[30 17] ; [66 37],[30.08 16.92] ; [65.92 37.08],0
