Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000776,11.298126,[12  2] ; [ 9 20],[6.8372093 7.1627907] ; [14.1627907 14.8372093],1
p11,1,0.009992,6.636366,[13  1] ; [16 14],[9.22727273 4.77272727] ; [19.77272727 10.22727273],0
p4,1,0.01704,5.69228,[11  3] ; [12 18],[7.31818182 6.68181818] ; [15.68181818 14.31818182],0
p9,1,0.018268,5.570292,[12  1] ; [16 13],[8.66666667 4.33333333] ; [19.33333333  9.66666667],0
p10,1,0.026548,4.919944,[11  2] ; [14 15],[7.73809524 5.26190476] ; [17.26190476 11.73809524],0
a3,1,0.039479,4.240121,[10  4] ; [11 18],[6.8372093 7.1627907] ; [14.1627907 14.8372093],0
r3,1,0.051727,3.784581,[12  1] ; [19 11],[9.37209302 3.62790698] ; [21.62790698  8.37209302],0
b4,1,0.085021,2.9662,[6 8] ; [21  9],[8.59090909 5.40909091] ; [18.40909091 11.59090909],0
s5,1,0.086483,2.938655,[5 9] ; [ 4 26],[ 2.86363636 11.13636364] ; [ 6.13636364 23.86363636],0
p2,1,0.088065,2.909388,[12  2] ; [18 12],[9.54545455 4.45454545] ; [20.45454545  9.54545455],0
n5,1,0.091963,2.839664,[13  1] ; [21  9],[10.81818182  3.18181818] ; [23.18181818  6.81818182],0
p6,1,0.097768,2.741581,[5 9] ; [ 4 25],[ 2.93023256 11.06976744] ; [ 6.06976744 22.93023256],0
d1,1,0.112819,2.514286,[6 8] ; [ 6 24],[ 3.81818182 10.18181818] ; [ 8.18181818 21.81818182],0
p5,1,0.116712,2.460894,[ 4 10] ; [ 3 27],[ 2.22727273 11.77272727] ; [ 4.77272727 25.22727273],0
p8,1,0.1283,2.31295,[7 7] ; [ 8 22],[4.77272727 9.22727273] ; [10.22727273 19.77272727],0
p7,1,0.133045,2.25661,[9 5] ; [12 18],[6.68181818 7.31818182] ; [14.31818182 15.68181818],0
a5,1,0.133045,2.25661,[9 5] ; [12 18],[6.68181818 7.31818182] ; [14.31818182 15.68181818],0
d4,1,0.226101,1.465222,[11  3] ; [18 12],[9.22727273 4.77272727] ; [19.77272727 10.22727273],0
n6,1,0.228159,1.452302,[11  2] ; [20 10],[9.37209302 3.62790698] ; [21.62790698  8.37209302],0
a4,1,0.262193,1.257143,[5 9] ; [ 6 24],[ 3.5 10.5] ; [ 7.5 22.5],0
d3,1,0.290269,1.118373,[7 7] ; [10 20],[5.40909091 8.59090909] ; [11.59090909 18.40909091],0
s3,1,0.34514,0.891247,[ 3 10] ; [11 18],[4.33333333 8.66666667] ; [ 9.66666667 19.33333333],0
u3,1,0.349445,0.87547,[2 2] ; [ 5 14],[1.2173913 2.7826087] ; [ 5.7826087 13.2173913],0
r4,1,0.390399,0.737698,[5 9] ; [ 7 23],[ 3.81818182 10.18181818] ; [ 8.18181818 21.81818182],0
v3,1,0.390399,0.737698,[5 9] ; [ 7 23],[ 3.81818182 10.18181818] ; [ 8.18181818 21.81818182],0
d2,1,0.402023,0.702266,[6 8] ; [ 9 21],[4.77272727 9.22727273] ; [10.22727273 19.77272727],0
s1,1,0.412886,0.670476,[ 2 12] ; [ 2 28],[ 1.27272727 12.72727273] ; [ 2.72727273 27.27272727],0
p12,1,0.412886,0.670476,[ 2 12] ; [ 2 28],[ 1.27272727 12.72727273] ; [ 2.72727273 27.27272727],0
a1,1,0.412886,0.670476,[ 2 12] ; [ 2 28],[ 1.27272727 12.72727273] ; [ 2.72727273 27.27272727],0
s2,1,0.439261,0.598212,[5 8] ; [ 8 22],[3.93023256 9.06976744] ; [ 9.06976744 20.93023256],0
d5,1,0.462941,0.538776,[10  4] ; [18 12],[8.90909091 5.09090909] ; [19.09090909 10.90909091],0
n3,1,0.518605,0.416667,[3 3] ; [6 3],[3.6 2.4] ; [5.4 3.6],0
n2,1,0.518605,0.416667,[3 3] ; [6 3],[3.6 2.4] ; [5.4 3.6],0
a7,1,0.532798,0.389053,[7 7] ; [12 18],[6.04545455 7.95454545] ; [12.95454545 17.04545455],0
p3,1,0.540751,0.37415,[6 8] ; [10 20],[5.09090909 8.90909091] ; [10.90909091 19.09090909],0
r1,1,0.540751,0.37415,[6 8] ; [10 20],[5.09090909 8.90909091] ; [10.90909091 19.09090909],0
a2,1,0.572044,0.319274,[ 1 13] ; [ 1 29],[ 0.63636364 13.36363636] ; [ 1.36363636 28.63636364],0
u1,1,0.572044,0.319274,[ 1 13] ; [ 1 29],[ 0.63636364 13.36363636] ; [ 1.36363636 28.63636364],0
n1,1,0.666955,0.185185,[2 4] ; [4 5],[2.4 3.6] ; [3.6 5.4],0
s8,1,0.704656,0.143673,[5 9] ; [ 9 21],[4.45454545 9.54545455] ; [ 9.54545455 20.45454545],0
p1,1,0.758798,0.094286,[ 1 13] ; [ 3 27],[ 1.27272727 12.72727273] ; [ 2.72727273 27.27272727],0
s7,1,0.763285,0.090703,[4 8] ; [ 8 20],[3.6 8.4] ; [ 8.4 19.6],0
s6,1,0.836647,0.042512,[7 7] ; [16 14],[7.31818182 6.68181818] ; [15.68181818 14.31818182],0
v4,1,0.836647,0.042512,[7 7] ; [16 14],[7.31818182 6.68181818] ; [15.68181818 14.31818182],0
b5,1,0.836647,0.042512,[7 7] ; [16 14],[7.31818182 6.68181818] ; [15.68181818 14.31818182],0
b2,1,0.852765,0.034444,[3 7] ; [ 7 14],[3.22580645 6.77419355] ; [ 6.77419355 14.22580645],0
b3,1,0.852765,0.034444,[3 7] ; [ 7 14],[3.22580645 6.77419355] ; [ 6.77419355 14.22580645],0
a6,1,0.857514,0.032234,[6 8] ; [12 18],[5.72727273 8.27272727] ; [12.27272727 17.72727273],0
s4,1,0.888322,0.01972,[ 3 11] ; [ 7 23],[ 3.18181818 10.81818182] ; [ 6.81818182 23.18181818],0
u2,1,0.923708,0.009171,[2 2] ; [10  9],[2.08695652 1.91304348] ; [9.91304348 9.08695652],0
b1,1,1.0,0.0,[7 7] ; [15 15],[7. 7.] ; [15. 15.],0
